95.69s of 114.65s total (83.46%)
     0.42s  0.37% 73.80%      0.62s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.42s  0.37% 74.16%      0.80s   0.7%  runtime.bulkBarrierPreWrite
     0.41s  0.36% 74.52%      0.98s  0.85%  reflect.(*rtype).Name
     0.41s  0.36% 74.88%      1.40s  1.22%  runtime.pcvalue
     0.41s  0.36% 75.24%      1.31s  1.14%  syscall.ByteSliceFromString
     0.40s  0.35% 75.59%      3.90s  3.40%  runtime.rawstring
     0.38s  0.33% 75.92%      0.81s  0.71%  runtime.scanblock
     0.36s  0.31% 76.23%     35.79s 31.22%  runtime.systemstack
     0.36s  0.31% 76.55%      1.15s  1.00%  runtime.writebarrierptr_prewrite1
     0.35s  0.31% 76.85%      0.63s  0.55%  runtime.mapaccess1
     0.35s  0.31% 77.16%      1.42s  1.24%  runtime.sweepone
     0.34s   0.3% 77.45%      0.97s  0.85%  runtime.mapiterinit
     0.32s  0.28% 77.73%      4.65s  4.06%  runtime.slicebytetostring
     0.32s  0.28% 78.01%      0.84s  0.73%  runtime.step
     0.31s  0.27% 78.28%      4.21s  3.67%  runtime.rawstringtmp
     0.30s  0.26% 78.54%      4.83s  4.21%  runtime.newobject
     0.26s  0.23% 78.77%      2.78s  2.42%  runtime.(*mcentral).cacheSpan
     0.25s  0.22% 78.99%      5.22s  4.55%  encoding/json.(*decodeState).literalStore
     0.21s  0.18% 79.17%      2.99s  2.61%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Unmarshal
     0.19s  0.17% 79.34%      0.94s  0.82%  runtime.(*mspan).sweep
     0.18s  0.16% 79.49%      3.23s  2.82%  reflect.Value.SetMapIndex
     0.18s  0.16% 79.65%      6.06s  5.29%  runtime.makeslice
     0.17s  0.15% 79.80%      0.74s  0.65%  runtime.gcmarkwb_m
     0.16s  0.14% 79.94%      0.91s  0.79%  runtime.convT2E
     0.15s  0.13% 80.07%     25.37s 22.13%  encoding/json.(*decodeState).array
     0.15s  0.13% 80.20%      2.32s  2.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
     0.14s  0.12% 80.32%      0.75s  0.65%  reflect.(*rtype).ptrTo
     0.14s  0.12% 80.44%      1.26s  1.10%  reflect.New
     0.13s  0.11% 80.56%      8.93s  7.79%  encoding/json.(*decodeState).literal
     0.13s  0.11% 80.67%      0.69s   0.6%  strings.Replace
     0.12s   0.1% 80.78%      0.69s   0.6%  reflect.Zero
     0.12s   0.1% 80.88%      1.15s  1.00%  runtime.concatstrings
     0.11s 0.096% 80.98%      0.63s  0.55%  encoding/json.cachedTypeFields
     0.11s 0.096% 81.07%      0.60s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).MarshalTo
     0.11s 0.096% 81.17%      2.46s  2.15%  reflect.Value.Convert
     0.09s 0.078% 81.25%      2.10s  1.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.09s 0.078% 81.33%      0.87s  0.76%  reflect.deepValueEqual
     0.09s 0.078% 81.40%      0.64s  0.56%  runtime.(*mheap).alloc_m
     0.09s 0.078% 81.48%      1.47s  1.28%  runtime.findrunnable
     0.09s 0.078% 81.56%      1.36s  1.19%  runtime.scanframeworker
     0.09s 0.078% 81.64%      1.71s  1.49%  runtime.schedule
     0.09s 0.078% 81.72%      0.86s  0.75%  runtime.writebarrierptr
     0.08s  0.07% 81.79%      2.93s  2.56%  runtime.newarray
     0.07s 0.061% 81.85%     25.46s 22.21%  encoding/json.(*decodeState).value
     0.07s 0.061% 81.91%      1.38s  1.20%  syscall.BytePtrFromString
     0.06s 0.052% 81.96%      5.79s  5.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
     0.06s 0.052% 82.01%      1.19s  1.04%  path.Join
     0.06s 0.052% 82.07%      0.80s   0.7%  runtime.writebarrierptr_prewrite1.func1
     0.05s 0.044% 82.11%      7.42s  6.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
     0.05s 0.044% 82.15%      0.86s  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/cache.(*actualStateOfWorld).GetMountedVolumesForPod
     0.05s 0.044% 82.20%      1.22s  1.06%  reflect.makeString
     0.05s 0.044% 82.24%      3.55s  3.10%  runtime.(*mcache).nextFree
     0.05s 0.044% 82.29%      1.18s  1.03%  runtime.concatstring3
     0.05s 0.044% 82.33%      2.48s  2.16%  runtime.scanstack
     0.04s 0.035% 82.36%     20.28s 17.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
     0.04s 0.035% 82.40%     10.98s  9.58%  os.(*File).readdir
     0.04s 0.035% 82.43%      2.04s  1.78%  reflect.cvtBytesString
     0.04s 0.035% 82.47%      1.46s  1.27%  reflect.unsafe_New
     0.04s 0.035% 82.50%      0.70s  0.61%  runtime.funcspdelta
     0.04s 0.035% 82.54%      1.98s  1.73%  runtime.mcall
     0.04s 0.035% 82.57%      8.33s  7.27%  syscall.Lstat
     0.04s 0.035% 82.61%      4.26s  3.72%  syscall.Stat
     0.03s 0.026% 82.63%      7.51s  6.55%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
     0.03s 0.026% 82.66%      3.47s  3.03%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
     0.03s 0.026% 82.69%      0.92s   0.8%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*Container).Unmarshal
     0.03s 0.026% 82.71%      0.92s   0.8%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.toRuntimeAPIContainer
     0.03s 0.026% 82.74%      2.12s  1.85%  os.(*File).Read
     0.03s 0.026% 82.76%      0.86s  0.75%  os.(*file).close
     0.03s 0.026% 82.79%      9.04s  7.88%  os.Lstat
     0.03s 0.026% 82.82%      0.61s  0.53%  reflect.MakeSlice
     0.03s 0.026% 82.84%      2.86s  2.49%  reflect.mapassign
     0.03s 0.026% 82.87%      3.43s  2.99%  runtime.gcDrainN
     0.03s 0.026% 82.90%      1.71s  1.49%  runtime.hashGrow
     0.03s 0.026% 82.92%      0.84s  0.73%  runtime.notesleep
     0.02s 0.017% 82.94%      1.47s  1.28%  bufio.(*Scanner).Scan
     0.02s 0.017% 82.96%      2.12s  1.85%  bytes.(*Buffer).ReadFrom
     0.02s 0.017% 82.97%      3.78s  3.30%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
     0.02s 0.017% 82.99%      7.78s  6.79%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
     0.02s 0.017% 83.01%      6.41s  5.59%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
     0.02s 0.017% 83.03%      4.48s  3.91%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
     0.02s 0.017% 83.04%      0.79s  0.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*libcontainerAdapter).revertName
     0.02s 0.017% 83.06%      0.83s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).toKubeContainer
     0.02s 0.017% 83.08%      0.77s  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getContainerInfoFromAnnotations
     0.02s 0.017% 83.10%      0.79s  0.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.GetChainLines
     0.02s 0.017% 83.11%      2.32s  2.02%  io/ioutil.readAll
     0.02s 0.017% 83.13%      4.48s  3.91%  os.Stat
     0.02s 0.017% 83.15%      2.80s  2.44%  runtime.(*mcache).refill
     0.02s 0.017% 83.17%      1.45s  1.26%  runtime.gosweepone
     0.02s 0.017% 83.18%      1.28s  1.12%  runtime.gosweepone.func1
     0.02s 0.017% 83.20%      1.83s  1.60%  runtime.growWork
     0.02s 0.017% 83.22%      0.76s  0.66%  runtime.pcdatavalue
     0.02s 0.017% 83.24%      2.53s  2.21%  runtime.scang
     0.01s 0.0087% 83.24%      7.30s  6.37%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
     0.01s 0.0087% 83.25%      8.04s  7.01%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
     0.01s 0.0087% 83.26%      7.69s  6.71%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
     0.01s 0.0087% 83.27%      3.30s  2.88%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
     0.01s 0.0087% 83.28%      2.36s  2.06%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
     0.01s 0.0087% 83.29%      4.54s  3.96%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
     0.01s 0.0087% 83.30%      3.04s  2.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
     0.01s 0.0087% 83.31%      0.80s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*cgroupManagerImpl).CgroupName
     0.01s 0.0087% 83.31%     14.41s 12.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
     0.01s 0.0087% 83.32%     31.34s 27.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
     0.01s 0.0087% 83.33%     14.42s 12.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
     0.01s 0.0087% 83.34%      3.25s  2.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
     0.01s 0.0087% 83.35%      1.69s  1.47%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconcile
     0.01s 0.0087% 83.36%      1.72s  1.50%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconciliationLoopFunc.func1
     0.01s 0.0087% 83.37%      1.32s  1.15%  os.(*File).readdirnames
     0.01s 0.0087% 83.38%      4.61s  4.02%  os.OpenFile
     0.01s 0.0087% 83.38%      0.92s   0.8%  reflect.DeepEqual
     0.01s 0.0087% 83.39%      1.61s  1.40%  runtime.(*mcentral).grow
     0.01s 0.0087% 83.40%      2.46s  2.15%  runtime.(*mheap).alloc
     0.01s 0.0087% 83.41%      1.47s  1.28%  runtime.bgsweep
     0.01s 0.0087% 83.42%      0.99s  0.86%  runtime.futexsleep
     0.01s 0.0087% 83.43%      1.31s  1.14%  runtime.park_m
     0.01s 0.0087% 83.44%      1.37s  1.19%  runtime.scanstack.func1
     0.01s 0.0087% 83.45%      0.79s  0.69%  sort.quickSort_func
     0.01s 0.0087% 83.45%      4.19s  3.65%  syscall.Open
     0.01s 0.0087% 83.46%      4.18s  3.65%  syscall.openat
         0     0% 83.46%      1.01s  0.88%  bytes.makeSlice
         0     0% 83.46%     31.49s 27.47%  encoding/json.(*Decoder).Decode
         0     0% 83.46%      0.96s  0.84%  encoding/json.(*Decoder).refill
         0     0% 83.46%     25.48s 22.22%  encoding/json.(*decodeState).unmarshal
         0     0% 83.46%      0.60s  0.52%  encoding/json.Unmarshal
         0     0% 83.46%     31.34s 27.34%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 83.46%     31.32s 27.32%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 83.46%      1.95s  1.70%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Marshal
         0     0% 83.46%      4.04s  3.52%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 83.46%      4.04s  3.52%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 83.46%      7.30s  6.37%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 83.46%      5.18s  4.52%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 83.46%      3.88s  3.38%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 83.46%      3.67s  3.20%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
         0     0% 83.46%      3.85s  3.36%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 83.46%      7.43s  6.48%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 83.46%      0.63s  0.55%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.udpStatsFromProc
         0     0% 83.46%      3.67s  3.20%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 83.46%      7.30s  6.37%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 83.46%      7.52s  6.56%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 83.46%      7.68s  6.70%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 83.46%      7.30s  6.37%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 83.46%      7.30s  6.37%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 83.46%      7.30s  6.37%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 83.46%      2.71s  2.36%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 83.46%      0.63s  0.55%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 83.46%     37.72s 32.90%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 83.46%     37.71s 32.89%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 83.46%      2.63s  2.29%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 83.46%     37.73s 32.91%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 83.46%      1.95s  1.70%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Marshal
         0     0% 83.46%      4.04s  3.52%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 83.46%      4.68s  4.08%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 83.46%      4.68s  4.08%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 83.46%      1.95s  1.70%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Marshal
         0     0% 83.46%      4.04s  3.52%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 83.46%      4.49s  3.92%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 83.46%      0.60s  0.52%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Forever
         0     0% 83.46%     17.20s 15.00%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 83.46%     17.20s 15.00%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 83.46%      0.61s  0.53%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Poll
         0     0% 83.46%     17.04s 14.86%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 83.46%      0.61s  0.53%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.WaitFor
         0     0% 83.46%      0.61s  0.53%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.pollInternal
         0     0% 83.46%      9.68s  8.44%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 83.46%      1.60s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncPod)-fm
         0     0% 83.46%      7.78s  6.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 83.46%      9.66s  8.43%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 83.46%      9.68s  8.44%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 83.46%      9.68s  8.44%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 83.46%      9.68s  8.44%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 83.46%      1.60s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncPod
         0     0% 83.46%      1.61s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).UpdatePod.func1
         0     0% 83.46%      1.61s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop
         0     0% 83.46%      1.61s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop.func1
         0     0% 83.46%      0.58s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Marshal
         0     0% 83.46%      0.97s  0.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
         0     0% 83.46%      1.37s  1.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Marshal
         0     0% 83.46%      0.85s  0.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).MarshalTo
         0     0% 83.46%      1.27s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 83.46%      3.41s  2.97%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 83.46%     14.42s 12.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 83.46%     20.28s 17.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 83.46%      7.78s  6.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 83.46%      6.38s  5.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 83.46%      1.18s  1.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).Merge
         0     0% 83.46%      1.18s  1.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge
         0     0% 83.46%      1.18s  1.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge.func1
         0     0% 83.46%      0.68s  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.checkAndUpdatePod
         0     0% 83.46%      0.66s  0.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.podsDifferSemantically
         0     0% 83.46%      1.16s  1.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).GetPods
         0     0% 83.46%      1.16s  1.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).getPodsWithTimestamp
         0     0% 83.46%      1.16s  1.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).updateCache
         0     0% 83.46%      1.90s  1.66%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.containerToRuntimeAPISandbox
         0     0% 83.46%     31.36s 27.35%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 83.46%     31.36s 27.35%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 83.46%     20.28s 17.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 83.46%      7.95s  6.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 83.46%      7.95s  6.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 83.46%      7.94s  6.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 83.46%      1.27s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 83.46%      3.45s  3.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 83.46%      1.27s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 83.46%      1.27s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 83.46%      3.45s  3.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 83.46%      0.60s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getJSONObjectFromLabel
         0     0% 83.46%      1.27s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 83.46%      3.45s  3.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 83.46%      3.25s  2.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 83.46%      1.27s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 83.46%      3.44s  3.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 83.46%      7.91s  6.90%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 83.46%      7.91s  6.90%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 83.46%      0.59s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/status.(*manager).Start.func1
         0     0% 83.46%      0.80s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).WaitForAttachAndMount
         0     0% 83.46%      0.60s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).getUnmountedVolumes
         0     0% 83.46%      0.60s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).verifyVolumesMountedFunc.func1
