81.60s of 98.66s total (82.71%)
     0.12s  0.12% 79.36%      0.63s  0.64%  runtime.(*mspan).sweep
     0.11s  0.11% 79.47%      0.66s  0.67%  reflect.(*rtype).typeOff
     0.11s  0.11% 79.59%      0.91s  0.92%  runtime.writebarrierptr
     0.10s   0.1% 79.69%     21.76s 22.06%  encoding/json.(*decodeState).array
     0.10s   0.1% 79.79%      7.47s  7.57%  encoding/json.(*decodeState).literal
     0.10s   0.1% 79.89%      0.85s  0.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*Container).Unmarshal
     0.10s   0.1% 79.99%      1.24s  1.26%  reflect.New
     0.10s   0.1% 80.09%      0.98s  0.99%  reflect.deepValueEqual
     0.10s   0.1% 80.19%      0.51s  0.52%  runtime.selectgoImpl
     0.10s   0.1% 80.30%      0.76s  0.77%  runtime.writebarrierptr_prewrite1.func1
     0.09s 0.091% 80.39%      0.60s  0.61%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).MarshalTo
     0.09s 0.091% 80.48%      0.52s  0.53%  runtime.(*mheap).alloc_m
     0.08s 0.081% 80.56%     21.86s 22.16%  encoding/json.(*decodeState).value
     0.08s 0.081% 80.64%      0.58s  0.59%  reflect.Zero
     0.08s 0.081% 80.72%      1.15s  1.17%  runtime.findrunnable
     0.08s 0.081% 80.80%      2.54s  2.57%  runtime.newarray
     0.08s 0.081% 80.88%      1.15s  1.17%  syscall.BytePtrFromString
     0.07s 0.071% 80.95%      1.39s  1.41%  reflect.unsafe_New
     0.07s 0.071% 81.03%      1.13s  1.15%  runtime.scanframeworker
     0.06s 0.061% 81.09%      0.62s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/cache.(*actualStateOfWorld).GetMountedVolumesForPod
     0.06s 0.061% 81.15%      0.52s  0.53%  reflect.Value.Addr
     0.06s 0.061% 81.21%      1.31s  1.33%  reflect.makeString
     0.06s 0.061% 81.27%      0.55s  0.56%  reflect.resolveTypeOff
     0.06s 0.061% 81.33%      1.41s  1.43%  runtime.schedule
     0.06s 0.061% 81.39%      0.53s  0.54%  strings.Replace
     0.05s 0.051% 81.44%      4.53s  4.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
     0.05s 0.051% 81.49%      2.27s  2.30%  reflect.Value.Convert
     0.05s 0.051% 81.54%      2.91s  2.95%  runtime.gcDrainN
     0.05s 0.051% 81.59%      1.66s  1.68%  runtime.growWork
     0.04s 0.041% 81.63%      0.61s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getContainerInfoFromAnnotations
     0.04s 0.041% 81.67%      2.67s  2.71%  reflect.mapassign
     0.04s 0.041% 81.71%      0.60s  0.61%  runtime.pcdatavalue
     0.04s 0.041% 81.76%      2.19s  2.22%  runtime.scanstack
     0.03s  0.03% 81.79%      1.18s  1.20%  bufio.(*Scanner).Scan
     0.03s  0.03% 81.82%      1.72s  1.74%  bytes.(*Buffer).ReadFrom
     0.03s  0.03% 81.85%      0.55s  0.56%  encoding/json.cachedTypeFields
     0.03s  0.03% 81.88%      6.23s  6.31%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
     0.03s  0.03% 81.91%      0.61s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*libcontainerAdapter).revertName
     0.03s  0.03% 81.94%      5.80s  5.88%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
     0.03s  0.03% 81.97%      9.09s  9.21%  os.(*File).readdir
     0.03s  0.03% 82.00%      0.68s  0.69%  os.(*file).close
     0.03s  0.03% 82.03%      1.23s  1.25%  path.Join
     0.03s  0.03% 82.06%      1.94s  1.97%  reflect.cvtBytesString
     0.03s  0.03% 82.09%      2.23s  2.26%  runtime.(*mcache).refill
     0.03s  0.03% 82.12%      1.45s  1.47%  runtime.hashGrow
     0.03s  0.03% 82.15%      0.56s  0.57%  strings.Join
     0.02s  0.02% 82.17%      6.18s  6.26%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
     0.02s  0.02% 82.19%      0.69s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.GetChainLines
     0.02s  0.02% 82.21%      5.36s  5.43%  io/ioutil.ReadFile
     0.02s  0.02% 82.23%      1.68s  1.70%  os.(*File).Read
     0.02s  0.02% 82.25%      7.53s  7.63%  os.Lstat
     0.02s  0.02% 82.27%      0.70s  0.71%  reflect.MakeSlice
     0.02s  0.02% 82.29%      2.82s  2.86%  runtime.(*mcache).nextFree
     0.02s  0.02% 82.31%      1.03s  1.04%  runtime.concatstring3
     0.02s  0.02% 82.33%      0.57s  0.58%  runtime.funcspdelta
     0.02s  0.02% 82.35%      1.15s  1.17%  runtime.gosweepone
     0.02s  0.02% 82.37%      2.27s  2.30%  runtime.scang
     0.02s  0.02% 82.39%      0.52s  0.53%  strings.Split
     0.01s  0.01% 82.40%      5.82s  5.90%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
     0.01s  0.01% 82.41%      3.06s  3.10%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
     0.01s  0.01% 82.42%      2.86s  2.90%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
     0.01s  0.01% 82.43%      6.36s  6.45%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
     0.01s  0.01% 82.44%      6.43s  6.52%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
     0.01s  0.01% 82.45%      3.67s  3.72%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
     0.01s  0.01% 82.47%      0.56s  0.57%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
     0.01s  0.01% 82.48%      2.78s  2.82%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
     0.01s  0.01% 82.49%         2s  2.03%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
     0.01s  0.01% 82.50%      1.48s  1.50%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge.func1
     0.01s  0.01% 82.51%     17.33s 17.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
     0.01s  0.01% 82.52%      2.55s  2.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
     0.01s  0.01% 82.53%      1.12s  1.14%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
     0.01s  0.01% 82.54%      0.62s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).toKubeContainer
     0.01s  0.01% 82.55%      2.38s  2.41%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
     0.01s  0.01% 82.56%      2.53s  2.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
     0.01s  0.01% 82.57%      0.59s   0.6%  os.(*File).Close
     0.01s  0.01% 82.58%      1.66s  1.68%  os.(*File).read
     0.01s  0.01% 82.59%      3.43s  3.48%  os.Open
     0.01s  0.01% 82.60%      3.43s  3.48%  os.OpenFile
     0.01s  0.01% 82.61%      1.04s  1.05%  reflect.DeepEqual
     0.01s  0.01% 82.62%      0.53s  0.54%  runtime.(*mheap).alloc.func1
     0.01s  0.01% 82.63%      0.52s  0.53%  runtime.callers
     0.01s  0.01% 82.64%      2.96s  3.00%  runtime.gcAssistAlloc
     0.01s  0.01% 82.65%     21.49s 21.78%  runtime.gcBgMarkWorker
     0.01s  0.01% 82.66%      1.53s  1.55%  runtime.mcall
     0.01s  0.01% 82.67%      0.55s  0.56%  runtime.notesleep
     0.01s  0.01% 82.68%      1.14s  1.16%  runtime.scanstack.func1
     0.01s  0.01% 82.69%      0.55s  0.56%  sort.quickSort_func
     0.01s  0.01% 82.70%      6.98s  7.07%  syscall.Lstat
     0.01s  0.01% 82.71%      3.88s  3.93%  syscall.Stat
         0     0% 82.71%      0.83s  0.84%  bytes.makeSlice
         0     0% 82.71%     27.27s 27.64%  encoding/json.(*Decoder).Decode
         0     0% 82.71%      1.17s  1.19%  encoding/json.(*Decoder).refill
         0     0% 82.71%     21.87s 22.17%  encoding/json.(*decodeState).unmarshal
         0     0% 82.71%     27.01s 27.38%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 82.71%        27s 27.37%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 82.71%      1.65s  1.67%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Marshal
         0     0% 82.71%      3.04s  3.08%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 82.71%      3.04s  3.08%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 82.71%      5.82s  5.90%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 82.71%      4.08s  4.14%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 82.71%      3.16s  3.20%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 82.71%      6.17s  6.25%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 82.71%      0.50s  0.51%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.udpStatsFromProc
         0     0% 82.71%      3.13s  3.17%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 82.71%      3.37s  3.42%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 82.71%      5.82s  5.90%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 82.71%      6.64s  6.73%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 82.71%      6.36s  6.45%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 82.71%      6.22s  6.30%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 82.71%      5.83s  5.91%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 82.71%      5.83s  5.91%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 82.71%      5.83s  5.91%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 82.71%      2.49s  2.52%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 82.71%      0.52s  0.53%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups.PathExists
         0     0% 82.71%      0.57s  0.58%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 82.71%      0.51s  0.52%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 82.71%      5.40s  5.47%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 82.71%      2.98s  3.02%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 82.71%     32.56s 33.00%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 82.71%     32.56s 33.00%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 82.71%      2.24s  2.27%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 82.71%     32.56s 33.00%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 82.71%      1.66s  1.68%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Marshal
         0     0% 82.71%      3.05s  3.09%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 82.71%      3.63s  3.68%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 82.71%      3.63s  3.68%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 82.71%      1.66s  1.68%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Marshal
         0     0% 82.71%      3.05s  3.09%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 82.71%      3.51s  3.56%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 82.71%      3.52s  3.57%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 82.71%      0.50s  0.51%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Forever
         0     0% 82.71%     14.74s 14.94%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 82.71%     14.72s 14.92%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 82.71%      0.54s  0.55%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Poll
         0     0% 82.71%     14.70s 14.90%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 82.71%      0.54s  0.55%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.WaitFor
         0     0% 82.71%      0.54s  0.55%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.pollInternal
         0     0% 82.71%      8.57s  8.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 82.71%      1.44s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncPod)-fm
         0     0% 82.71%      6.43s  6.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 82.71%      8.53s  8.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 82.71%      8.57s  8.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 82.71%      8.57s  8.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 82.71%      8.56s  8.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 82.71%      1.44s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncPod
         0     0% 82.71%      1.44s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).UpdatePod.func1
         0     0% 82.71%      1.44s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop
         0     0% 82.71%      1.44s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop.func1
         0     0% 82.71%      0.87s  0.88%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
         0     0% 82.71%      1.22s  1.24%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Marshal
         0     0% 82.71%      0.85s  0.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).MarshalTo
         0     0% 82.71%      2.15s  2.18%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
         0     0% 82.71%      1.08s  1.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 82.71%      2.50s  2.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 82.71%     12.55s 12.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 82.71%     17.33s 17.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 82.71%      6.43s  6.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 82.71%      0.61s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*cgroupManagerImpl).CgroupName
         0     0% 82.71%      1.48s  1.50%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).Merge
         0     0% 82.71%      1.48s  1.50%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge
         0     0% 82.71%      0.96s  0.97%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.checkAndUpdatePod
         0     0% 82.71%      0.92s  0.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.podsDifferSemantically
         0     0% 82.71%      0.93s  0.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).GetPods
         0     0% 82.71%      0.93s  0.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).getPodsWithTimestamp
         0     0% 82.71%      0.93s  0.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).updateCache
         0     0% 82.71%     12.55s 12.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 82.71%      1.85s  1.88%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.containerToRuntimeAPISandbox
         0     0% 82.71%      0.61s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.toRuntimeAPIContainer
         0     0% 82.71%     27.02s 27.39%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 82.71%     27.01s 27.38%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 82.71%     27.02s 27.39%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 82.71%     12.55s 12.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 82.71%     17.33s 17.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 82.71%      6.53s  6.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 82.71%      6.53s  6.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 82.71%      6.53s  6.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 82.71%      1.11s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 82.71%      1.11s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 82.71%      2.55s  2.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 82.71%      1.11s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 82.71%      2.54s  2.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 82.71%      2.38s  2.41%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 82.71%      1.10s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 82.71%      6.53s  6.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 82.71%      6.53s  6.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 82.71%      0.50s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/status.(*manager).Start.func1
         0     0% 82.71%      0.63s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).WaitForAttachAndMount
         0     0% 82.71%      0.52s  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).getUnmountedVolumes
         0     0% 82.71%      0.52s  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).verifyVolumesMountedFunc.func1
