timestamp_ms,fault_sec,majflt_sec,page_swaps_in_sec,page_swaps_out_sec,pgfree_sec,pgpgin_sec,pgpgout_sec,pgscand_sec,pgscank_sec,pgsteal_sec,vmeff_pct
1505943745000,48971.72,0.28,0.00,0.00,30242.96,284.58,1962.16,0.00,0.00,0.00,0.00
1505943845000,24757.20,0.00,0.00,0.00,22367.13,26.46,1883.65,0.00,0.00,0.00,0.00
1505943945000,56595.30,0.00,0.00,0.00,49005.50,2560.00,8480.39,0.00,0.00,0.00,0.00
1505944045000,54291.96,0.00,0.00,0.00,48224.76,2186.52,7836.08,0.00,0.00,0.00,0.00
1505944145000,61770.08,0.00,0.00,0.00,54645.90,2833.57,9571.04,0.00,0.00,0.00,0.00
1505944245000,60889.11,0.00,0.00,0.00,55015.89,2584.38,9129.94,0.00,0.00,0.00,0.00
1505944345000,67516.61,0.00,0.00,0.00,57031.56,2884.54,9442.49,0.00,0.00,0.00,0.00
1505944445000,56290.72,0.00,0.00,0.00,49073.98,1890.52,7007.16,0.00,0.00,0.00,0.00
1505944545000,56685.79,0.00,0.00,0.00,51654.40,2040.75,7405.50,0.00,0.00,0.00,0.00
1505944645000,25780.01,0.00,0.00,0.00,23632.19,31.18,2875.46,0.00,0.00,0.00,0.00
1505944745000,34658.17,0.00,0.00,0.00,32038.95,31.19,2916.77,0.00,0.00,0.00,0.00
1505944845000,32844.89,0.00,0.00,0.00,32876.14,27.13,2885.53,0.00,0.00,0.00,0.00
1505944945000,24145.52,0.05,0.00,0.00,22336.91,572.30,4032.80,0.00,0.00,0.00,0.00
1505945045000,60052.79,0.00,0.00,0.00,59768.04,2057.03,8386.69,0.00,0.00,0.00,0.00
1505945145000,57096.76,0.00,0.00,0.00,56866.22,2014.80,8340.21,0.00,0.00,0.00,0.00
1505945245000,58431.03,0.00,0.00,0.00,60383.91,1814.42,7970.75,0.00,0.00,0.00,0.00
1505945345000,64464.17,0.00,0.00,0.00,62693.74,2462.92,9623.10,0.00,0.00,0.00,0.00
1505945445000,70845.98,0.00,0.00,0.00,68221.62,2477.02,9127.95,0.00,0.00,0.00,0.00
1505945545000,69768.66,0.00,0.00,0.00,63265.16,2763.42,9897.46,0.00,0.00,0.00,0.00
1505945645000,65455.50,0.00,0.00,0.00,63321.34,2098.20,8410.16,0.00,0.00,0.00,0.00
1505945745000,55782.01,0.00,0.00,0.00,53523.30,1748.55,7577.40,0.00,0.00,0.00,0.00
1505945845000,36408.77,0.00,0.00,0.00,34985.67,328.28,4413.77,0.00,0.00,0.00,0.00
1505945945000,36815.11,0.00,0.00,0.00,34650.67,25.92,3748.65,0.00,0.00,0.00,0.00
1505946045000,39960.22,0.00,0.00,0.00,38961.48,23.90,3772.34,0.00,0.00,0.00,0.00
1505946145000,38823.85,0.00,0.00,0.00,39711.67,22.68,3812.45,0.00,0.00,0.00,0.00
1505946245000,30000.07,0.00,0.00,0.00,26629.50,17.68,3844.54,0.00,0.00,0.00,0.00
1505946345000,6085.36,0.00,0.00,0.00,5125.76,0.00,3386.87,0.00,0.00,0.00,0.00
1505946445000,47507.62,0.00,0.00,0.00,54306.29,1686.06,7986.64,0.00,0.00,0.00,0.00
1505946545000,70829.75,0.00,0.00,0.00,76581.27,2197.29,9749.57,0.00,0.00,0.00,0.00
1505946645000,62491.29,0.00,0.00,0.00,69058.86,2007.94,9399.31,0.00,0.00,0.00,0.00
1505946745000,73971.48,0.09,0.00,0.00,78613.39,2301.25,10018.35,0.00,0.00,0.00,0.00
1505946845000,67249.60,0.00,0.00,0.00,72908.20,1790.36,8672.88,0.00,0.00,0.00,0.00
1505946945000,63008.01,0.00,0.00,0.00,62425.94,1711.04,8244.37,0.00,0.00,0.00,0.00
1505947045000,62269.00,0.00,0.00,0.00,59119.99,2059.64,9032.31,0.00,0.00,0.00,0.00
1505947145000,59785.31,0.00,0.00,0.00,63117.76,1830.62,8607.48,0.00,0.00,0.00,0.00
1505947245000,72188.75,0.00,0.00,0.00,73839.55,1759.07,8483.70,0.00,0.00,0.00,0.00
1505947345000,59922.59,0.00,0.00,0.00,61076.49,1789.06,8644.48,0.00,0.00,0.00,0.00
1505947445000,45202.11,0.00,0.00,0.00,44495.72,490.97,5812.01,0.00,0.00,0.00,0.00
1505947545000,47639.46,0.00,0.00,0.00,48151.18,23.22,4605.95,0.00,0.00,0.00,0.00
1505947645000,46119.00,0.00,0.00,0.00,47640.85,18.90,4641.57,0.00,0.00,0.00,0.00
1505947745000,50503.80,0.00,0.00,0.00,51290.19,20.25,4804.64,0.00,0.00,0.00,0.00
1505947845000,43126.06,0.00,0.00,0.00,44166.85,20.12,4809.00,0.00,0.00,0.00,0.00
1505947945000,43732.84,0.00,0.00,0.00,45701.86,15.79,4875.95,0.00,0.00,0.00,0.00
1505948045000,49047.60,0.00,0.00,0.00,47383.48,817.84,6926.18,0.00,0.00,0.00,0.00
1505948145000,22768.35,0.00,0.00,0.00,19581.46,3.24,4755.15,0.00,0.00,0.00,0.00
1505948245000,6474.48,0.00,0.00,0.00,6032.09,0.00,4371.03,0.00,0.00,0.00,0.00
1505948345000,6020.93,0.00,0.00,0.00,5524.13,0.00,4418.32,0.00,0.00,0.00,0.00
