timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15
1505943345000,4.25,5.01,4.16,4.34,4.02,3.05,3.92,2.84,6.84,7.88,3.26,3.58,3.34,2.76,3.84,3.02
1505943445000,4.17,5.19,5.1,4.7,3.3,3.44,3.31,3.29,7.85,9.27,3.24,3.83,4.21,3.28,3.35,3.85
1505943545000,4.23,4.65,4.46,4,3.78,3.22,3.71,3.58,7.92,8.96,3.46,3.5,3.64,2.53,4.79,3.91
1505943645000,2.28,2.83,4.02,3.59,2.86,2.81,2.89,1.68,3.84,4.63,2.36,2.51,3.01,2.55,1.9,2.89
1505943745000,3.89,3.7,3.88,3.27,3.12,3.2,3.85,3.33,5.32,6.57,3.09,4.19,4.76,2.66,2.84,5.48
1505943845000,2.83,6.18,4.62,3.58,2.18,3.02,3.12,2.53,5.14,7.4,2.66,5.67,2.91,2.45,2.56,2.21
1505943945000,8.15,10.96,13.32,9.25,9.9,11.51,6.95,8.01,15.12,18.05,8.56,6.77,8.32,8.69,7.32,7.33
1505944045000,6.19,9.58,6.44,6.76,5.66,6.15,5.52,5.71,10.03,13.11,4.65,6.22,6.99,5.09,7.51,6.92
1505944145000,8.36,10.15,9.13,8.15,8.57,6.44,8.17,7.13,13.5,15.09,7.91,9.78,8.26,6.89,7.33,7.79
1505944245000,8.42,7.99,8.93,9.77,8.64,7.18,6.67,7.52,12.87,13.27,8.18,10.22,8.59,6.6,8.14,6.98
1505944345000,8.03,11.65,9.55,8.77,7.85,7.95,8.09,6.78,12.73,15.8,8.92,8.62,7.55,6.81,8.47,8.89
1505944445000,9.08,14.14,9.22,9.58,9.48,11.73,8.45,7.56,12.89,15.55,7.28,9.53,7.59,7.16,8.11,7.59
1505944545000,8.11,10.72,8.32,10.59,7.2,6.82,8.15,9.09,11.57,14.29,9.59,9.54,7.23,6.72,8.51,8.39
1505944645000,3.67,6.38,5.38,5.09,4.54,4.35,5.28,3.76,5.64,9.33,4.81,6.12,4.91,4.35,5.57,3.99
1505944745000,3.68,7.61,5.58,3.52,5.74,6.28,4.93,7.06,6.46,9.77,6.32,6.15,4.12,5.4,3.25,7.73
1505944845000,3.2,8.05,6.13,4.99,5.93,4.63,4.13,4.49,7.03,11.25,8.66,6.22,6.37,6.71,4.15,5.1
1505944945000,4.73,5.97,7.3,6.17,5.18,3.98,5.41,7.53,8.06,8.48,10.13,5.68,5.1,5.07,4.09,5.87
1505945045000,11.61,13.6,14.68,14.04,16.03,13.07,13.56,12.39,16.04,21.56,10.49,11.64,10.26,12.06,12.34,11.37
1505945145000,13.12,14,13.17,12.07,13.71,13.74,12.09,11.2,17.94,18.46,11.59,11.54,10.2,13.19,11.72,11.62
1505945245000,9.12,13.44,12.43,10.42,9.42,9.07,12,9.65,16.36,16.93,9.38,10.32,8.41,9.05,11.46,13.49
1505945345000,11.16,14,13.38,12.13,11.44,14.02,15.01,11.58,15.67,19.8,13.24,10.47,11.18,11.28,13.61,12.01
1505945445000,11.25,15.17,14.15,13.88,15.07,12.61,12.99,13.79,17.28,22.31,13.62,14.59,11.98,11.71,14.33,13.06
1505945545000,14.02,15,19.23,15.09,17.79,14.96,21.73,13.15,21.22,20.98,15.42,13.46,13,12.31,15.95,13.03
1505945645000,12.19,12.2,13.65,13.85,13.69,12.47,10.81,12.56,18.68,16.64,11.88,12.79,10.39,11.67,10.65,12.83
1505945745000,13.28,12.38,10.78,10.82,12.37,10.28,11.75,9.46,17.8,15.78,11.9,9.01,9.25,10.48,11.73,12.79
1505945845000,8.41,9.6,6.5,6.41,7.41,8.37,7.98,5.89,12.7,15.94,7.26,8.62,6.74,7.07,9.24,7.53
1505945945000,4.3,9.53,6.88,9.06,7.08,9.24,9.34,6.96,9.43,12.52,6.47,9.76,7.11,4.45,8.99,9.14
1505946045000,5.09,10.64,10.53,9.4,9.2,8.77,7.09,6.73,10.02,12.44,11.94,6.07,8.94,9.35,6.92,8.64
1505946145000,5.65,10.1,8.95,7.25,7.79,7.79,8.4,9.39,9.71,16.75,10.83,9.49,8.24,7.59,6.3,16.6
1505946245000,7.32,13.6,7.16,4.71,7.94,7.64,9.13,7.14,11.75,18.61,8.65,8.15,7.2,6.76,5.89,7.82
1505946345000,1.79,3.63,2.57,2.4,2.05,3.44,2.08,1.74,2.26,3.53,3.27,2.45,3.2,0.92,2.55,3
1505946445000,11.97,12.66,13.23,12.32,14.7,14.85,13.82,12.67,15.95,17.44,11.95,12.02,14.79,15.2,13.71,14.12
1505946545000,13.74,14.47,13.88,15.4,12.87,13,14.82,13.81,22.69,14.92,15.86,18.22,11.92,13.7,14.05,13.81
1505946645000,19.88,20.79,19.22,21.46,20.27,19.7,20.79,19.04,29.56,24.22,19.46,19.56,18.44,16.42,18.76,18.09
1505946745000,17.74,18.99,18.9,18.7,22.37,19.17,17.74,25.67,27.99,21.92,17.98,17.23,20.15,12.84,15.41,20
1505946845000,15.15,15.81,16.91,14.65,15.03,17.24,17.44,14.62,20.67,21.84,16.12,14.51,16.05,14.48,11.62,16.24
1505946945000,13.72,16.65,18.89,15.71,20.72,14.78,17.1,14.8,20.82,19.88,13.4,18.42,15,15.89,15.43,15.91
1505947045000,20.18,20.69,21.35,19.82,21.8,22.28,27.9,18.59,24.21,22.7,20.93,19.74,18.52,19.6,18.42,17.97
1505947145000,18.42,20.49,18.12,18.12,23.77,19.71,22.54,23.44,26.25,24.08,19.58,16.1,21.8,16.05,18.05,20.72
1505947245000,12.3,12.74,13.58,17.34,19.26,13.52,19.63,11.92,20.11,19.52,12.81,17.16,13.8,12.07,15.45,13.94
1505947345000,12.93,15.3,18.7,10.7,19.35,15.58,19.43,17.37,19.68,19.71,23.32,12.92,14.2,11.31,14.84,20.03
1505947445000,5.27,8.81,9.48,9.54,11.95,9.09,13.08,7.59,10.52,14.28,13.12,12.19,13.14,9.17,11.72,10.65
1505947545000,5.95,12.01,8.58,11.58,10.84,10.18,13,6.61,15.3,18.81,10.96,11.91,9,8.22,10.48,8.3
1505947645000,8.88,10.58,7.97,7.55,9.81,11.41,10.99,8.79,14.02,19.12,12.47,7.09,12.44,10.89,8.64,11.85
1505947745000,5.9,12.99,11.28,8.55,7.43,6.86,11.08,8.78,17.43,17.17,15.96,8.22,9.25,9.18,7.02,12.61
1505947845000,5.47,11.48,8.86,7.72,12.8,9.18,11.48,8.31,11.39,19.25,14.02,11.05,11.91,9.47,10.08,7.85
1505947945000,7.31,8.63,10.14,10.37,12.41,7.39,7.25,18.22,14.63,13.76,15.76,10.54,12.79,12.79,8.6,27.31
1505948045000,10.63,16.19,13.39,13.73,16.54,13.78,14.16,16.33,18.46,20.4,14.6,15.02,14.21,12.54,11.53,13.68
1505948145000,4.56,7.5,6.77,10.27,9.76,6.86,6.89,6.23,10.04,13,6.72,8.27,6.65,7.47,7.01,7.59
1505948245000,2.18,1.82,2.21,2.1,3.22,3.51,1.89,3.8,5.07,4.98,4.98,1.61,1.23,1.69,1.63,2.08
1505948345000,1.43,1.58,1.6,2.18,2.44,2.66,3.61,4.83,3.05,3.86,2.76,3.64,1.42,2.44,1.2,1.52
