278.62MB of 291.53MB total (95.57%)
         0     0% 95.57%     1.52MB  0.52%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.NewReflector
         0     0% 95.57%     1.52MB  0.52%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.newReflectorMetrics
         0     0% 95.57%     2.54MB  0.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kube-proxy/app.init
         0     0% 95.57%     1.80MB  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.init
         0     0% 95.57%     1.53MB  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewKubectlCommand
         0     0% 95.57%     2.04MB   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 95.57%     2.04MB   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 95.57%     2.04MB   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
         0     0% 95.57%     1.54MB  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
         0     0% 95.57%     2.04MB   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 95.57%     2.04MB   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 95.57%     3.19MB  1.10%  io.Copy
         0     0% 95.57%     3.19MB  1.10%  io.copyBuffer
         0     0% 95.57%     9.57MB  3.28%  main.init
         0     0% 95.57%     3.53MB  1.21%  main.main
         0     0% 95.57%     1.58MB  0.54%  net/http.(*Transport).dialConn.func3
         0     0% 95.57%     2.04MB   0.7%  os/exec.(*Cmd).Start.func1
         0     0% 95.57%     2.04MB   0.7%  os/exec.(*Cmd).writerDescriptor.func1
         0     0% 95.57%     1.55MB  0.53%  regexp.(*Regexp).doExecute
         0     0% 95.57%     1.55MB  0.53%  regexp.(*machine).backtrack
         0     0% 95.57%   289.53MB 99.31%  runtime.goexit
         0     0% 95.57%    13.10MB  4.49%  runtime.main
         0     0% 95.57%     1.50MB  0.51%  runtime.mstart
         0     0% 95.57%       71MB 24.35%  runtime.slicebytetostring
         0     0% 95.57%     1.50MB  0.51%  runtime.systemstack
         0     0% 95.57%     1.58MB  0.54%  sync.(*Once).Do
