210.54MB of 221.54MB total (95.04%)
         0     0% 95.04%     2.31MB  1.04%  io.Copy
         0     0% 95.04%     2.31MB  1.04%  io.copyBuffer
         0     0% 95.04%     9.57MB  4.32%  main.init
         0     0% 95.04%     3.53MB  1.59%  main.main
         0     0% 95.04%     1.58MB  0.71%  net/http.(*Transport).dialConn.func3
         0     0% 95.04%     1.16MB  0.52%  os/exec.(*Cmd).Start.func1
         0     0% 95.04%     1.16MB  0.52%  os/exec.(*Cmd).writerDescriptor.func1
         0     0% 95.04%     1.55MB   0.7%  regexp.(*Regexp).doExecute
         0     0% 95.04%     1.55MB   0.7%  regexp.(*machine).backtrack
         0     0% 95.04%   219.54MB 99.10%  runtime.goexit
         0     0% 95.04%    13.10MB  5.91%  runtime.main
         0     0% 95.04%     1.50MB  0.68%  runtime.mstart
         0     0% 95.04%       50MB 22.57%  runtime.slicebytetostring
         0     0% 95.04%     1.50MB  0.68%  runtime.systemstack
         0     0% 95.04%     1.58MB  0.71%  sync.(*Once).Do
