4.10s of 4.88s total (84.02%)
     0.01s   0.2% 77.05%      0.04s  0.82%  github.com/openshift/origin/vendor/github.com/aws/aws-sdk-go/aws/ec2metadata.(*EC2Metadata).GetMetadata
     0.01s   0.2% 77.25%      0.47s  9.63%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
     0.01s   0.2% 77.46%      0.09s  1.84%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
     0.01s   0.2% 77.66%      0.90s 18.44%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
     0.01s   0.2% 77.87%      0.66s 13.52%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
     0.01s   0.2% 78.07%      0.04s  0.82%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamKeyValue
     0.01s   0.2% 78.28%      0.79s 16.19%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
     0.01s   0.2% 78.48%      0.04s  0.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
     0.01s   0.2% 78.69%      0.14s  2.87%  net.(*netFD).Write
     0.01s   0.2% 78.89%      0.08s  1.64%  os.(*File).Close
     0.01s   0.2% 79.10%      0.17s  3.48%  os.(*File).Read
     0.01s   0.2% 79.30%      0.08s  1.64%  os.(*File).readdirnames
     0.01s   0.2% 79.51%      0.46s  9.43%  os.OpenFile
     0.01s   0.2% 79.71%      0.30s  6.15%  os.Stat
     0.01s   0.2% 79.92%      0.03s  0.61%  os.fillFileStatFromSys
     0.01s   0.2% 80.12%      0.04s  0.82%  reflect.Value.Convert
     0.01s   0.2% 80.33%      0.17s  3.48%  runtime.(*mcache).refill
     0.01s   0.2% 80.53%      0.13s  2.66%  runtime.(*mcentral).grow
     0.01s   0.2% 80.74%      0.06s  1.23%  runtime.(*mheap).alloc_m
     0.01s   0.2% 80.94%      0.03s  0.61%  runtime.(*mspan).nextFreeIndex
     0.01s   0.2% 81.15%      0.04s  0.82%  runtime.(*mspan).sweep
     0.01s   0.2% 81.35%      0.03s  0.61%  runtime.SetFinalizer
     0.01s   0.2% 81.56%      0.10s  2.05%  runtime.funcspdelta
     0.01s   0.2% 81.76%      0.05s  1.02%  runtime.gosweepone
     0.01s   0.2% 81.97%      0.19s  3.89%  runtime.newobject
     0.01s   0.2% 82.17%      0.03s  0.61%  runtime.reentersyscall
     0.01s   0.2% 82.38%      0.13s  2.66%  runtime.schedule
     0.01s   0.2% 82.58%      0.09s  1.84%  runtime.slicebytetostring
     0.01s   0.2% 82.79%      0.05s  1.02%  runtime.sweepone
     0.01s   0.2% 82.99%      1.10s 22.54%  runtime.systemstack
     0.01s   0.2% 83.20%      0.05s  1.02%  strings.FieldsFunc
     0.01s   0.2% 83.40%      0.07s  1.43%  syscall.Fstat
     0.01s   0.2% 83.61%      0.41s  8.40%  syscall.Lstat
     0.01s   0.2% 83.81%      0.29s  5.94%  syscall.Stat
     0.01s   0.2% 84.02%      0.42s  8.61%  syscall.openat
         0     0% 84.02%      0.14s  2.87%  bufio.(*Writer).Flush
         0     0% 84.02%      0.14s  2.87%  bytes.(*Buffer).ReadFrom
         0     0% 84.02%      0.03s  0.61%  bytes.makeSlice
         0     0% 84.02%      0.07s  1.43%  crypto/rsa.(*PrivateKey).Sign
         0     0% 84.02%      0.07s  1.43%  crypto/rsa.SignPKCS1v15
         0     0% 84.02%      0.07s  1.43%  crypto/rsa.decrypt
         0     0% 84.02%      0.07s  1.43%  crypto/rsa.decryptAndCheck
         0     0% 84.02%      0.11s  2.25%  crypto/tls.(*Conn).Handshake
         0     0% 84.02%      0.09s  1.84%  crypto/tls.(*Conn).serverHandshake
         0     0% 84.02%      0.07s  1.43%  crypto/tls.(*ecdheKeyAgreement).generateServerKeyExchange
         0     0% 84.02%      0.09s  1.84%  crypto/tls.(*serverHandshakeState).doFullHandshake
         0     0% 84.02%      0.52s 10.66%  encoding/json.(*Decoder).Decode
         0     0% 84.02%      0.08s  1.64%  encoding/json.(*Decoder).refill
         0     0% 84.02%      0.26s  5.33%  encoding/json.(*decodeState).array
         0     0% 84.02%      0.04s  0.82%  encoding/json.(*decodeState).literalStore
         0     0% 84.02%      0.03s  0.61%  encoding/json.(*decodeState).objectInterface
         0     0% 84.02%      0.33s  6.76%  encoding/json.(*decodeState).unmarshal
         0     0% 84.02%      0.03s  0.61%  encoding/json.(*decodeState).valueInterface
         0     0% 84.02%      0.05s  1.02%  encoding/json.(*encodeState).marshal
         0     0% 84.02%      0.04s  0.82%  encoding/json.(*encodeState).reflectValue
         0     0% 84.02%      0.03s  0.61%  encoding/json.(*mapEncoder).(encoding/json.encode)-fm
         0     0% 84.02%      0.03s  0.61%  encoding/json.(*mapEncoder).encode
         0     0% 84.02%      0.05s  1.02%  encoding/json.Marshal
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).InspectContainer
         0     0% 84.02%      0.47s  9.63%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListImages
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerInspect
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ImageList
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ServerVersion
         0     0% 84.02%      0.09s  1.84%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 84.02%      0.09s  1.84%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 84.02%      0.03s  0.61%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.(*notifyingReader).Read
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do
         0     0% 84.02%      0.07s  1.43%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/github.com/docker/engine-api/types/filters.ToParamWithVersion
         0     0% 84.02%      0.46s  9.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 84.02%      0.31s  6.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 84.02%      0.31s  6.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 84.02%      0.31s  6.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 84.02%      0.22s  4.51%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 84.02%      0.07s  1.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 84.02%      0.94s 19.26%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 84.02%      0.03s  0.61%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.udpStatsFromProc
         0     0% 84.02%      0.45s  9.22%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 84.02%      0.88s 18.03%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 84.02%      0.31s  6.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/github.com/google/cadvisor/info/v1.(*ContainerStats).StatsEq
         0     0% 84.02%      0.45s  9.22%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 84.02%      1.01s 20.70%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 84.02%      0.95s 19.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).nextHousekeeping
         0     0% 84.02%      0.46s  9.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 84.02%      0.95s 19.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 84.02%      0.48s  9.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).Start
         0     0% 84.02%      0.32s  6.56%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 84.02%      0.31s  6.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 84.02%      0.27s  5.53%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 84.02%      0.03s  0.61%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).watchForNewContainers
         0     0% 84.02%      0.20s  4.10%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 84.02%      0.13s  2.66%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 84.02%      0.07s  1.43%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 84.02%      0.13s  2.66%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
         0     0% 84.02%      0.52s 10.66%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 84.02%      0.51s 10.45%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
         0     0% 84.02%      0.11s  2.25%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 84.02%      0.03s  0.61%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).ReadFrame
         0     0% 84.02%      0.79s 16.19%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 84.02%      0.10s  2.05%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 84.02%      0.79s 16.19%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 84.02%      0.14s  2.87%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 84.02%      0.14s  2.87%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 84.02%      0.04s  0.82%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*framer).writeHeaders
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).NewStream
         0     0% 84.02%      0.08s  1.64%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).Write
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).WriteHeader
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).writeHeaders
         0     0% 84.02%      0.04s  0.82%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/json.Unmarshal
         0     0% 84.02%      0.04s  0.82%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/strategicpatch.CreateTwoWayMergePatch
         0     0% 84.02%      0.77s 15.78%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 84.02%      0.77s 15.78%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 84.02%      0.77s 15.78%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 84.02%      0.46s  9.43%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 84.02%      0.04s  0.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/cloudprovider/providers/aws.(*Cloud).NodeAddresses
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.initializeRuntimeDependentModules)-fm
         0     0% 84.02%      0.04s  0.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.setNodeAddress)-fm
         0     0% 84.02%      0.03s  0.61%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.setNodeStatusInfo)-fm
         0     0% 84.02%      0.14s  2.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncNodeStatus)-fm
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.updateRuntimeUp)-fm
         0     0% 84.02%      0.48s  9.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 84.02%      0.45s  9.22%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 84.02%      0.46s  9.43%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 84.02%      0.03s  0.61%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).defaultNodeStatusFuncs.func1.1
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).initializeRuntimeDependentModules
         0     0% 84.02%      0.04s  0.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).setNodeAddress
         0     0% 84.02%      0.07s  1.43%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).setNodeStatus
         0     0% 84.02%      0.03s  0.61%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).setNodeStatusInfo
         0     0% 84.02%      0.46s  9.43%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 84.02%      0.46s  9.43%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 84.02%      0.14s  2.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncNodeStatus
         0     0% 84.02%      0.14s  2.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).tryUpdateNodeStatus
         0     0% 84.02%      0.14s  2.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).updateNodeStatus
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).updateRuntimeUp
         0     0% 84.02%      0.09s  1.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 84.02%      0.04s  0.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._ImageService_ListImages_Handler
         0     0% 84.02%      0.28s  5.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 84.02%      0.26s  5.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 84.02%      0.48s  9.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).Start
         0     0% 84.02%      0.37s  7.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 84.02%      0.28s  5.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListImages
         0     0% 84.02%      0.26s  5.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 84.02%      0.03s  0.61%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*streamingRuntime).exec
         0     0% 84.02%      0.04s  0.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.checkContainerStatus
         0     0% 84.02%      0.04s  0.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).InspectContainer
         0     0% 84.02%      0.48s  9.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListImages
         0     0% 84.02%      0.06s  1.23%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).InspectContainer
         0     0% 84.02%      0.47s  9.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListImages
         0     0% 84.02%      0.04s  0.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.InspectContainer
         0     0% 84.02%      0.48s  9.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListImages
         0     0% 84.02%      0.28s  5.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListImages
         0     0% 84.02%      0.26s  5.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 84.02%      0.49s 10.04%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 84.02%      0.49s 10.04%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 84.02%      0.48s  9.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 84.02%      0.10s  2.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 84.02%      0.15s  3.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 84.02%      0.10s  2.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 84.02%      0.10s  2.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 84.02%      0.10s  2.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 84.02%      0.05s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 84.02%      0.09s  1.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 84.02%      0.09s  1.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
         0     0% 84.02%      0.10s  2.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 84.02%      0.04s  0.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 84.02%      0.48s  9.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 84.02%      0.48s  9.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 84.02%      0.07s  1.43%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/node.PatchNodeStatus
         0     0% 84.02%      0.68s 13.93%  io/ioutil.ReadDir
         0     0% 84.02%      0.67s 13.73%  io/ioutil.ReadFile
         0     0% 84.02%      0.16s  3.28%  io/ioutil.readAll
         0     0% 84.02%      0.07s  1.43%  math/big.(*Int).Exp
         0     0% 84.02%      0.07s  1.43%  math/big.nat.expNN
         0     0% 84.02%      0.07s  1.43%  math/big.nat.expNNMontgomery
         0     0% 84.02%      0.07s  1.43%  math/big.nat.montgomery
         0     0% 84.02%      0.07s  1.43%  net.(*Dialer).DialContext
         0     0% 84.02%      0.05s  1.02%  net.(*Dialer).DialContext-fm
         0     0% 84.02%      0.14s  2.87%  net.(*conn).Write
         0     0% 84.02%      0.06s  1.23%  net.dialSerial
         0     0% 84.02%      0.06s  1.23%  net.dialSingle
