235.39MB of 248.27MB total (94.81%)
         0     0% 94.81%   218.76MB 88.12%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 94.81%   218.76MB 88.12%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 94.81%    57.28MB 23.07%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 94.81%    57.79MB 23.28%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 94.81%    57.28MB 23.07%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 94.81%     2.53MB  1.02%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).GetMetricWithLabelValues
         0     0% 94.81%     2.53MB  1.02%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).WithLabelValues
         0     0% 94.81%     2.53MB  1.02%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).getOrCreateMetricWithLabelValues
         0     0% 94.81%     2.53MB  1.02%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*SummaryVec).WithLabelValues
         0     0% 94.81%     3.03MB  1.22%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).newStream
         0     0% 94.81%     2.53MB  1.02%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummaryVec.func1
         0     0% 94.81%     3.03MB  1.22%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
         0     0% 94.81%     1.57MB  0.63%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apimachinery/announced.(*GroupMetaFactory).Enable
         0     0% 94.81%     1.57MB  0.63%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apimachinery/announced.(*GroupMetaFactory).RegisterAndEnable
         0     0% 94.81%     1.59MB  0.64%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*SchemeBuilder).AddToScheme
         0     0% 94.81%     1.59MB  0.64%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*SchemeBuilder).AddToScheme-fm
         0     0% 94.81%     1.50MB   0.6%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.Decode
         0     0% 94.81%     1.50MB   0.6%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/versioning.(*codec).Decode
         0     0% 94.81%     1.52MB  0.61%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Forever
         0     0% 94.81%     2.02MB  0.81%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 94.81%     2.02MB  0.81%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 94.81%     2.02MB  0.81%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 94.81%     1.50MB   0.6%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/watch.(*StreamWatcher).receive
         0     0% 94.81%     1.50MB   0.6%  github.com/openshift/origin/vendor/k8s.io/client-go/rest/watch.(*Decoder).Decode
         0     0% 94.81%     1.52MB  0.61%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.NewNamedReflector
         0     0% 94.81%     1.52MB  0.61%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.NewReflector
         0     0% 94.81%     1.52MB  0.61%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.newReflectorMetrics
         0     0% 94.81%     2.54MB  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kube-proxy/app.init
         0     0% 94.81%     1.80MB  0.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.init
         0     0% 94.81%     1.53MB  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewKubectlCommand
         0     0% 94.81%     1.54MB  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 94.81%     1.54MB  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 94.81%     1.54MB  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
         0     0% 94.81%     1.54MB  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
         0     0% 94.81%     1.54MB  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 94.81%     1.54MB  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 94.81%     3.19MB  1.29%  io.Copy
         0     0% 94.81%     3.19MB  1.29%  io.copyBuffer
         0     0% 94.81%     9.57MB  3.85%  main.init
         0     0% 94.81%     3.53MB  1.42%  main.main
         0     0% 94.81%     1.58MB  0.64%  net/http.(*Transport).dialConn.func3
         0     0% 94.81%     2.04MB  0.82%  os/exec.(*Cmd).Start.func1
         0     0% 94.81%     2.04MB  0.82%  os/exec.(*Cmd).writerDescriptor.func1
         0     0% 94.81%     1.55MB  0.62%  regexp.(*Regexp).doExecute
         0     0% 94.81%     1.55MB  0.62%  regexp.(*machine).backtrack
         0     0% 94.81%   246.27MB 99.19%  runtime.goexit
         0     0% 94.81%    13.10MB  5.28%  runtime.main
         0     0% 94.81%     1.50MB   0.6%  runtime.mstart
         0     0% 94.81%       56MB 22.56%  runtime.slicebytetostring
         0     0% 94.81%     1.50MB   0.6%  runtime.systemstack
         0     0% 94.81%     1.58MB  0.64%  sync.(*Once).Do
