31.12s of 38.62s total (80.58%)
     0.01s 0.026% 79.83%      0.51s  1.32%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).(github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.newSpdyStream)-fm
     0.01s 0.026% 79.85%      1.36s  3.52%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
     0.01s 0.026% 79.88%      0.34s  0.88%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/request/union.(*unionAuthRequestHandler).AuthenticateRequest
     0.01s 0.026% 79.91%      0.33s  0.85%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/request/x509.(*Authenticator).AuthenticateRequest
     0.01s 0.026% 79.93%      1.88s  4.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).InstallAuthFilter.func1
     0.01s 0.026% 79.96%      0.97s  2.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.01s 0.026% 79.98%      0.35s  0.91%  io.ReadAtLeast
     0.01s 0.026% 80.01%      0.57s  1.48%  io/ioutil.ReadFile
     0.01s 0.026% 80.04%      1.58s  4.09%  math/big.nat.div
     0.01s 0.026% 80.06%      0.49s  1.27%  net.(*netFD).Read
     0.01s 0.026% 80.09%      0.28s  0.73%  net/http.(*Transport).RoundTrip
     0.01s 0.026% 80.11%      0.43s  1.11%  net/http.(*persistConn).readLoop
     0.01s 0.026% 80.14%      6.46s 16.73%  os.(*File).Read
     0.01s 0.026% 80.17%      0.67s  1.73%  os.Lstat
     0.01s 0.026% 80.19%      0.33s  0.85%  os.OpenFile
     0.01s 0.026% 80.22%      0.51s  1.32%  runtime.(*mcache).nextFree.func1
     0.01s 0.026% 80.24%      0.41s  1.06%  runtime.callers.func1
     0.01s 0.026% 80.27%      0.21s  0.54%  runtime.chansend
     0.01s 0.026% 80.30%      0.49s  1.27%  runtime.copystack
     0.01s 0.026% 80.32%      0.21s  0.54%  runtime.goready
     0.01s 0.026% 80.35%      0.96s  2.49%  runtime.mcall
     0.01s 0.026% 80.37%      0.22s  0.57%  runtime.newproc
     0.01s 0.026% 80.40%      0.21s  0.54%  runtime.newproc1
     0.01s 0.026% 80.42%      0.47s  1.22%  runtime.newstack
     0.01s 0.026% 80.45%      0.72s  1.86%  runtime.park_m
     0.01s 0.026% 80.48%      0.64s  1.66%  runtime.selectgo
     0.01s 0.026% 80.50%      0.40s  1.04%  runtime.slicebytetostring
     0.01s 0.026% 80.53%      0.48s  1.24%  runtime.startm
     0.01s 0.026% 80.55%      0.26s  0.67%  syscall.Stat
     0.01s 0.026% 80.58%      6.88s 17.81%  syscall.read
         0     0% 80.58%      0.26s  0.67%  bufio.(*Writer).Flush
         0     0% 80.58%      0.31s   0.8%  compress/flate.NewWriter
         0     0% 80.58%      0.38s  0.98%  compress/flate.NewWriterDict
         0     0% 80.58%      0.38s  0.98%  compress/zlib.(*Writer).Write
         0     0% 80.58%      0.38s  0.98%  compress/zlib.(*Writer).writeHeader
         0     0% 80.58%      8.32s 21.54%  crypto/rsa.(*PrivateKey).Sign
         0     0% 80.58%      8.32s 21.54%  crypto/rsa.SignPKCS1v15
         0     0% 80.58%      0.51s  1.32%  crypto/rsa.VerifyPKCS1v15
         0     0% 80.58%      8.12s 21.03%  crypto/rsa.decrypt
         0     0% 80.58%      8.31s 21.52%  crypto/rsa.decryptAndCheck
         0     0% 80.58%      0.70s  1.81%  crypto/rsa.encrypt
         0     0% 80.58%      1.55s  4.01%  crypto/rsa.modInverse
         0     0% 80.58%      9.48s 24.55%  crypto/tls.(*Conn).Handshake
         0     0% 80.58%      9.47s 24.52%  crypto/tls.(*Conn).serverHandshake
         0     0% 80.58%      0.26s  0.67%  crypto/tls.(*Conn).writeRecordLocked
         0     0% 80.58%      8.49s 21.98%  crypto/tls.(*ecdheKeyAgreement).generateServerKeyExchange
         0     0% 80.58%      0.23s   0.6%  crypto/tls.(*ecdheKeyAgreement).processClientKeyExchange
         0     0% 80.58%      0.30s  0.78%  crypto/x509.(*CertPool).findVerifiedParents
         0     0% 80.58%      0.30s  0.78%  crypto/x509.(*Certificate).CheckSignature
         0     0% 80.58%      0.30s  0.78%  crypto/x509.(*Certificate).CheckSignatureFrom
         0     0% 80.58%      0.30s  0.78%  crypto/x509.checkSignature
         0     0% 80.58%      2.07s  5.36%  encoding/json.(*Decoder).Decode
         0     0% 80.58%      0.82s  2.12%  encoding/json.(*decodeState).array
         0     0% 80.58%      1.57s  4.07%  encoding/json.(*decodeState).unmarshal
         0     0% 80.58%      1.20s  3.11%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).InspectContainer
         0     0% 80.58%      0.93s  2.41%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 80.58%      0.23s   0.6%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).StartExec
         0     0% 80.58%      1.19s  3.08%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerInspect
         0     0% 80.58%      0.92s  2.38%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 80.58%      0.21s  0.54%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 80.58%      0.27s   0.7%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 80.58%      0.26s  0.67%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
         0     0% 80.58%      0.55s  1.42%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).Serve.func2
         0     0% 80.58%      0.54s  1.40%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).frameHandler
         0     0% 80.58%      0.51s  1.32%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).handleStreamFrame
         0     0% 80.58%      0.50s  1.29%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).sendReply
         0     0% 80.58%      0.50s  1.29%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Stream).SendReply
         0     0% 80.58%      0.30s  0.78%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*idleAwareFramer).ReadFrame
         0     0% 80.58%      0.63s  1.63%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*idleAwareFramer).WriteFrame
         0     0% 80.58%      0.26s  0.67%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).ReadFrame
         0     0% 80.58%      0.59s  1.53%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).WriteFrame
         0     0% 80.58%      0.49s  1.27%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).writeSynReplyFrame
         0     0% 80.58%      0.49s  1.27%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*SynReplyFrame).write
         0     0% 80.58%      0.39s  1.01%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.writeHeaderValueBlock
         0     0% 80.58%      1.75s  4.53%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).(github.com/openshift/origin/vendor/github.com/emicklei/go-restful.dispatch)-fm
         0     0% 80.58%      1.40s  3.63%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).HandleWithFilter.func1
         0     0% 80.58%      1.21s  3.13%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).HandleWithFilter.func1.1
         0     0% 80.58%      1.94s  5.02%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).ServeHTTP
         0     0% 80.58%      1.75s  4.53%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch
         0     0% 80.58%      0.30s  0.78%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch.func5
         0     0% 80.58%      1.88s  4.87%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*FilterChain).ProcessFilter
         0     0% 80.58%      0.24s  0.62%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.AssignDeviceNamesToDiskStats
         0     0% 80.58%      0.40s  1.04%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 80.58%      0.34s  0.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 80.58%      0.34s  0.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 80.58%      0.24s  0.62%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.assignDeviceNamesToPerDiskStats
         0     0% 80.58%      0.24s  0.62%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.deviceIdentifierMap.Find
         0     0% 80.58%      0.24s  0.62%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 80.58%      1.25s  3.24%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 80.58%      8.74s 22.63%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 80.58%      0.92s  2.38%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
         0     0% 80.58%      0.90s  2.33%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.setDiskIoStats
         0     0% 80.58%      0.43s  1.11%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 80.58%      0.34s  0.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 80.58%      1.33s  3.44%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).getFsStats
         0     0% 80.58%      1.09s  2.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.(*RealFsInfo).GetFsInfoForPath
         0     0% 80.58%      1.09s  2.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.(*RealFsInfo).GetGlobalFsInfo
         0     0% 80.58%      1.09s  2.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.getDiskStatsMap
         0     0% 80.58%      0.46s  1.19%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 80.58%     10.09s 26.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 80.58%      0.46s  1.19%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 80.58%     10.09s 26.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 80.58%      0.47s  1.22%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 80.58%      0.34s  0.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 80.58%      0.34s  0.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 80.58%      0.34s  0.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 80.58%      7.12s 18.44%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 80.58%      7.81s 20.22%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 80.58%      0.45s  1.17%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 80.58%      0.32s  0.83%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 80.58%      0.29s  0.75%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
         0     0% 80.58%      7.07s 18.31%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 80.58%      2.13s  5.52%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 80.58%      2.13s  5.52%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 80.58%      0.48s  1.24%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 80.58%      0.48s  1.24%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 80.58%      0.24s  0.62%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 80.58%      0.21s  0.54%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 80.58%      0.50s  1.29%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).newSpdyStream
         0     0% 80.58%      1.40s  3.63%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 80.58%      1.40s  3.63%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 80.58%      0.34s  0.88%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/group.(*AuthenticatedGroupAdder).AuthenticateRequest
         0     0% 80.58%      0.78s  2.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 80.58%      0.47s  1.22%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 80.58%      0.27s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetExec
         0     0% 80.58%      0.75s  1.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 80.58%      0.78s  2.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 80.58%      0.25s  0.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).findContainer
         0     0% 80.58%      0.78s  2.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 80.58%      0.78s  2.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 80.58%      0.26s  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 80.58%      0.69s  1.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_Exec_Handler
         0     0% 80.58%      0.55s  1.42%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 80.58%      0.48s  1.24%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 80.58%      0.47s  1.22%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 80.58%      0.62s  1.61%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 80.58%      0.42s  1.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*NativeExecHandler).ExecInContainer
         0     0% 80.58%      0.69s  1.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).Exec
         0     0% 80.58%      0.55s  1.42%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 80.58%      0.46s  1.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 80.58%      1.21s  3.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ServeHTTP
         0     0% 80.58%      0.92s  2.38%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*streamingRuntime).Exec
         0     0% 80.58%      0.94s  2.43%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*streamingRuntime).exec
         0     0% 80.58%      1.20s  3.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.checkContainerStatus
         0     0% 80.58%      0.68s  1.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).InspectContainer
         0     0% 80.58%      0.93s  2.41%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 80.58%      1.20s  3.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).InspectContainer
         0     0% 80.58%      0.93s  2.41%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 80.58%      0.23s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).StartExec
         0     0% 80.58%      0.68s  1.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.InspectContainer
         0     0% 80.58%      0.93s  2.41%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 80.58%      0.69s  1.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).Exec
         0     0% 80.58%      0.55s  1.42%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 80.58%      0.46s  1.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 80.58%      0.51s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 80.58%      0.51s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 80.58%      0.50s  1.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 80.58%      0.20s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 80.58%      0.27s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 80.58%      0.49s  1.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 80.58%      0.20s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 80.58%      0.20s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 80.58%      0.27s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 80.58%      0.20s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 80.58%      0.27s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 80.58%      0.20s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 80.58%      0.26s  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 80.58%      0.34s  0.88%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*KubeletAuth).AuthenticateRequest
         0     0% 80.58%      0.30s  0.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.getExec)-fm
         0     0% 80.58%      2.06s  5.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).ServeHTTP
         0     0% 80.58%      0.30s  0.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).getExec
         0     0% 80.58%      1.17s  3.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/remotecommand.ServeExec
         0     0% 80.58%      0.50s  1.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 80.58%      0.50s  1.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
