162.96MB of 171.94MB total (94.78%)
         0     0% 94.78%     1.52MB  0.88%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 94.78%     1.52MB  0.88%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 94.78%        1MB  0.58%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/watch.(*StreamWatcher).receive
         0     0% 94.78%        1MB  0.58%  github.com/openshift/origin/vendor/k8s.io/client-go/discovery.init
         0     0% 94.78%        1MB  0.58%  github.com/openshift/origin/vendor/k8s.io/client-go/kubernetes.init
         0     0% 94.78%        1MB  0.58%  github.com/openshift/origin/vendor/k8s.io/client-go/rest/watch.(*Decoder).Decode
         0     0% 94.78%     1.52MB  0.88%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.NewNamedReflector
         0     0% 94.78%     1.52MB  0.88%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.NewReflector
         0     0% 94.78%     1.52MB  0.88%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.newReflectorMetrics
         0     0% 94.78%     2.54MB  1.48%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kube-proxy/app.init
         0     0% 94.78%     1.80MB  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.init
         0     0% 94.78%     1.53MB  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewKubectlCommand
         0     0% 94.78%     1.02MB  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.init
         0     0% 94.78%     1.16MB  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.init
         0     0% 94.78%     1.16MB  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.init
         0     0% 94.78%     1.16MB  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.init
         0     0% 94.78%     0.95MB  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 94.78%     0.95MB  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 94.78%     0.95MB  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
         0     0% 94.78%     0.95MB  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
         0     0% 94.78%     0.95MB  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 94.78%     0.95MB  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 94.78%     1.01MB  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/reflector/prometheus.(*prometheusMetricsProvider).NewItemsInWatchMetric
         0     0% 94.78%     1.01MB  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/reflector/prometheus.prometheusMetricsProvider.NewItemsInWatchMetric
         0     0% 94.78%     2.31MB  1.35%  io.Copy
         0     0% 94.78%     2.31MB  1.35%  io.copyBuffer
         0     0% 94.78%     9.57MB  5.56%  main.init
         0     0% 94.78%     3.53MB  2.05%  main.main
         0     0% 94.78%     1.58MB  0.92%  net/http.(*Transport).dialConn.func3
         0     0% 94.78%     1.16MB  0.67%  os/exec.(*Cmd).Start.func1
         0     0% 94.78%     1.16MB  0.67%  os/exec.(*Cmd).writerDescriptor.func1
         0     0% 94.78%     1.03MB   0.6%  regexp.(*Regexp).MatchString
         0     0% 94.78%     1.55MB   0.9%  regexp.(*Regexp).doExecute
         0     0% 94.78%     1.03MB   0.6%  regexp.(*Regexp).doMatch
         0     0% 94.78%     1.55MB   0.9%  regexp.(*machine).backtrack
         0     0% 94.78%   169.93MB 98.84%  runtime.goexit
         0     0% 94.78%    13.10MB  7.62%  runtime.main
         0     0% 94.78%     1.50MB  0.87%  runtime.mstart
         0     0% 94.78%        1MB  0.58%  runtime.newm
         0     0% 94.78%    41.50MB 24.14%  runtime.slicebytetostring
         0     0% 94.78%        1MB  0.58%  runtime.startTheWorldWithSema
         0     0% 94.78%     1.50MB  0.87%  runtime.systemstack
         0     0% 94.78%     1.58MB  0.92%  sync.(*Once).Do
