timestamp_ms,active_opens_sec,passive_opens_sec,rx_segments_sec,tcp_attempt_fails_sec,tcp_establish_resets_sec,tcp_rx_segments_error_sec,tcp_segments_retransmitted_sec,tcp_tx_segments_RSTflag_sec,tx_segments_sec
1505944545000,0.79,0.00,107.51,0.00,0.01,0.00,0.00,0.00,109.32
1505944645000,1.53,0.00,160.40,0.00,0.03,0.00,0.04,0.00,162.45
1505944745000,1.41,0.00,165.81,0.00,0.02,0.00,0.00,0.00,161.88
1505944845000,1.30,0.00,160.32,0.00,0.02,0.00,0.00,0.00,164.01
1505944945000,0.92,0.02,100.72,0.03,0.03,0.00,0.00,0.00,102.87
1505945045000,0.75,0.00,118.50,0.00,0.00,0.00,0.03,0.00,120.98
1505945145000,0.92,0.00,124.72,0.00,0.00,0.00,0.03,0.00,127.30
1505945245000,0.82,0.00,129.25,0.00,0.01,0.00,0.02,0.00,132.35
1505945345000,1.07,0.00,128.74,0.00,0.02,0.00,0.02,0.00,131.41
1505945445000,0.62,0.00,123.07,0.00,0.01,0.00,0.00,0.00,125.53
1505945545000,0.92,0.02,125.92,0.02,0.01,0.00,0.00,0.00,128.31
1505945645000,0.75,0.00,135.68,0.00,0.01,0.00,0.04,0.00,138.15
1505945745000,0.79,0.00,143.16,0.00,0.00,0.00,0.01,0.00,145.74
1505945845000,1.14,0.00,213.83,0.00,0.02,0.00,0.02,0.00,208.73
1505945945000,0.75,0.00,191.83,0.00,0.00,0.00,0.00,0.00,183.95
1505946045000,1.66,0.00,219.61,0.00,0.02,0.00,0.00,0.00,217.39
1505946145000,0.79,0.02,195.41,0.02,0.01,0.00,0.00,0.00,195.63
1505946245000,1.14,0.00,174.05,0.00,0.02,0.00,0.00,0.00,176.22
1505946345000,1.01,0.00,105.28,0.00,0.04,0.00,0.00,0.00,106.93
1505946445000,0.62,0.00,130.73,0.00,0.01,0.00,0.06,0.00,132.38
1505946545000,0.62,0.00,162.65,0.00,0.00,0.00,0.00,0.00,164.85
1505946645000,0.75,0.00,147.74,0.00,0.00,0.02,0.09,0.02,150.17
1505946745000,0.66,0.02,134.22,0.02,0.00,0.00,0.00,0.00,136.34
1505946845000,0.92,0.00,168.18,0.00,0.00,0.00,0.42,0.00,170.49
1505946945000,0.49,0.00,153.38,0.00,0.00,0.00,0.00,0.00,154.90
1505947045000,0.81,0.00,149.22,0.00,0.02,0.00,0.00,0.00,151.44
1505947145000,0.82,0.00,160.00,0.00,0.00,0.00,0.03,0.00,162.09
1505947245000,0.69,0.00,158.92,0.00,0.01,0.00,0.00,0.00,160.68
1505947345000,0.91,0.02,193.93,0.02,0.00,0.00,0.10,0.00,195.57
1505947445000,0.82,0.00,228.59,0.00,0.00,0.00,0.02,0.00,222.91
1505947545000,0.75,0.00,247.46,0.00,0.02,0.00,0.00,0.00,234.78
1505947645000,1.18,0.00,247.73,0.00,0.02,0.00,0.09,0.00,241.04
1505947745000,0.75,0.00,231.82,0.00,0.01,0.00,0.01,0.00,231.12
1505947845000,1.27,0.00,247.25,0.00,0.01,0.00,0.00,0.00,249.06
1505947945000,0.92,0.02,206.96,0.02,0.02,0.00,0.00,0.00,209.25
1505948045000,0.62,0.00,200.94,0.00,0.01,0.00,0.00,0.00,202.75
1505948145000,1.14,0.00,144.38,0.00,0.00,0.00,0.00,0.00,146.12
1505948245000,0.62,0.00,128.80,0.00,0.01,0.00,0.00,0.00,130.24
1505948345000,0.36,0.00,120.80,0.00,0.00,0.00,0.00,0.00,122.49
