timestamp_ms,datagram_fragments_gen_sec,datagrams_delivered_sec,datagrams_fragmented_ok_sec,datagrams_output_requests_sec,datagrams_reassmbled_sec,fragments_rx_need_reassemble_sec,rx_datagrams_forwarded_sec,rx_datagrams_header_err_sec,rx_datagrams_invalid_addr_sec,rx_datagrams_nobuff_sec,rx_datagrams_reassmbly_fail_sec,rx_datagrams_sec,rx_datagrams_unknown_proto_sec,tx_datagrams_fragment_fail_sec,tx_datagrams_nobuff_sec,tx_datagrams_noroute_sec
1505944745000,0.00,169.83,0.00,165.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169.83,0.00,0.00,0.00,0.00
1505944845000,0.00,164.14,0.00,167.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.14,0.00,0.00,0.00,0.00
1505944945000,0.00,102.77,0.00,104.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.77,0.00,0.00,0.00,0.00
1505945045000,0.00,120.09,0.00,122.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.09,0.00,0.00,0.00,0.00
1505945145000,0.00,126.81,0.00,129.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.81,0.00,0.00,0.00,0.00
1505945245000,0.00,130.83,0.00,133.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.83,0.00,0.00,0.00,0.00
1505945345000,0.00,131.90,0.00,134.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.90,0.00,0.00,0.00,0.00
1505945445000,0.00,124.12,0.00,126.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.12,0.00,0.00,0.00,0.00
1505945545000,0.00,127.96,0.00,130.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.96,0.00,0.00,0.00,0.00
1505945645000,0.00,137.24,0.00,139.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.24,0.00,0.00,0.00,0.00
1505945745000,0.00,144.73,0.00,147.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.73,0.00,0.00,0.00,0.00
1505945845000,0.00,216.95,0.00,211.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.95,0.00,0.00,0.00,0.00
1505945945000,0.00,193.39,0.00,185.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,193.39,0.00,0.00,0.00,0.00
1505946045000,0.00,224.85,0.00,222.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,224.85,0.00,0.00,0.00,0.00
1505946145000,0.00,196.95,0.00,197.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.95,0.00,0.00,0.00,0.00
1505946245000,0.00,177.16,0.00,179.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177.16,0.00,0.00,0.00,0.00
1505946345000,0.00,107.90,0.00,109.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.90,0.00,0.00,0.00,0.00
1505946445000,0.00,131.82,0.00,133.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.82,0.00,0.00,0.00,0.00
1505946545000,0.00,163.67,0.00,165.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163.67,0.00,0.00,0.00,0.00
1505946645000,0.00,149.32,0.00,151.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149.32,0.00,0.00,0.00,0.00
1505946745000,0.00,135.20,0.00,137.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.20,0.00,0.00,0.00,0.00
1505946845000,0.00,170.26,0.00,172.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.26,0.00,0.00,0.00,0.00
1505946945000,0.00,153.92,0.00,155.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153.92,0.00,0.00,0.00,0.00
1505947045000,0.00,150.76,0.00,152.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.76,0.00,0.00,0.00,0.00
1505947145000,0.00,162.07,0.00,164.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162.07,0.00,0.00,0.00,0.00
1505947245000,0.00,159.96,0.00,161.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.96,0.00,0.00,0.00,0.00
1505947345000,0.00,195.98,0.00,197.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195.98,0.00,0.00,0.00,0.00
1505947445000,0.00,230.67,0.00,225.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.67,0.00,0.00,0.00,0.00
1505947545000,0.00,248.99,0.00,236.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,248.99,0.00,0.00,0.00,0.00
1505947645000,0.00,250.83,0.00,244.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.83,0.00,0.00,0.00,0.00
1505947745000,0.00,233.38,0.00,232.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233.38,0.00,0.00,0.00,0.00
1505947845000,0.00,250.88,0.00,252.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.88,0.00,0.00,0.00,0.00
1505947945000,0.00,209.01,0.00,211.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,209.01,0.00,0.00,0.00,0.00
1505948045000,0.00,201.98,0.00,203.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201.98,0.00,0.00,0.00,0.00
1505948145000,0.00,147.44,0.00,149.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.44,0.00,0.00,0.00,0.00
1505948245000,0.00,129.82,0.00,131.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.82,0.00,0.00,0.00,0.00
1505948345000,0.00,120.80,0.00,122.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.80,0.00,0.00,0.00,0.00
