7.77s of 10.08s total (77.08%)
     0.07s  0.69% 67.36%      0.33s  3.27%  runtime.newobject
     0.06s   0.6% 67.96%      0.12s  1.19%  bytes.(*Buffer).WriteByte
     0.06s   0.6% 68.55%      0.06s   0.6%  runtime.memeqbody
     0.06s   0.6% 69.15%      0.07s  0.69%  runtime.unlock
     0.05s   0.5% 69.64%      0.51s  5.06%  runtime.gentraceback
     0.05s   0.5% 70.14%      0.12s  1.19%  syscall.ByteSliceFromString
     0.04s   0.4% 70.54%      0.15s  1.49%  runtime.adjustframe
     0.04s   0.4% 70.93%      0.19s  1.88%  runtime.findrunnable
     0.04s   0.4% 71.33%      0.30s  2.98%  runtime.slicebytetostring
     0.03s   0.3% 71.63%      0.28s  2.78%  runtime.(*mcentral).cacheSpan
     0.03s   0.3% 71.92%      0.11s  1.09%  runtime.mapaccess2_faststr
     0.03s   0.3% 72.22%      0.10s  0.99%  runtime.notesleep
     0.03s   0.3% 72.52%      0.27s  2.68%  runtime.schedule
     0.03s   0.3% 72.82%      0.11s  1.09%  runtime.sweepone
     0.03s   0.3% 73.12%      0.07s  0.69%  strings.FieldsFunc
     0.02s   0.2% 73.31%      0.07s  0.69%  fmt.(*pp).doPrintf
     0.02s   0.2% 73.51%      0.26s  2.58%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
     0.02s   0.2% 73.71%      0.07s  0.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.updateServiceMap
     0.02s   0.2% 73.91%      0.16s  1.59%  net/http.(*Transport).RoundTrip
     0.02s   0.2% 74.11%      0.18s  1.79%  runtime.concatstrings
     0.02s   0.2% 74.31%      0.29s  2.88%  runtime.makeslice
     0.02s   0.2% 74.50%      0.28s  2.78%  runtime.selectgoImpl
     0.02s   0.2% 74.70%      2.51s 24.90%  runtime.systemstack
     0.01s 0.099% 74.80%      0.11s  1.09%  bufio.(*Scanner).Scan
     0.01s 0.099% 74.90%      0.22s  2.18%  encoding/json.(*decodeState).literal
     0.01s 0.099% 75.00%      0.06s   0.6%  encoding/json.(*mapEncoder).encode
     0.01s 0.099% 75.10%      1.09s 10.81%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
     0.01s 0.099% 75.20%      0.46s  4.56%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
     0.01s 0.099% 75.30%      0.16s  1.59%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
     0.01s 0.099% 75.40%      0.14s  1.39%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
     0.01s 0.099% 75.50%      0.11s  1.09%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.poller.func1.1
     0.01s 0.099% 75.60%      0.17s  1.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
     0.01s 0.099% 75.69%      0.10s  0.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.getLocalIPs
     0.01s 0.099% 75.79%      0.11s  1.09%  os.(*File).Close
     0.01s 0.099% 75.89%      0.93s  9.23%  os.(*File).Readdir
     0.01s 0.099% 75.99%      0.06s   0.6%  reflect.Value.Convert
     0.01s 0.099% 76.09%      0.17s  1.69%  runtime.(*mcentral).grow
     0.01s 0.099% 76.19%      0.16s  1.59%  runtime.growWork
     0.01s 0.099% 76.29%      0.14s  1.39%  runtime.mapaccess1
     0.01s 0.099% 76.39%      0.15s  1.49%  runtime.memhash
     0.01s 0.099% 76.49%      0.29s  2.88%  runtime.rawstring
     0.01s 0.099% 76.59%      0.16s  1.59%  runtime.strhash
     0.01s 0.099% 76.69%      0.06s   0.6%  sort.Slice
     0.01s 0.099% 76.79%      0.07s  0.69%  strings.Fields
     0.01s 0.099% 76.88%      0.61s  6.05%  syscall.Lstat
     0.01s 0.099% 76.98%      0.16s  1.59%  type..hash.github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/types.NamespacedName
     0.01s 0.099% 77.08%      0.18s  1.79%  type..hash.github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy.ServicePortName
         0     0% 77.08%      0.06s   0.6%  bufio.(*Reader).Read
         0     0% 77.08%      0.11s  1.09%  bufio.(*Writer).Flush
         0     0% 77.08%      0.18s  1.79%  bytes.(*Buffer).ReadFrom
         0     0% 77.08%      0.06s   0.6%  bytes.makeSlice
         0     0% 77.08%      0.08s  0.79%  crypto/tls.(*Conn).Handshake
         0     0% 77.08%      0.08s  0.79%  crypto/tls.(*Conn).clientHandshake
         0     0% 77.08%      0.08s  0.79%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0% 77.08%      1.02s 10.12%  encoding/json.(*Decoder).Decode
         0     0% 77.08%      0.07s  0.69%  encoding/json.(*Decoder).refill
         0     0% 77.08%      0.75s  7.44%  encoding/json.(*decodeState).array
         0     0% 77.08%      0.09s  0.89%  encoding/json.(*decodeState).literalStore
         0     0% 77.08%      0.80s  7.94%  encoding/json.(*decodeState).unmarshal
         0     0% 77.08%      0.80s  7.94%  encoding/json.(*decodeState).value
         0     0% 77.08%      0.07s  0.69%  encoding/json.(*encodeState).marshal
         0     0% 77.08%      0.07s  0.69%  encoding/json.(*encodeState).reflectValue
         0     0% 77.08%      0.06s   0.6%  encoding/json.(*mapEncoder).(encoding/json.encode)-fm
         0     0% 77.08%      0.07s  0.69%  encoding/json.Marshal
         0     0% 77.08%      0.15s  1.49%  fmt.Sprintf
         0     0% 77.08%      0.08s  0.79%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListImages
         0     0% 77.08%      1.07s 10.62%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 77.08%      0.08s  0.79%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ImageList
         0     0% 77.08%      0.15s  1.49%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).getAPIPath
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).newRequest
         0     0% 77.08%      0.15s  1.49%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
         0     0% 77.08%      0.15s  1.49%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.(*notifyingReader).Read
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do
         0     0% 77.08%      0.07s  0.69%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/github.com/docker/engine-api/types/filters.ToParamWithVersion
         0     0% 77.08%      0.11s  1.09%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 77.08%      0.11s  1.09%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 77.08%      0.39s  3.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 77.08%      0.39s  3.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 77.08%      0.29s  2.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 77.08%      0.27s  2.68%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 77.08%      0.11s  1.09%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 77.08%      0.79s  7.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 77.08%      0.43s  4.27%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 77.08%      0.69s  6.85%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 77.08%      0.39s  3.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 77.08%      0.47s  4.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 77.08%      0.89s  8.83%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 77.08%      0.85s  8.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 77.08%      0.47s  4.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 77.08%      0.85s  8.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 77.08%      0.50s  4.96%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 77.08%      0.39s  3.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 77.08%      0.39s  3.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 77.08%      0.39s  3.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 77.08%      0.13s  1.29%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 77.08%      0.11s  1.09%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 77.08%      0.75s  7.44%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 77.08%      0.42s  4.17%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamKeyValue
         0     0% 77.08%      0.34s  3.37%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 77.08%      0.30s  2.98%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
         0     0% 77.08%      0.10s  0.99%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).ReadFrame
         0     0% 77.08%      1.48s 14.68%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 77.08%      1.48s 14.68%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 77.08%      0.11s  1.09%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 77.08%      1.50s 14.88%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 77.08%      0.12s  1.19%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 77.08%      0.26s  2.58%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 77.08%      0.12s  1.19%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 77.08%      0.13s  1.29%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 77.08%      0.13s  1.29%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*framer).readFrame
         0     0% 77.08%      0.07s  0.69%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).reader
         0     0% 77.08%      0.07s  0.69%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).Write
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/strategicpatch.CreateTwoWayMergePatch
         0     0% 77.08%      1.29s 12.80%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 77.08%      1.27s 12.60%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 77.08%      1.29s 12.80%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 77.08%      0.87s  8.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncNodeStatus)-fm
         0     0% 77.08%      0.50s  4.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 77.08%      0.87s  8.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 77.08%      0.87s  8.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 77.08%      0.87s  8.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 77.08%      0.87s  8.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncNodeStatus
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).tryUpdateNodeStatus
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).updateNodeStatus
         0     0% 77.08%      0.08s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
         0     0% 77.08%      0.08s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Unmarshal
         0     0% 77.08%      0.10s  0.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 77.08%      0.14s  1.39%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._ImageService_ListImages_Handler
         0     0% 77.08%      0.53s  5.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 77.08%      0.68s  6.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 77.08%      0.50s  4.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 77.08%      0.69s  6.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).GetPods
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).getPodsWithTimestamp
         0     0% 77.08%      0.06s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).updateCache
         0     0% 77.08%      0.53s  5.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListImages
         0     0% 77.08%      0.68s  6.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 77.08%      1.09s 10.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListImages
         0     0% 77.08%      1.08s 10.71%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 77.08%      0.08s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListImages
         0     0% 77.08%      1.09s 10.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListImages
         0     0% 77.08%      0.53s  5.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListImages
         0     0% 77.08%      0.68s  6.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 77.08%      0.51s  5.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 77.08%      0.51s  5.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 77.08%      0.50s  4.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 77.08%      0.11s  1.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 77.08%      0.16s  1.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 77.08%      0.31s  3.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 77.08%      0.11s  1.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 77.08%      0.11s  1.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 77.08%      0.16s  1.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 77.08%      0.11s  1.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 77.08%      0.16s  1.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 77.08%      0.17s  1.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*prober).probe
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*prober).runProbe
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*prober).runProbeWithRetries
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*worker).doProbe
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*worker).run
         0     0% 77.08%      0.10s  0.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 77.08%      0.15s  1.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 77.08%      0.50s  4.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 77.08%      0.50s  4.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 77.08%      0.08s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).Run
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/probe/http.DoHTTPProbe
         0     0% 77.08%      0.09s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/probe/http.httpProber.Probe
         0     0% 77.08%      2.15s 21.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 77.08%      2.15s 21.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 77.08%      0.11s  1.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.updateEndpointsMap
         0     0% 77.08%      2.15s 21.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 77.08%      2.15s 21.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 77.08%      0.22s  2.18%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.GetChainLines
         0     0% 77.08%      0.07s  0.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/node.PatchNodeStatus
         0     0% 77.08%      1.10s 10.91%  io/ioutil.ReadDir
         0     0% 77.08%      0.57s  5.65%  io/ioutil.ReadFile
         0     0% 77.08%      0.19s  1.88%  io/ioutil.readAll
         0     0% 77.08%      0.09s  0.89%  net.(*Dialer).DialContext
         0     0% 77.08%      0.09s  0.89%  net.(*conn).Read
         0     0% 77.08%      0.11s  1.09%  net.(*conn).Write
         0     0% 77.08%      0.09s  0.89%  net.(*netFD).Read
         0     0% 77.08%      0.11s  1.09%  net.(*netFD).Write
         0     0% 77.08%      0.06s   0.6%  net.IP.String
         0     0% 77.08%      0.08s  0.79%  net.dialSerial
         0     0% 77.08%      0.08s  0.79%  net.dialSingle
         0     0% 77.08%      0.06s   0.6%  net.dialTCP
         0     0% 77.08%      0.06s   0.6%  net.doDialTCP
         0     0% 77.08%      0.06s   0.6%  net.internetSocket
         0     0% 77.08%      0.08s  0.79%  net.socket
         0     0% 77.08%      0.18s  1.79%  net/http.(*Client).Do
         0     0% 77.08%      0.18s  1.79%  net/http.(*Client).send
         0     0% 77.08%      0.09s  0.89%  net/http.(*Transport).dial
         0     0% 77.08%      0.11s  1.09%  net/http.(*Transport).dialConn
         0     0% 77.08%      0.08s  0.79%  net/http.(*Transport).dialConn.func3
         0     0% 77.08%      0.11s  1.09%  net/http.(*Transport).getConn.func4
         0     0% 77.08%      0.07s  0.69%  net/http.(*bodyEOFSignal).Read
         0     0% 77.08%      0.06s   0.6%  net/http.(*persistConn).Read
         0     0% 77.08%      0.17s  1.69%  net/http.(*persistConn).readLoop
         0     0% 77.08%      0.06s   0.6%  net/http.(*persistConn).roundTrip
         0     0% 77.08%      0.06s   0.6%  net/http.(*persistConn).writeLoop
         0     0% 77.08%      0.18s  1.79%  net/http.send
         0     0% 77.08%      0.20s  1.98%  os.(*File).Read
         0     0% 77.08%      0.18s  1.79%  os.(*File).Readdirnames
         0     0% 77.08%      0.20s  1.98%  os.(*File).read
         0     0% 77.08%      0.92s  9.13%  os.(*File).readdir
         0     0% 77.08%      0.18s  1.79%  os.(*File).readdirnames
         0     0% 77.08%      0.12s  1.19%  os.(*file).close
