7.66s of 9.64s total (79.46%)
     0.02s  0.21% 72.72%      0.07s  0.73%  runtime.convT2E
     0.02s  0.21% 72.93%      0.06s  0.62%  runtime.entersyscall
     0.02s  0.21% 73.13%      0.05s  0.52%  runtime.exitsyscallfast
     0.02s  0.21% 73.34%      0.48s  4.98%  runtime.makeslice
     0.02s  0.21% 73.55%      0.05s  0.52%  runtime.mapaccess1
     0.02s  0.21% 73.76%      0.40s  4.15%  runtime.mcall
     0.02s  0.21% 73.96%      0.27s  2.80%  runtime.saveblockevent
     0.02s  0.21% 74.17%      0.21s  2.18%  runtime.slicebytetostring
     0.02s  0.21% 74.38%      0.12s  1.24%  runtime.sysmon
     0.02s  0.21% 74.59%      2.40s 24.90%  runtime.systemstack
     0.02s  0.21% 74.79%      0.08s  0.83%  runtime.typedmemmove
     0.02s  0.21% 75.00%      0.07s  0.73%  runtime.writebarrierptr_prewrite1
     0.02s  0.21% 75.21%      0.05s  0.52%  runtime.writebarrierptr_prewrite1.func1
     0.02s  0.21% 75.41%      0.05s  0.52%  syscall.ParseDirent
     0.02s  0.21% 75.62%      0.29s  3.01%  syscall.read
     0.01s   0.1% 75.73%      0.05s  0.52%  bufio.(*Reader).Peek
     0.01s   0.1% 75.83%      0.12s  1.24%  encoding/json.(*decodeState).literalStore
     0.01s   0.1% 75.93%      0.69s  7.16%  encoding/json.(*decodeState).value
     0.01s   0.1% 76.04%      0.05s  0.52%  fmt.(*pp).free
     0.01s   0.1% 76.14%      0.05s  0.52%  fmt.(*pp).printArg
     0.01s   0.1% 76.24%      0.92s  9.54%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
     0.01s   0.1% 76.35%      0.08s  0.83%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*framer).readFrame
     0.01s   0.1% 76.45%      0.07s  0.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*Container).Unmarshal
     0.01s   0.1% 76.56%      0.09s  0.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
     0.01s   0.1% 76.66%      0.09s  0.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Unmarshal
     0.01s   0.1% 76.76%      0.85s  8.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
     0.01s   0.1% 76.87%      0.10s  1.04%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
     0.01s   0.1% 76.97%      0.17s  1.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
     0.01s   0.1% 77.07%      0.19s  1.97%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
     0.01s   0.1% 77.18%      0.05s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconcile
     0.01s   0.1% 77.28%      0.08s  0.83%  io.ReadAtLeast
     0.01s   0.1% 77.39%      0.14s  1.45%  net.(*netFD).Write
     0.01s   0.1% 77.49%      0.05s  0.52%  net.(*netFD).dial
     0.01s   0.1% 77.59%      0.05s  0.52%  net/http.(*body).readLocked
     0.01s   0.1% 77.70%      1.15s 11.93%  os.(*File).readdir
     0.01s   0.1% 77.80%      0.06s  0.62%  reflect.makeString
     0.01s   0.1% 77.90%      0.30s  3.11%  runtime.(*mcache).nextFree
     0.01s   0.1% 78.01%      0.13s  1.35%  runtime.adjustframe
     0.01s   0.1% 78.11%      0.28s  2.90%  runtime.blockevent
     0.01s   0.1% 78.22%      0.24s  2.49%  runtime.callers
     0.01s   0.1% 78.32%      0.07s  0.73%  runtime.exitsyscall
     0.01s   0.1% 78.42%      1.29s 13.38%  runtime.gcDrain
     0.01s   0.1% 78.53%      0.09s  0.93%  runtime.goready.func1
     0.01s   0.1% 78.63%      0.10s  1.04%  runtime.hashGrow
     0.01s   0.1% 78.73%      0.06s  0.62%  runtime.newproc
     0.01s   0.1% 78.84%      0.10s  1.04%  runtime.notesleep
     0.01s   0.1% 78.94%      0.09s  0.93%  runtime.pcdatavalue
     0.01s   0.1% 79.05%      0.20s  2.07%  runtime.rawstringtmp
     0.01s   0.1% 79.15%      0.05s  0.52%  runtime.scanstack.func1
     0.01s   0.1% 79.25%      0.14s  1.45%  runtime.timerproc
     0.01s   0.1% 79.36%      0.15s  1.56%  syscall.BytePtrFromString
     0.01s   0.1% 79.46%      0.77s  7.99%  syscall.Lstat
         0     0% 79.46%      0.09s  0.93%  bufio.(*Reader).Read
         0     0% 79.46%      0.11s  1.14%  bufio.(*Scanner).Scan
         0     0% 79.46%      0.14s  1.45%  bufio.(*Writer).Flush
         0     0% 79.46%      0.05s  0.52%  bytes.(*Buffer).Write
         0     0% 79.46%      0.08s  0.83%  bytes.makeSlice
         0     0% 79.46%      0.86s  8.92%  encoding/json.(*Decoder).Decode
         0     0% 79.46%      0.10s  1.04%  encoding/json.(*Decoder).refill
         0     0% 79.46%      0.67s  6.95%  encoding/json.(*decodeState).array
         0     0% 79.46%      0.18s  1.87%  encoding/json.(*decodeState).literal
         0     0% 79.46%      0.69s  7.16%  encoding/json.(*decodeState).unmarshal
         0     0% 79.46%      0.05s  0.52%  encoding/json.(*encodeState).marshal
         0     0% 79.46%      0.05s  0.52%  encoding/json.(*encodeState).reflectValue
         0     0% 79.46%      0.05s  0.52%  encoding/json.Marshal
         0     0% 79.46%      0.15s  1.56%  fmt.Sprintf
         0     0% 79.46%      0.93s  9.65%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListImages
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/pkg/dns.(*ServiceResolver).Records
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ImageList
         0     0% 79.46%      0.09s  0.93%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 79.46%      0.09s  0.93%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
         0     0% 79.46%      0.09s  0.93%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.(*notifyingReader).Read
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do
         0     0% 79.46%      0.09s  0.93%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
         0     0% 79.46%      0.12s  1.24%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Marshal
         0     0% 79.46%      0.18s  1.87%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 79.46%      0.18s  1.87%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 79.46%      0.54s  5.60%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 79.46%      0.46s  4.77%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 79.46%      0.46s  4.77%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 79.46%      0.35s  3.63%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 79.46%      0.31s  3.22%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
         0     0% 79.46%      0.12s  1.24%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 79.46%      0.77s  7.99%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 79.46%      0.48s  4.98%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 79.46%      0.65s  6.74%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 79.46%      0.46s  4.77%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 79.46%      0.10s  1.04%  github.com/openshift/origin/vendor/github.com/google/cadvisor/info/v1.(*ContainerStats).StatsEq
         0     0% 79.46%      0.54s  5.60%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 79.46%      0.89s  9.23%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 79.46%      0.79s  8.20%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 79.46%      0.10s  1.04%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).nextHousekeeping
         0     0% 79.46%      0.54s  5.60%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 79.46%      0.79s  8.20%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 79.46%      0.56s  5.81%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 79.46%      0.46s  4.77%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 79.46%      0.46s  4.77%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 79.46%      0.46s  4.77%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 79.46%      0.20s  2.07%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 79.46%      0.17s  1.76%  github.com/openshift/origin/vendor/github.com/miekg/dns.(*ServeMux).ServeDNS
         0     0% 79.46%      0.17s  1.76%  github.com/openshift/origin/vendor/github.com/miekg/dns.(*Server).serve
         0     0% 79.46%      0.07s  0.73%  github.com/openshift/origin/vendor/github.com/miekg/dns.(*response).Write
         0     0% 79.46%      0.10s  1.04%  github.com/openshift/origin/vendor/github.com/miekg/dns.(*response).WriteMsg
         0     0% 79.46%      0.07s  0.73%  github.com/openshift/origin/vendor/github.com/miekg/dns.WriteToSessionUDP
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups.PathExists
         0     0% 79.46%      0.09s  0.93%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 79.46%      0.74s  7.68%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 79.46%      0.52s  5.39%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 79.46%      0.09s  0.93%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
         0     0% 79.46%      0.39s  4.05%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 79.46%      0.37s  3.84%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/github.com/skynetservices/skydns/server.(*FirstBackend).Records
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/github.com/skynetservices/skydns/server.(*server).AddressRecords
         0     0% 79.46%      0.17s  1.76%  github.com/openshift/origin/vendor/github.com/skynetservices/skydns/server.(*server).ServeDNS
         0     0% 79.46%      0.11s  1.14%  github.com/openshift/origin/vendor/github.com/skynetservices/skydns/server.(*server).ServeDNS.func1
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/github.com/skynetservices/skydns/server.FirstBackend.Records
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*ClientConn).readLoop
         0     0% 79.46%      0.12s  1.24%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).ReadFrame
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*clientConnReadLoop).run
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/golang.org/x/net/http2.readFrameHeader
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleRawConn
         0     0% 79.46%      1.40s 14.52%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 79.46%      1.40s 14.52%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 79.46%      0.19s  1.97%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveNewHTTP2Transport
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams
         0     0% 79.46%      1.41s 14.63%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 79.46%      0.12s  1.24%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Marshal
         0     0% 79.46%      0.18s  1.87%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 79.46%      0.32s  3.32%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 79.46%      0.12s  1.24%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
         0     0% 79.46%      0.32s  3.32%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 79.46%      0.12s  1.24%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Marshal
         0     0% 79.46%      0.18s  1.87%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 79.46%      0.20s  2.07%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 79.46%      0.22s  2.28%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 79.46%      0.10s  1.04%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*framer).writeData
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).NewStream
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).Write
         0     0% 79.46%      0.10s  1.04%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).reader
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).HandleStreams
         0     0% 79.46%      0.07s  0.73%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).Write
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).WriteHeader
         0     0% 79.46%      1.57s 16.29%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 79.46%      1.52s 15.77%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 79.46%      1.57s 16.29%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 79.46%      1.05s 10.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 79.46%      0.08s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncNodeStatus)-fm
         0     0% 79.46%      0.56s  5.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 79.46%      1.05s 10.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 79.46%      1.05s 10.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 79.46%      1.05s 10.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 79.46%      1.05s 10.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 79.46%      0.08s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncNodeStatus
         0     0% 79.46%      0.08s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).tryUpdateNodeStatus
         0     0% 79.46%      0.08s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).updateNodeStatus
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Marshal
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).MarshalTo
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Marshal
         0     0% 79.46%      0.09s  0.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
         0     0% 79.46%      0.14s  1.45%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 79.46%      0.17s  1.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._ImageService_ListImages_Handler
         0     0% 79.46%      0.51s  5.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 79.46%      0.59s  6.12%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 79.46%      0.56s  5.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).GetPods
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).getPodsWithTimestamp
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).updateCache
         0     0% 79.46%      0.50s  5.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListImages
         0     0% 79.46%      0.59s  6.12%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 79.46%      0.06s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.toRuntimeAPIContainer
         0     0% 79.46%      0.95s  9.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListImages
         0     0% 79.46%      0.93s  9.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListImages
         0     0% 79.46%      0.95s  9.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListImages
         0     0% 79.46%      0.50s  5.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 79.46%      0.05s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListImages
         0     0% 79.46%      0.59s  6.12%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 79.46%      0.56s  5.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 79.46%      0.56s  5.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 79.46%      0.56s  5.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 79.46%      0.16s  1.66%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 79.46%      0.18s  1.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 79.46%      0.39s  4.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 79.46%      0.17s  1.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
