7.56s of 9.37s total (80.68%)
     0.02s  0.21% 76.84%      0.08s  0.85%  runtime.typedmemmove
     0.02s  0.21% 77.05%      0.08s  0.85%  syscall.ByteSliceFromString
     0.01s  0.11% 77.16%      0.18s  1.92%  bufio.(*Scanner).Scan
     0.01s  0.11% 77.27%      0.15s  1.60%  bufio.(*Writer).Flush
     0.01s  0.11% 77.37%      0.73s  7.79%  encoding/json.(*decodeState).array
     0.01s  0.11% 77.48%      0.16s  1.71%  encoding/json.(*decodeState).literalStore
     0.01s  0.11% 77.59%      0.76s  8.11%  encoding/json.(*decodeState).value
     0.01s  0.11% 77.69%      0.50s  5.34%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
     0.01s  0.11% 77.80%      0.13s  1.39%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
     0.01s  0.11% 77.91%      0.06s  0.64%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).ReadFrame
     0.01s  0.11% 78.01%      0.07s  0.75%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Marshal
     0.01s  0.11% 78.12%      0.09s  0.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*Container).Unmarshal
     0.01s  0.11% 78.23%      0.09s  0.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
     0.01s  0.11% 78.34%      0.35s  3.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
     0.01s  0.11% 78.44%      0.06s  0.64%  net.sysSocket
     0.01s  0.11% 78.55%      0.13s  1.39%  net/http.(*Client).Do
     0.01s  0.11% 78.66%      0.10s  1.07%  net/http.(*persistConn).Read
     0.01s  0.11% 78.76%      0.24s  2.56%  os.(*File).readdirnames
     0.01s  0.11% 78.87%      0.05s  0.53%  reflect.deepValueEqual
     0.01s  0.11% 78.98%      0.05s  0.53%  reflect.makeString
     0.01s  0.11% 79.08%      0.34s  3.63%  runtime.(*mcache).refill
     0.01s  0.11% 79.19%      0.33s  3.52%  runtime.(*mcentral).cacheSpan
     0.01s  0.11% 79.30%      0.24s  2.56%  runtime.(*mheap).alloc
     0.01s  0.11% 79.40%      0.05s  0.53%  runtime.(*mheap).alloc_m
     0.01s  0.11% 79.51%      0.06s  0.64%  runtime.(*mspan).sweep
     0.01s  0.11% 79.62%      0.11s  1.17%  runtime.concatstring3
     0.01s  0.11% 79.72%      0.05s  0.53%  runtime.hashGrow
     0.01s  0.11% 79.83%      0.41s  4.38%  runtime.makeslice
     0.01s  0.11% 79.94%      0.13s  1.39%  runtime.mapaccess1
     0.01s  0.11% 80.04%      0.06s  0.64%  runtime.newproc1
     0.01s  0.11% 80.15%      0.05s  0.53%  runtime.notesleep
     0.01s  0.11% 80.26%      0.17s  1.81%  runtime.park_m
     0.01s  0.11% 80.36%      0.05s  0.53%  runtime.sysmon
     0.01s  0.11% 80.47%      2.26s 24.12%  runtime.systemstack
     0.01s  0.11% 80.58%      0.09s  0.96%  syscall.BytePtrFromString
     0.01s  0.11% 80.68%      0.29s  3.09%  syscall.Stat
         0     0% 80.68%      0.06s  0.64%  bufio.(*Reader).Peek
         0     0% 80.68%      0.06s  0.64%  bufio.(*Reader).Read
         0     0% 80.68%      0.06s  0.64%  bufio.(*Reader).fill
         0     0% 80.68%      0.22s  2.35%  bytes.(*Buffer).ReadFrom
         0     0% 80.68%      0.08s  0.85%  bytes.makeSlice
         0     0% 80.68%      0.06s  0.64%  crypto/tls.(*Conn).Handshake
         0     0% 80.68%      0.06s  0.64%  crypto/tls.(*Conn).clientHandshake
         0     0% 80.68%      0.05s  0.53%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0% 80.68%      0.95s 10.14%  encoding/json.(*Decoder).Decode
         0     0% 80.68%      0.09s  0.96%  encoding/json.(*Decoder).refill
         0     0% 80.68%      0.06s  0.64%  encoding/json.(*decodeState).indirect
         0     0% 80.68%      0.31s  3.31%  encoding/json.(*decodeState).literal
         0     0% 80.68%      0.76s  8.11%  encoding/json.(*decodeState).unmarshal
         0     0% 80.68%      0.06s  0.64%  encoding/json.Unmarshal
         0     0% 80.68%      0.12s  1.28%  fmt.Sprintf
         0     0% 80.68%      1.05s 11.21%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListImages
         0     0% 80.68%      0.05s  0.53%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).Version
         0     0% 80.68%      1.03s 10.99%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ImageList
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ServerVersion
         0     0% 80.68%      0.14s  1.49%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).newRequest
         0     0% 80.68%      0.14s  1.49%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
         0     0% 80.68%      0.14s  1.49%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.(*notifyingReader).Read
         0     0% 80.68%      0.08s  0.85%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Marshal
         0     0% 80.68%      0.13s  1.39%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 80.68%      0.13s  1.39%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 80.68%      0.39s  4.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 80.68%      0.39s  4.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 80.68%      0.35s  3.74%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 80.68%      0.29s  3.09%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 80.68%      0.08s  0.85%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
         0     0% 80.68%      0.18s  1.92%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 80.68%      1.05s 11.21%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.scanUdpStats
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.udpStatsFromProc
         0     0% 80.68%      0.42s  4.48%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 80.68%      0.90s  9.61%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 80.68%      0.39s  4.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 80.68%      0.50s  5.34%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 80.68%      1.16s 12.38%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 80.68%      1.12s 11.95%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 80.68%      0.50s  5.34%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 80.68%      1.12s 11.95%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 80.68%      0.50s  5.34%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 80.68%      0.39s  4.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 80.68%      0.39s  4.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 80.68%      0.39s  4.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups.PathExists
         0     0% 80.68%      0.13s  1.39%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuGroup).GetStats
         0     0% 80.68%      0.14s  1.49%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 80.68%      0.97s 10.35%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 80.68%      0.58s  6.19%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 80.68%      0.11s  1.17%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
         0     0% 80.68%      0.45s  4.80%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 80.68%      0.05s  0.53%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCpuUsageBreakdown
         0     0% 80.68%      0.42s  4.48%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
         0     0% 80.68%      0.05s  0.53%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getPercpuUsage
         0     0% 80.68%      0.09s  0.96%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 80.68%      1.50s 16.01%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 80.68%      1.50s 16.01%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 80.68%      0.12s  1.28%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 80.68%      1.50s 16.01%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Marshal
         0     0% 80.68%      0.13s  1.39%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 80.68%      0.27s  2.88%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 80.68%      0.09s  0.96%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
         0     0% 80.68%      0.27s  2.88%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 80.68%      0.13s  1.39%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 80.68%      0.13s  1.39%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 80.68%      0.17s  1.81%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*framer).readFrame
         0     0% 80.68%      0.05s  0.53%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*framer).writeHeaders
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).reader
         0     0% 80.68%      0.05s  0.53%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).writeHeaders
         0     0% 80.68%      1.28s 13.66%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 80.68%      1.27s 13.55%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 80.68%      1.28s 13.66%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 80.68%      0.83s  8.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 80.68%      0.12s  1.28%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncNodeStatus)-fm
         0     0% 80.68%      0.50s  5.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 80.68%      0.83s  8.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 80.68%      0.83s  8.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 80.68%      0.83s  8.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 80.68%      0.83s  8.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 80.68%      0.12s  1.28%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncNodeStatus
         0     0% 80.68%      0.12s  1.28%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).tryUpdateNodeStatus
         0     0% 80.68%      0.12s  1.28%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).updateNodeStatus
         0     0% 80.68%      0.09s  0.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
         0     0% 80.68%      0.19s  2.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._ImageService_ListImages_Handler
         0     0% 80.68%      0.60s  6.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 80.68%      0.61s  6.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_Status_Handler
         0     0% 80.68%      0.50s  5.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 80.68%      0.71s  7.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 80.68%      0.59s  6.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListImages
         0     0% 80.68%      0.61s  6.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).Status
         0     0% 80.68%      0.08s  0.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.containerToRuntimeAPISandbox
         0     0% 80.68%      1.07s 11.42%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListImages
         0     0% 80.68%      0.05s  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).Version
         0     0% 80.68%      1.05s 11.21%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListImages
         0     0% 80.68%      0.05s  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).Version
         0     0% 80.68%      1.07s 11.42%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListImages
         0     0% 80.68%      0.05s  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.Version
         0     0% 80.68%      0.59s  6.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListImages
         0     0% 80.68%      0.61s  6.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).Status
         0     0% 80.68%      0.51s  5.44%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 80.68%      0.51s  5.44%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 80.68%      0.50s  5.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 80.68%      0.19s  2.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 80.68%      0.08s  0.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 80.68%      0.19s  2.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 80.68%      0.19s  2.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 80.68%      0.08s  0.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).toKubeContainer
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getContainerInfoFromAnnotations
         0     0% 80.68%      0.05s  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getJSONObjectFromLabel
         0     0% 80.68%      0.19s  2.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 80.68%      0.08s  0.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 80.68%      0.26s  2.77%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 80.68%      0.26s  2.77%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*prober).probe
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*prober).runProbe
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*prober).runProbeWithRetries
         0     0% 80.68%      0.06s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*worker).doProbe
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*worker).run
         0     0% 80.68%      0.19s  2.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 80.68%      0.07s  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 80.68%      0.50s  5.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 80.68%      0.50s  5.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
