7.04s of 8.89s total (79.19%)
     0.01s  0.11% 77.28%      0.17s  1.91%  os.(*File).Read
     0.01s  0.11% 77.39%      0.32s  3.60%  os.Stat
     0.01s  0.11% 77.50%      0.06s  0.67%  reflect.(*rtype).Name
     0.01s  0.11% 77.62%      0.05s  0.56%  reflect.(*rtype).String
     0.01s  0.11% 77.73%      0.05s  0.56%  runtime.(*mheap).allocSpanLocked
     0.01s  0.11% 77.84%      0.06s  0.67%  runtime.bgsweep
     0.01s  0.11% 77.95%      0.13s  1.46%  runtime.callers.func1
     0.01s  0.11% 78.07%      0.09s  1.01%  runtime.evacuate
     0.01s  0.11% 78.18%      0.05s  0.56%  runtime.gosweepone
     0.01s  0.11% 78.29%      0.10s  1.12%  runtime.growWork
     0.01s  0.11% 78.40%      0.41s  4.61%  runtime.makeslice
     0.01s  0.11% 78.52%      0.20s  2.25%  runtime.morestack
     0.01s  0.11% 78.63%      0.19s  2.14%  runtime.newstack
     0.01s  0.11% 78.74%      0.15s  1.69%  runtime.rawstringtmp
     0.01s  0.11% 78.85%      0.26s  2.92%  runtime.schedule
     0.01s  0.11% 78.97%      2.26s 25.42%  runtime.systemstack
     0.01s  0.11% 79.08%      0.11s  1.24%  syscall.BytePtrFromString
     0.01s  0.11% 79.19%      0.59s  6.64%  syscall.Lstat
         0     0% 79.19%      0.14s  1.57%  bufio.(*Scanner).Scan
         0     0% 79.19%      0.08s   0.9%  bufio.(*Writer).Flush
         0     0% 79.19%      0.18s  2.02%  bytes.(*Buffer).ReadFrom
         0     0% 79.19%      0.05s  0.56%  bytes.(*Buffer).Write
         0     0% 79.19%      0.08s   0.9%  bytes.makeSlice
         0     0% 79.19%      0.07s  0.79%  crypto/tls.(*Conn).Handshake
         0     0% 79.19%      0.07s  0.79%  crypto/tls.(*Conn).clientHandshake
         0     0% 79.19%      0.99s 11.14%  encoding/json.(*Decoder).Decode
         0     0% 79.19%      0.12s  1.35%  encoding/json.(*Decoder).refill
         0     0% 79.19%      0.74s  8.32%  encoding/json.(*decodeState).array
         0     0% 79.19%      0.07s  0.79%  encoding/json.(*decodeState).indirect
         0     0% 79.19%      0.76s  8.55%  encoding/json.(*decodeState).value
         0     0% 79.19%      0.05s  0.56%  encoding/json.Unmarshal
         0     0% 79.19%      0.15s  1.69%  fmt.Sprintf
         0     0% 79.19%      1.14s 12.82%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 79.19%      0.14s  1.57%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 79.19%      0.06s  0.67%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).newRequest
         0     0% 79.19%      0.14s  1.57%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
         0     0% 79.19%      0.14s  1.57%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 79.19%      0.08s   0.9%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
         0     0% 79.19%      0.12s  1.35%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 79.19%      0.12s  1.35%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 79.19%      0.55s  6.19%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 79.19%      0.38s  4.27%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 79.19%      0.38s  4.27%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 79.19%      0.36s  4.05%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 79.19%      0.20s  2.25%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
         0     0% 79.19%      0.10s  1.12%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 79.19%      0.99s 11.14%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 79.19%      0.06s  0.67%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.udpStatsFromProc
         0     0% 79.19%      0.50s  5.62%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 79.19%      0.90s 10.12%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 79.19%      0.38s  4.27%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 79.19%      0.56s  6.30%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 79.19%      1.07s 12.04%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 79.19%      1.04s 11.70%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 79.19%      0.56s  6.30%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 79.19%      1.04s 11.70%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 79.19%      0.56s  6.30%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 79.19%      0.40s  4.50%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 79.19%      0.40s  4.50%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 79.19%      0.14s  1.57%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 79.19%      0.09s  1.01%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups.PathExists
         0     0% 79.19%      0.10s  1.12%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuGroup).GetStats
         0     0% 79.19%      0.09s  1.01%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 79.19%      0.88s  9.90%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 79.19%      0.55s  6.19%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 79.19%      0.44s  4.95%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 79.19%      0.42s  4.72%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).ReadFrame
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Transport).RoundTrip
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Transport).RoundTripOpt
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/golang.org/x/net/http2.readFrameHeader
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/golang.org/x/net/http2/hpack.(*Encoder).WriteField
         0     0% 79.19%      1.48s 16.65%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 79.19%      1.48s 16.65%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 79.19%      0.09s  1.01%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 79.19%      1.49s 16.76%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 79.19%      0.12s  1.35%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 79.19%      0.24s  2.70%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 79.19%      0.06s  0.67%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
         0     0% 79.19%      0.24s  2.70%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 79.19%      0.12s  1.35%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 79.19%      0.13s  1.46%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 79.19%      0.15s  1.69%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 79.19%      0.08s   0.9%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 79.19%      0.06s  0.67%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*framer).readFrame
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).NewStream
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).reader
         0     0% 79.19%      1.31s 14.74%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 79.19%      1.27s 14.29%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 79.19%      1.31s 14.74%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.(*Request).Do
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.(*Request).request
         0     0% 79.19%      0.81s  9.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 79.19%      0.16s  1.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncNodeStatus)-fm
         0     0% 79.19%      0.56s  6.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 79.19%      0.81s  9.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 79.19%      0.81s  9.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).setNodeStatus
         0     0% 79.19%      0.81s  9.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 79.19%      0.81s  9.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 79.19%      0.16s  1.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncNodeStatus
         0     0% 79.19%      0.16s  1.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).tryUpdateNodeStatus
         0     0% 79.19%      0.16s  1.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).updateNodeStatus
         0     0% 79.19%      0.06s  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*Container).Unmarshal
         0     0% 79.19%      0.06s  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
         0     0% 79.19%      0.06s  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Unmarshal
         0     0% 79.19%      0.12s  1.35%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 79.19%      0.12s  1.35%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 79.19%      0.63s  7.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 79.19%      0.69s  7.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 79.19%      0.56s  6.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 79.19%      0.64s  7.20%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 79.19%      0.63s  7.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 79.19%      0.69s  7.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 79.19%      0.08s   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.toRuntimeAPIContainer
         0     0% 79.19%      1.15s 12.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 79.19%      1.14s 12.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 79.19%      1.15s 12.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 79.19%      0.63s  7.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 79.19%      0.69s  7.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 79.19%      0.57s  6.41%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 79.19%      0.57s  6.41%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 79.19%      0.56s  6.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 79.19%      0.13s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 79.19%      0.13s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 79.19%      0.32s  3.60%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 79.19%      0.13s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 79.19%      0.13s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 79.19%      0.13s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).toKubeContainer
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getJSONObjectFromLabel
         0     0% 79.19%      0.13s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 79.19%      0.13s  1.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 79.19%      0.18s  2.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 79.19%      0.18s  2.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*prober).probe
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*prober).runProbe
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*prober).runProbeWithRetries
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*worker).doProbe
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/prober.(*worker).run
         0     0% 79.19%      0.12s  1.35%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 79.19%      0.56s  6.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 79.19%      0.56s  6.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 79.19%      0.06s  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/populator.(*desiredStateOfWorldPopulator).Run
         0     0% 79.19%      0.06s  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).Run
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconcile
         0     0% 79.19%      0.05s  0.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconciliationLoopFunc.func1
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/probe/http.DoHTTPProbe
         0     0% 79.19%      0.07s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/probe/http.httpProber.Probe
         0     0% 79.19%      1.24s 13.95%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 79.19%      1.25s 14.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 79.19%      1.24s 13.95%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 79.19%      0.08s   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.GetChainLines
         0     0% 79.19%      0.06s  0.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/node.PatchNodeStatus
         0     0% 79.19%      0.07s  0.79%  io.ReadAtLeast
         0     0% 79.19%      0.07s  0.79%  io.ReadFull
         0     0% 79.19%      1.03s 11.59%  io/ioutil.ReadDir
         0     0% 79.19%      0.66s  7.42%  io/ioutil.ReadFile
         0     0% 79.19%      0.21s  2.36%  io/ioutil.readAll
         0     0% 79.19%      0.07s  0.79%  net.(*Dialer).DialContext
         0     0% 79.19%      0.06s  0.67%  net.(*conn).Read
         0     0% 79.19%      0.08s   0.9%  net.(*conn).Write
         0     0% 79.19%      0.06s  0.67%  net.(*netFD).Read
         0     0% 79.19%      0.08s   0.9%  net.(*netFD).Write
         0     0% 79.19%      0.07s  0.79%  net.dialSerial
         0     0% 79.19%      0.07s  0.79%  net.dialSingle
         0     0% 79.19%      0.06s  0.67%  net.dialTCP
         0     0% 79.19%      0.06s  0.67%  net.doDialTCP
         0     0% 79.19%      0.06s  0.67%  net.internetSocket
         0     0% 79.19%      0.06s  0.67%  net.socket
         0     0% 79.19%      0.16s  1.80%  net/http.(*Client).Do
         0     0% 79.19%      0.16s  1.80%  net/http.(*Client).send
         0     0% 79.19%      0.14s  1.57%  net/http.(*Transport).RoundTrip
         0     0% 79.19%      0.07s  0.79%  net/http.(*Transport).dial
         0     0% 79.19%      0.07s  0.79%  net/http.(*Transport).dialConn
         0     0% 79.19%      0.07s  0.79%  net/http.(*Transport).dialConn.func3
         0     0% 79.19%      0.07s  0.79%  net/http.(*Transport).getConn.func4
         0     0% 79.19%      0.05s  0.56%  net/http.(*bodyEOFSignal).Read
         0     0% 79.19%      0.12s  1.35%  net/http.(*persistConn).readLoop
