timestamp_ms,active_opens_sec,passive_opens_sec,rx_segments_sec,tcp_attempt_fails_sec,tcp_establish_resets_sec,tcp_rx_segments_error_sec,tcp_segments_retransmitted_sec,tcp_tx_segments_RSTflag_sec,tx_segments_sec
1505944845000,1.13,1.65,505.81,0.31,0.15,0.00,0.14,0.00,503.10
1505944945000,30.63,31.69,1056.68,0.11,0.02,0.00,0.10,0.00,1053.68
1505945045000,88.02,94.29,2067.87,0.16,9.99,0.05,13.21,0.05,2035.36
1505945145000,76.86,81.65,1902.92,0.16,1.11,0.02,9.08,0.02,1875.13
1505945245000,60.32,63.02,1519.15,0.17,2.54,0.05,8.58,0.05,1499.86
1505945345000,83.79,84.95,2067.23,0.15,0.95,0.01,11.55,0.01,2060.25
1505945445000,63.03,64.21,1534.09,0.17,1.93,0.05,7.55,0.05,1515.78
1505945545000,100.34,103.05,2219.09,0.12,4.88,0.09,15.89,0.09,2212.87
1505945645000,56.41,53.85,1358.96,0.16,4.25,0.06,8.08,0.06,1347.50
1505945745000,54.41,57.51,1328.69,0.17,6.90,0.09,6.09,0.09,1310.99
1505945845000,10.89,7.41,811.05,0.29,0.52,0.01,0.85,0.01,811.48
1505945945000,14.00,9.97,784.92,0.27,0.61,0.03,2.01,0.03,784.48
1505946045000,21.41,13.63,919.61,0.26,0.74,0.04,1.67,0.04,924.48
1505946145000,0.77,4.45,652.17,0.26,0.17,0.00,0.16,0.00,642.46
1505946245000,28.68,33.76,1125.74,0.19,0.10,0.00,0.42,0.00,1114.92
1505946345000,17.46,14.62,839.11,0.00,0.00,0.00,0.92,0.00,843.31
1505946445000,72.64,63.34,1717.74,0.08,6.10,0.02,11.03,0.02,1721.68
1505946545000,68.25,71.54,1713.04,0.14,3.22,0.06,9.38,0.06,1688.21
1505946645000,110.06,115.33,2730.13,0.11,11.05,0.06,15.41,0.06,2699.52
1505946745000,100.59,102.71,2303.27,0.12,4.35,0.07,15.61,0.07,2273.43
1505946845000,78.40,75.42,1814.64,0.13,3.80,0.04,11.34,0.04,1798.15
1505946945000,91.68,91.08,2016.55,0.12,9.87,0.07,17.72,0.07,2001.63
1505947045000,120.17,123.75,2802.69,0.09,14.79,0.05,18.84,0.05,2782.40
1505947145000,102.99,104.00,2497.43,0.11,11.46,0.06,14.93,0.06,2469.12
1505947245000,73.28,69.29,1594.21,0.12,1.75,0.03,10.34,0.03,1587.08
1505947345000,44.90,50.98,1432.43,0.18,7.22,0.05,7.63,0.05,1404.61
1505947445000,16.98,9.74,853.88,0.22,0.58,0.04,1.88,0.04,855.28
1505947545000,20.96,8.97,967.93,0.24,0.40,0.04,2.59,0.04,974.34
1505947645000,14.76,11.13,892.86,0.20,0.54,0.02,1.41,0.02,886.03
1505947745000,13.31,8.91,792.08,0.21,0.32,0.04,2.43,0.04,790.94
1505947845000,10.89,4.82,874.68,0.22,0.62,0.00,0.96,0.00,877.40
1505947945000,36.36,12.52,900.75,0.19,0.60,0.08,6.17,0.08,925.03
1505948045000,50.80,52.01,1599.47,0.16,0.77,0.02,6.90,0.02,1578.30
1505948145000,61.20,62.21,1903.19,0.04,0.04,0.00,4.44,0.00,1895.30
1505948245000,0.40,0.12,713.05,0.00,0.00,0.00,0.00,0.00,712.56
1505948345000,0.40,0.00,710.91,0.00,0.00,0.00,0.00,0.00,710.83
