49.96s of 61.29s total (81.51%)
     0.16s  0.26% 75.40%      1.26s  2.06%  encoding/json.(*decodeState).indirect
     0.15s  0.24% 75.64%      2.93s  4.78%  encoding/json.(*decodeState).literalStore
     0.15s  0.24% 75.89%      2.78s  4.54%  runtime.newobject
     0.14s  0.23% 76.11%      0.51s  0.83%  runtime.gcmarkwb_m
     0.14s  0.23% 76.34%      0.71s  1.16%  runtime.writebarrierptr_prewrite1
     0.14s  0.23% 76.57%      0.38s  0.62%  strings.genSplit
     0.13s  0.21% 76.78%      0.55s   0.9%  runtime.convT2E
     0.12s   0.2% 76.98%      0.37s   0.6%  runtime.mapaccess1
     0.12s   0.2% 77.17%      0.37s   0.6%  runtime.shade
     0.11s  0.18% 77.35%      0.37s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
     0.10s  0.16% 77.52%      0.31s  0.51%  runtime.mapiterinit
     0.10s  0.16% 77.68%      2.08s  3.39%  runtime.rawstringtmp
     0.10s  0.16% 77.84%      0.37s   0.6%  runtime.selectgoImpl
     0.09s  0.15% 77.99%      0.45s  0.73%  runtime.(*mspan).sweep
     0.09s  0.15% 78.14%      0.66s  1.08%  runtime.concatstrings
     0.09s  0.15% 78.28%      0.36s  0.59%  runtime.makemap
     0.08s  0.13% 78.41%      0.71s  1.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*Container).Unmarshal
     0.08s  0.13% 78.54%      1.18s  1.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Unmarshal
     0.08s  0.13% 78.68%      0.87s  1.42%  reflect.deepValueEqual
     0.07s  0.11% 78.79%      1.46s  2.38%  runtime.(*mcentral).cacheSpan
     0.07s  0.11% 78.90%      3.17s  5.17%  runtime.makeslice
     0.07s  0.11% 79.02%      0.58s  0.95%  runtime.writebarrierptr_prewrite1.func1
     0.06s 0.098% 79.12%     13.12s 21.41%  encoding/json.(*decodeState).value
     0.06s 0.098% 79.21%      1.13s  1.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
     0.06s 0.098% 79.31%      0.33s  0.54%  reflect.(*rtype).ptrTo
     0.06s 0.098% 79.41%      1.11s  1.81%  reflect.Value.Convert
     0.05s 0.082% 79.49%      0.47s  0.77%  runtime.writebarrierptr
     0.05s 0.082% 79.57%      0.36s  0.59%  strings.Replace
     0.04s 0.065% 79.64%      4.73s  7.72%  encoding/json.(*decodeState).literal
     0.04s 0.065% 79.70%      3.72s  6.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
     0.04s 0.065% 79.77%      4.54s  7.41%  os.Lstat
     0.04s 0.065% 79.83%      0.94s  1.53%  reflect.cvtBytesString
     0.04s 0.065% 79.90%      0.95s  1.55%  runtime.hashGrow
     0.04s 0.065% 79.96%      0.81s  1.32%  runtime.scanframeworker
     0.04s 0.065% 80.03%      1.52s  2.48%  runtime.scanstack
     0.03s 0.049% 80.08%      1.05s  1.71%  os.(*File).read
     0.03s 0.049% 80.13%      1.79s  2.92%  reflect.Value.SetMapIndex
     0.03s 0.049% 80.18%      1.69s  2.76%  reflect.mapassign
     0.03s 0.049% 80.23%      0.74s  1.21%  reflect.unsafe_New
     0.03s 0.049% 80.27%      1.43s  2.33%  runtime.(*mheap).alloc
     0.03s 0.049% 80.32%      0.48s  0.78%  runtime.findrunnable
     0.03s 0.049% 80.37%      0.58s  0.95%  runtime.schedule
     0.03s 0.049% 80.42%      0.70s  1.14%  syscall.BytePtrFromString
     0.03s 0.049% 80.47%      1.89s  3.08%  syscall.Stat
     0.03s 0.049% 80.52%      2.08s  3.39%  syscall.openat
     0.02s 0.033% 80.55%      7.24s 11.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
     0.02s 0.033% 80.58%      2.93s  4.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
     0.02s 0.033% 80.62%      0.37s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getJSONObjectFromLabel
     0.02s 0.033% 80.65%      1.41s  2.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.02s 0.033% 80.68%      0.31s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.GetChainLines
     0.02s 0.033% 80.71%      5.69s  9.28%  os.(*File).readdir
     0.02s 0.033% 80.75%      0.32s  0.52%  os.(*file).close
     0.02s 0.033% 80.78%      0.36s  0.59%  reflect.MakeSlice
     0.02s 0.033% 80.81%      0.49s   0.8%  reflect.New
     0.02s 0.033% 80.85%      0.57s  0.93%  reflect.makeString
     0.02s 0.033% 80.88%      1.85s  3.02%  runtime.(*mcache).nextFree
     0.02s 0.033% 80.91%      1.48s  2.41%  runtime.(*mcache).refill
     0.02s 0.033% 80.94%      0.73s  1.19%  runtime.gosweepone
     0.02s 0.033% 80.98%      0.67s  1.09%  runtime.gosweepone.func1
     0.02s 0.033% 81.01%      1.52s  2.48%  runtime.newarray
     0.02s 0.033% 81.04%      0.83s  1.35%  runtime.scanstack.func1
     0.02s 0.033% 81.07%      0.47s  0.77%  sort.Slice
     0.02s 0.033% 81.11%      4.12s  6.72%  syscall.Lstat
     0.01s 0.016% 81.12%      0.65s  1.06%  bufio.(*Scanner).Scan
     0.01s 0.016% 81.14%      1.05s  1.71%  bytes.(*Buffer).ReadFrom
     0.01s 0.016% 81.16%      0.76s  1.24%  encoding/json.(*Decoder).refill
     0.01s 0.016% 81.17%     13.03s 21.26%  encoding/json.(*decodeState).array
     0.01s 0.016% 81.19%      0.34s  0.55%  encoding/json.Unmarshal
     0.01s 0.016% 81.20%      3.88s  6.33%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
     0.01s 0.016% 81.22%      1.93s  3.15%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
     0.01s 0.016% 81.24%      3.23s  5.27%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
     0.01s 0.016% 81.25%      1.69s  2.76%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
     0.01s 0.016% 81.27%      0.94s  1.53%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Marshal
     0.01s 0.016% 81.29%     10.44s 17.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
     0.01s 0.016% 81.30%      1.08s  1.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.containerToRuntimeAPISandbox
     0.01s 0.016% 81.32%      0.52s  0.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).toKubeContainer
     0.01s 0.016% 81.33%      1.83s  2.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
     0.01s 0.016% 81.35%      0.75s  1.22%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconcile
     0.01s 0.016% 81.37%      6.49s 10.59%  io/ioutil.ReadDir
     0.01s 0.016% 81.38%      3.38s  5.51%  io/ioutil.ReadFile
     0.01s 0.016% 81.40%      1.29s  2.10%  io/ioutil.readAll
     0.01s 0.016% 81.42%      5.70s  9.30%  os.(*File).Readdir
     0.01s 0.016% 81.43%      0.31s  0.51%  runtime.(*mheap).alloc.func1
     0.01s 0.016% 81.45%      0.64s  1.04%  runtime.concatstring3
     0.01s 0.016% 81.47%      0.34s  0.55%  runtime.funcspdelta
     0.01s 0.016% 81.48%      1.21s  1.97%  runtime.growWork
     0.01s 0.016% 81.50%      0.38s  0.62%  runtime.selectgo
     0.01s 0.016% 81.51%      0.42s  0.69%  sort.quickSort_func
         0     0% 81.51%      0.50s  0.82%  bytes.makeSlice
         0     0% 81.51%     16.37s 26.71%  encoding/json.(*Decoder).Decode
         0     0% 81.51%     13.12s 21.41%  encoding/json.(*decodeState).unmarshal
         0     0% 81.51%     16.09s 26.25%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 81.51%     16.09s 26.25%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 81.51%      0.93s  1.52%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Marshal
         0     0% 81.51%      1.92s  3.13%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 81.51%      1.92s  3.13%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 81.51%      3.63s  5.92%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 81.51%      3.63s  5.92%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 81.51%      2.74s  4.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 81.51%      1.95s  3.18%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 81.51%      1.67s  2.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 81.51%      3.71s  6.05%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 81.51%      1.97s  3.21%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 81.51%      2.07s  3.38%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 81.51%      3.63s  5.92%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 81.51%      3.89s  6.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 81.51%      3.94s  6.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 81.51%      3.80s  6.20%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 81.51%      3.91s  6.38%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 81.51%      3.80s  6.20%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 81.51%      4.02s  6.56%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 81.51%      3.65s  5.96%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 81.51%      3.65s  5.96%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 81.51%      3.65s  5.96%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 81.51%      1.31s  2.14%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 81.51%      0.32s  0.52%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 81.51%      0.32s  0.52%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 81.51%      2.32s  3.79%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 81.51%      0.32s  0.52%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
         0     0% 81.51%      1.68s  2.74%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
         0     0% 81.51%     19.23s 31.38%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 81.51%     19.23s 31.38%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 81.51%      1.22s  1.99%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 81.51%     19.23s 31.38%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 81.51%      1.92s  3.13%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 81.51%      2.28s  3.72%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 81.51%      1.03s  1.68%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
         0     0% 81.51%      2.28s  3.72%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 81.51%      0.93s  1.52%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Marshal
         0     0% 81.51%      1.92s  3.13%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 81.51%      2.14s  3.49%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 81.51%      2.19s  3.57%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 81.51%      0.32s  0.52%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).reader
         0     0% 81.51%      9.77s 15.94%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 81.51%      9.76s 15.92%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 81.51%      9.76s 15.92%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 81.51%      5.23s  8.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 81.51%      0.33s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/validation.ValidatePod
         0     0% 81.51%      0.73s  1.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncPod)-fm
         0     0% 81.51%      4.02s  6.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 81.51%      5.20s  8.48%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 81.51%      5.23s  8.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 81.51%      5.23s  8.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 81.51%      5.22s  8.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 81.51%      0.73s  1.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncPod
         0     0% 81.51%      0.73s  1.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).UpdatePod.func1
         0     0% 81.51%      0.73s  1.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop
         0     0% 81.51%      0.73s  1.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop.func1
         0     0% 81.51%      0.32s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Marshal
         0     0% 81.51%      0.73s  1.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
         0     0% 81.51%      0.61s     1%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Marshal
         0     0% 81.51%      0.36s  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).MarshalTo
         0     0% 81.51%      1.18s  1.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
         0     0% 81.51%      0.86s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 81.51%      1.41s  2.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 81.51%      7.24s 11.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 81.51%     10.44s 17.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 81.51%      4.02s  6.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 81.51%      0.38s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*cgroupManagerImpl).CgroupName
         0     0% 81.51%      0.38s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*libcontainerAdapter).revertName
         0     0% 81.51%      1.26s  2.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).Merge
         0     0% 81.51%      1.26s  2.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge
         0     0% 81.51%      1.26s  2.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge.func1
         0     0% 81.51%      0.87s  1.42%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.checkAndUpdatePod
         0     0% 81.51%      0.37s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.filterInvalidPods
         0     0% 81.51%      0.86s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.podsDifferSemantically
         0     0% 81.51%      0.51s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).GetPods
         0     0% 81.51%      0.51s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).getPodsWithTimestamp
         0     0% 81.51%      0.51s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).updateCache
         0     0% 81.51%      0.31s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.toRuntimeAPIContainer
         0     0% 81.51%     16.10s 26.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 81.51%     16.09s 26.25%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 81.51%     16.10s 26.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 81.51%      7.24s 11.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 81.51%     10.44s 17.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 81.51%      4.06s  6.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 81.51%      4.06s  6.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 81.51%      4.06s  6.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 81.51%      0.86s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 81.51%      1.44s  2.35%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 81.51%      0.86s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 81.51%      0.86s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 81.51%      1.43s  2.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 81.51%      0.48s  0.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getContainerInfoFromAnnotations
         0     0% 81.51%      0.86s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 81.51%      1.44s  2.35%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 81.51%      1.83s  2.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 81.51%      0.86s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 81.51%      1.42s  2.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 81.51%      4.06s  6.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 81.51%      4.06s  6.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 81.51%      0.34s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/populator.(*desiredStateOfWorldPopulator).Run
         0     0% 81.51%      0.34s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/populator.(*desiredStateOfWorldPopulator).populatorLoopFunc.func1
         0     0% 81.51%      0.77s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).Run
         0     0% 81.51%      0.76s  1.24%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconciliationLoopFunc.func1
         0     0% 81.51%      1.41s  2.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 81.51%      1.41s  2.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 81.51%      1.41s  2.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 81.51%      1.41s  2.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 81.51%      1.26s  2.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/config.(*Mux).Channel.func1
         0     0% 81.51%      1.26s  2.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/config.(*Mux).listen
         0     0% 81.51%      0.32s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/volume/util/nestedpendingoperations.(*nestedPendingOperations).Run.func1
         0     0% 81.51%      0.32s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/volume/util/operationexecutor.(*operationGenerator).GenerateMountVolumeFunc.func1
         0     0% 81.51%      1.05s  1.71%  os.(*File).Read
