4.58s of 5.57s total (82.23%)
     0.01s  0.18% 78.82%      0.11s  1.97%  os.(*File).Close
     0.01s  0.18% 78.99%      0.96s 17.24%  os.(*File).Readdir
     0.01s  0.18% 79.17%      0.07s  1.26%  os.(*File).Stat
     0.01s  0.18% 79.35%      0.95s 17.06%  os.(*File).readdir
     0.01s  0.18% 79.53%      0.11s  1.97%  os.(*file).close
     0.01s  0.18% 79.71%      0.03s  0.54%  os.fillFileStatFromSys
     0.01s  0.18% 79.89%      0.03s  0.54%  path/filepath.Join
     0.01s  0.18% 80.07%      0.03s  0.54%  reflect.MakeSlice
     0.01s  0.18% 80.25%      0.05s   0.9%  reflect.Value.SetMapIndex
     0.01s  0.18% 80.43%      0.06s  1.08%  runtime.adjustframe
     0.01s  0.18% 80.61%      0.04s  0.72%  runtime.concatstrings
     0.01s  0.18% 80.79%      0.04s  0.72%  runtime.evacuate
     0.01s  0.18% 80.97%      0.13s  2.33%  runtime.newobject
     0.01s  0.18% 81.15%      0.08s  1.44%  runtime.rawstringtmp
     0.01s  0.18% 81.33%      0.06s  1.08%  runtime.ready
     0.01s  0.18% 81.51%      0.08s  1.44%  runtime.saveblockevent
     0.01s  0.18% 81.69%      0.11s  1.97%  runtime.selectgoImpl
     0.01s  0.18% 81.87%      0.04s  0.72%  runtime.sweepone
     0.01s  0.18% 82.05%      1.37s 24.60%  runtime.systemstack
     0.01s  0.18% 82.23%      0.13s  2.33%  syscall.BytePtrFromString
         0     0% 82.23%      0.03s  0.54%  bufio.(*Reader).Peek
         0     0% 82.23%      0.03s  0.54%  bufio.(*Reader).fill
         0     0% 82.23%      0.07s  1.26%  bufio.(*Writer).Flush
         0     0% 82.23%      0.15s  2.69%  bytes.(*Buffer).ReadFrom
         0     0% 82.23%      0.03s  0.54%  bytes.(*Buffer).grow
         0     0% 82.23%      0.11s  1.97%  bytes.makeSlice
         0     0% 82.23%      0.53s  9.52%  encoding/json.(*Decoder).Decode
         0     0% 82.23%      0.05s   0.9%  encoding/json.(*Decoder).refill
         0     0% 82.23%      0.03s  0.54%  encoding/json.(*arrayEncoder).(encoding/json.encode)-fm
         0     0% 82.23%      0.03s  0.54%  encoding/json.(*arrayEncoder).encode
         0     0% 82.23%      0.30s  5.39%  encoding/json.(*decodeState).array
         0     0% 82.23%      0.09s  1.62%  encoding/json.(*decodeState).literal
         0     0% 82.23%      0.35s  6.28%  encoding/json.(*decodeState).unmarshal
         0     0% 82.23%      0.06s  1.08%  encoding/json.(*encodeState).marshal
         0     0% 82.23%      0.06s  1.08%  encoding/json.(*encodeState).reflectValue
         0     0% 82.23%      0.03s  0.54%  encoding/json.(*ptrEncoder).(encoding/json.encode)-fm
         0     0% 82.23%      0.03s  0.54%  encoding/json.(*ptrEncoder).encode
         0     0% 82.23%      0.03s  0.54%  encoding/json.(*sliceEncoder).(encoding/json.encode)-fm
         0     0% 82.23%      0.03s  0.54%  encoding/json.(*sliceEncoder).encode
         0     0% 82.23%      0.04s  0.72%  encoding/json.(*structEncoder).(encoding/json.encode)-fm
         0     0% 82.23%      0.04s  0.72%  encoding/json.(*structEncoder).encode
         0     0% 82.23%      0.05s   0.9%  encoding/json.Marshal
         0     0% 82.23%      0.04s  0.72%  fmt.(*pp).doPrintf
         0     0% 82.23%      0.04s  0.72%  fmt.(*pp).printArg
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).InspectContainer
         0     0% 82.23%      0.48s  8.62%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListImages
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/aws/aws-sdk-go/aws/ec2metadata.(*EC2Metadata).GetMetadata
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/beorn7/perks/quantile.(*Stream).Insert
         0     0% 82.23%      0.06s  1.08%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerInspect
         0     0% 82.23%      0.48s  8.62%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ImageList
         0     0% 82.23%      0.07s  1.26%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).getAPIPath
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).newRequest
         0     0% 82.23%      0.08s  1.44%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
         0     0% 82.23%      0.09s  1.62%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/docker/go-connections/sockets.ConfigureTransport.func1
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/golang/glog.(*loggingT).printf
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/golang/glog.Verbose.Infof
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 82.23%      0.52s  9.34%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 82.23%      0.36s  6.46%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 82.23%      0.36s  6.46%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 82.23%      0.36s  6.46%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 82.23%      0.28s  5.03%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 82.23%      0.79s 14.18%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.scanUdpStats
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.udpStatsFromProc
         0     0% 82.23%      0.48s  8.62%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 82.23%      0.75s 13.46%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 82.23%      0.36s  6.46%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/info/v1.(*ContainerStats).StatsEq
         0     0% 82.23%      0.50s  8.98%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 82.23%      0.88s 15.80%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 82.23%      0.84s 15.08%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).nextHousekeeping
         0     0% 82.23%      0.52s  9.34%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 82.23%      0.84s 15.08%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 82.23%      0.50s  8.98%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).createContainer
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).createContainerLocked
         0     0% 82.23%      0.36s  6.46%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 82.23%      0.36s  6.46%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 82.23%      0.36s  6.46%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).watchForNewContainers.func1
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager/watcher/raw.(*rawContainerWatcher).Start.func1
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager/watcher/raw.(*rawContainerWatcher).processEvent
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager/watcher/raw.(*rawContainerWatcher).watchDirectory
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/google/cadvisor/summary.(*StatsSummary).AddSample
         0     0% 82.23%      0.18s  3.23%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 82.23%      0.08s  1.44%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuGroup).GetStats
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 82.23%      0.73s 13.11%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 82.23%      0.55s  9.87%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 82.23%      0.08s  1.44%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
         0     0% 82.23%      0.06s  1.08%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/systemd.(*Manager).Apply
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/systemd.getSubsystemPath
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).asyncFlush.func1
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).flushColdBuf
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Transport).RoundTrip
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Transport).RoundTripOpt
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/golang.org/x/net/http2.noDialH2RoundTripper.RoundTrip
         0     0% 82.23%      0.79s 14.18%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 82.23%      0.79s 14.18%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 82.23%      0.07s  1.26%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 82.23%      0.79s 14.18%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 82.23%      0.09s  1.62%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
         0     0% 82.23%      0.09s  1.62%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 82.23%      0.06s  1.08%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).Write
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).WriteHeader
         0     0% 82.23%      1.08s 19.39%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 82.23%      1.08s 19.39%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 82.23%      1.08s 19.39%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.(*Request).Do
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.(*Request).request
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/client-go/transport.(*userAgentRoundTripper).RoundTrip
         0     0% 82.23%      0.85s 15.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/cloudprovider/providers/aws.(*Cloud).NodeAddresses
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.setNodeAddress)-fm
         0     0% 82.23%      0.10s  1.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncNodeStatus)-fm
         0     0% 82.23%      0.07s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncPod)-fm
         0     0% 82.23%      0.50s  8.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 82.23%      0.83s 14.90%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 82.23%      0.85s 15.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).setNodeAddress
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).setNodeStatus
         0     0% 82.23%      0.85s 15.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 82.23%      0.84s 15.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 82.23%      0.10s  1.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncNodeStatus
         0     0% 82.23%      0.07s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncPod
         0     0% 82.23%      0.10s  1.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).tryUpdateNodeStatus
         0     0% 82.23%      0.10s  1.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).updateNodeStatus
         0     0% 82.23%      0.07s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).UpdatePod.func1
         0     0% 82.23%      0.07s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop
         0     0% 82.23%      0.07s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop.func1
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._ImageService_ListImages_Handler
         0     0% 82.23%      0.25s  4.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 82.23%      0.27s  4.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_PodSandboxStatus_Handler
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_RunPodSandbox_Handler
         0     0% 82.23%      0.50s  8.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*cgroupManagerImpl).Create
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*cgroupManagerImpl).Name
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*libcontainerAdapter).adaptName
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).EnsureExists
         0     0% 82.23%      0.76s 13.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.ConvertCgroupNameToSystemd
         0     0% 82.23%      0.25s  4.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListImages
         0     0% 82.23%      0.27s  4.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).PodSandboxStatus
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).RunPodSandbox
         0     0% 82.23%      0.06s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).InspectContainer
         0     0% 82.23%      0.49s  8.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListImages
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).InspectContainer
         0     0% 82.23%      0.48s  8.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListImages
         0     0% 82.23%      0.06s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.InspectContainer
         0     0% 82.23%      0.49s  8.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListImages
         0     0% 82.23%      0.03s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.recordOperation
         0     0% 82.23%      0.25s  4.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 82.23%      0.05s   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListImages
         0     0% 82.23%      0.27s  4.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).PodSandboxStatus
         0     0% 82.23%      0.04s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).RunPodSandbox
