timestamp_ms,active_opens_sec,passive_opens_sec,rx_segments_sec,tcp_attempt_fails_sec,tcp_establish_resets_sec,tcp_rx_segments_error_sec,tcp_segments_retransmitted_sec,tcp_tx_segments_RSTflag_sec,tx_segments_sec
1505945845000,1.14,0.01,213.42,0.00,0.03,0.00,0.05,0.00,208.56
1505945945000,0.88,0.01,194.90,0.00,0.03,0.00,0.00,0.00,188.03
1505946045000,1.14,0.02,210.79,0.01,0.02,0.00,0.05,0.00,208.26
1505946145000,1.18,0.04,200.68,0.02,0.01,0.00,0.00,0.00,201.33
1505946245000,0.88,0.01,168.87,0.00,0.00,0.00,0.00,0.00,171.27
1505946345000,1.34,0.03,109.94,0.00,0.03,0.00,0.00,0.00,112.57
1505946445000,0.42,0.02,128.09,0.00,0.00,0.00,0.02,0.00,129.50
1505946545000,0.68,0.01,162.76,0.00,0.00,0.00,0.03,0.00,164.32
1505946645000,0.86,0.00,149.83,0.00,0.01,0.00,0.00,0.00,151.06
1505946745000,0.66,0.04,133.28,0.02,0.00,0.00,0.00,0.00,135.78
1505946845000,0.62,0.02,163.64,0.00,0.01,0.00,0.47,0.00,165.16
1505946945000,0.62,0.00,155.20,0.00,0.01,0.00,0.01,0.00,156.67
1505947045000,1.01,0.03,152.06,0.00,0.03,0.00,0.00,0.00,153.99
1505947145000,0.75,0.02,158.05,0.00,0.02,0.00,0.04,0.00,158.98
1505947245000,0.36,0.01,154.27,0.00,0.00,0.00,0.00,0.00,155.46
1505947345000,0.99,0.02,194.88,0.02,0.00,0.00,0.05,0.00,197.22
1505947445000,0.98,0.00,228.50,0.00,0.02,0.01,0.13,0.01,222.32
1505947545000,0.36,0.00,240.08,0.00,0.00,0.00,0.00,0.00,225.56
1505947645000,1.46,0.01,250.35,0.00,0.03,0.02,0.11,0.02,244.07
1505947745000,1.21,0.00,239.64,0.00,0.02,0.00,0.07,0.00,239.82
1505947845000,0.62,0.01,237.18,0.00,0.00,0.00,0.01,0.00,238.67
1505947945000,1.31,0.03,211.90,0.02,0.02,0.00,0.05,0.00,214.59
1505948045000,0.62,0.01,201.34,0.00,0.01,0.00,0.00,0.00,203.38
1505948145000,1.14,0.00,143.94,0.00,0.01,0.00,0.00,0.00,146.04
1505948245000,0.36,0.01,125.01,0.00,0.00,0.00,0.01,0.00,125.23
1505948345000,0.36,0.01,120.79,0.00,0.00,0.00,0.00,0.00,121.38
