timestamp_ms,fault_sec,majflt_sec,page_swaps_in_sec,page_swaps_out_sec,pgfree_sec,pgpgin_sec,pgpgout_sec,pgscand_sec,pgscank_sec,pgsteal_sec,vmeff_pct
1505943945000,19782.97,0.00,0.00,0.00,9910.60,0.00,73.77,0.00,0.00,0.00,0.00
1505944045000,27430.52,0.00,0.00,0.00,16419.00,0.00,83.75,0.00,0.00,0.00,0.00
1505944145000,26440.53,0.00,0.00,0.00,16097.51,0.00,81.49,0.00,0.00,0.00,0.00
1505944245000,30172.57,0.00,0.00,0.00,17290.90,0.16,87.75,0.00,0.00,0.00,0.00
1505944345000,28641.64,0.00,0.00,0.00,16869.75,0.16,93.97,0.00,0.00,0.00,0.00
1505944445000,31346.91,0.00,0.00,0.00,19311.75,0.16,88.04,0.00,0.00,0.00,0.00
1505944545000,29789.75,0.00,0.00,0.00,19387.13,0.00,65.83,0.00,0.00,0.00,0.00
1505944645000,40365.53,0.00,0.00,0.00,25391.37,0.00,122.06,0.00,0.00,0.00,0.00
1505944745000,39948.41,0.00,0.00,0.00,25919.57,0.00,114.17,0.00,0.00,0.00,0.00
1505944845000,47119.92,0.00,0.00,0.00,29462.80,0.00,157.34,0.00,0.00,0.00,0.00
1505944945000,36504.32,0.00,0.00,0.00,22872.50,0.00,125.39,0.00,0.00,0.00,0.00
1505945045000,34970.13,0.00,0.00,0.00,21363.63,0.00,53.45,0.00,0.00,0.00,0.00
1505945145000,38641.62,0.00,0.00,0.00,24327.12,0.16,93.42,0.00,0.00,0.00,0.00
1505945245000,36672.68,0.00,0.00,0.00,23823.42,0.00,83.33,0.00,0.00,0.00,0.00
1505945345000,44883.12,0.00,0.00,0.00,27573.68,0.00,111.31,0.00,0.00,0.00,0.00
1505945445000,36695.82,0.00,0.00,0.00,25094.56,0.00,51.03,0.00,0.00,0.00,0.00
1505945545000,43113.46,0.00,0.00,0.00,29530.51,0.16,136.22,0.00,0.00,0.00,0.00
1505945645000,41997.85,0.00,0.00,0.00,28547.90,0.16,81.01,0.00,0.00,0.00,0.00
1505945745000,42343.94,0.00,0.00,0.00,30301.76,0.00,64.03,0.00,0.00,0.00,0.00
1505945845000,50243.34,0.00,0.00,0.00,34604.61,0.00,134.46,0.00,0.00,0.00,0.00
1505945945000,47272.62,0.00,0.00,0.00,30046.45,0.00,106.94,0.00,0.00,0.00,0.00
1505946045000,53622.50,0.00,0.00,0.00,35105.43,0.00,109.62,0.00,0.00,0.00,0.00
1505946145000,56334.90,0.00,0.00,0.00,40684.52,0.00,151.60,0.00,0.00,0.00,0.00
1505946245000,53822.39,0.00,0.00,0.00,38815.10,0.00,101.49,0.00,0.00,0.00,0.00
1505946345000,52774.44,0.00,0.00,0.00,36689.80,0.00,120.85,0.00,0.00,0.00,0.00
1505946445000,45256.53,0.00,0.00,0.00,33084.08,0.00,76.62,0.00,0.00,0.00,0.00
1505946545000,51568.62,0.00,0.00,0.00,41950.01,0.00,98.46,0.00,0.00,0.00,0.00
1505946645000,54378.64,0.00,0.00,0.00,45252.34,0.00,95.20,0.00,0.00,0.00,0.00
1505946745000,50741.35,0.00,0.00,0.00,40134.30,0.00,75.13,0.00,0.00,0.00,0.00
1505946845000,53431.00,0.00,0.00,0.00,41529.72,0.00,72.17,0.00,0.00,0.00,0.00
1505946945000,53645.46,0.00,0.00,0.00,38626.30,0.00,63.66,0.00,0.00,0.00,0.00
1505947045000,57652.92,0.00,0.00,0.00,44950.02,0.00,145.41,0.00,0.00,0.00,0.00
1505947145000,56479.51,0.00,0.00,0.00,44496.96,0.16,92.85,0.00,0.00,0.00,0.00
1505947245000,55103.27,0.00,0.00,0.00,46065.87,0.00,50.94,0.00,0.00,0.00,0.00
1505947345000,62774.76,0.00,0.00,0.00,51085.03,0.00,100.87,0.00,0.00,0.00,0.00
1505947445000,65233.07,0.00,0.00,0.00,52533.90,0.00,128.43,0.00,0.00,0.00,0.00
1505947545000,59880.86,0.00,0.00,0.00,58756.64,0.00,58.03,0.00,0.00,0.00,0.00
1505947645000,73249.18,0.00,0.00,0.00,65417.45,0.00,162.45,0.00,0.00,0.00,0.00
1505947745000,74379.65,0.00,0.00,0.00,62165.27,0.00,135.90,0.00,0.00,0.00,0.00
1505947845000,69217.27,0.00,0.00,0.00,60127.76,0.00,83.00,0.00,0.00,0.00,0.00
1505947945000,79081.42,0.00,0.00,0.00,70429.11,0.00,170.83,0.00,0.00,0.00,0.00
1505948045000,65523.80,0.00,0.00,0.00,59767.51,0.00,97.40,0.00,0.00,0.00,0.00
1505948145000,73631.94,0.00,0.00,0.00,66054.54,0.00,112.86,0.00,0.00,0.00,0.00
1505948245000,60244.62,0.00,0.00,0.00,50049.48,0.00,34.92,0.00,0.00,0.00,0.00
1505948345000,61477.20,0.00,0.00,0.00,57604.28,0.00,8.60,0.00,0.00,0.00,0.00
