99.21s of 118.99s total (83.38%)
     0.04s 0.034% 82.49%      3.74s  3.14%  runtime.gcDrainN
     0.04s 0.034% 82.52%      1.81s  1.52%  runtime.hashGrow
     0.03s 0.025% 82.54%      1.97s  1.66%  bytes.(*Buffer).ReadFrom
     0.03s 0.025% 82.57%     20.87s 17.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
     0.03s 0.025% 82.60%      2.12s  1.78%  os.(*File).Read
     0.03s 0.025% 82.62%      2.09s  1.76%  os.(*File).read
     0.03s 0.025% 82.65%      4.40s  3.70%  os.Stat
     0.03s 0.025% 82.67%      2.87s  2.41%  reflect.mapassign
     0.03s 0.025% 82.70%      1.56s  1.31%  reflect.unsafe_New
     0.03s 0.025% 82.72%      2.05s  1.72%  runtime.growWork
     0.03s 0.025% 82.75%      1.86s  1.56%  runtime.mcall
     0.03s 0.025% 82.77%      2.48s  2.08%  runtime.scanstack
     0.03s 0.025% 82.80%      0.63s  0.53%  strings.Join
     0.02s 0.017% 82.81%     32.04s 26.93%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
     0.02s 0.017% 82.83%      7.28s  6.12%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
     0.02s 0.017% 82.85%      8.39s  7.05%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
     0.02s 0.017% 82.86%      7.53s  6.33%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
     0.02s 0.017% 82.88%      8.70s  7.31%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
     0.02s 0.017% 82.90%         1s  0.84%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
     0.02s 0.017% 82.91%      2.17s  1.82%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Marshal
     0.02s 0.017% 82.93%      2.78s  2.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
     0.02s 0.017% 82.95%      0.70s  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*libcontainerAdapter).revertName
     0.02s 0.017% 82.96%      0.74s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getContainerInfoFromAnnotations
     0.02s 0.017% 82.98%     11.22s  9.43%  os.(*File).readdir
     0.02s 0.017% 83.00%      5.13s  4.31%  os.OpenFile
     0.02s 0.017% 83.02%      1.12s  0.94%  reflect.DeepEqual
     0.02s 0.017% 83.03%      1.73s  1.45%  runtime.bgsweep
     0.02s 0.017% 83.05%      1.71s  1.44%  runtime.gosweepone
     0.02s 0.017% 83.07%      0.87s  0.73%  runtime.notesleep
     0.02s 0.017% 83.08%      0.72s  0.61%  runtime.pcdatavalue
     0.02s 0.017% 83.10%      1.22s  1.03%  runtime.scanstack.func1
     0.02s 0.017% 83.12%      4.58s  3.85%  syscall.Open
     0.02s 0.017% 83.13%      4.15s  3.49%  syscall.Stat
     0.01s 0.0084% 83.14%      1.64s  1.38%  bufio.(*Scanner).Scan
     0.01s 0.0084% 83.15%      0.82s  0.69%  bytes.makeSlice
     0.01s 0.0084% 83.16%     32.08s 26.96%  encoding/json.(*Decoder).Decode
     0.01s 0.0084% 83.17%      3.75s  3.15%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
     0.01s 0.0084% 83.18%      4.90s  4.12%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
     0.01s 0.0084% 83.18%      3.68s  3.09%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
     0.01s 0.0084% 83.19%      3.45s  2.90%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
     0.01s 0.0084% 83.20%      7.53s  6.33%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
     0.01s 0.0084% 83.21%      4.32s  3.63%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
     0.01s 0.0084% 83.22%      3.04s  2.55%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
     0.01s 0.0084% 83.23%      0.68s  0.57%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.WaitFor
     0.01s 0.0084% 83.23%      6.73s  5.66%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
     0.01s 0.0084% 83.24%     14.95s 12.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
     0.01s 0.0084% 83.25%      0.96s  0.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.toRuntimeAPIContainer
     0.01s 0.0084% 83.26%     32.09s 26.97%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
     0.01s 0.0084% 83.27%     32.08s 26.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
     0.01s 0.0084% 83.28%     14.96s 12.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
     0.01s 0.0084% 83.28%      0.79s  0.66%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).WaitForAttachAndMount
     0.01s 0.0084% 83.29%      2.04s  1.71%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconcile
     0.01s 0.0084% 83.30%     12.37s 10.40%  io/ioutil.ReadDir
     0.01s 0.0084% 83.31%      6.91s  5.81%  io/ioutil.ReadFile
     0.01s 0.0084% 83.32%      1.41s  1.18%  os.(*File).readdirnames
     0.01s 0.0084% 83.33%      0.66s  0.55%  os.(*file).close
     0.01s 0.0084% 83.33%      2.95s  2.48%  runtime.(*mcache).nextFree.func1
     0.01s 0.0084% 83.34%      0.66s  0.55%  runtime.(*mheap).alloc.func1
     0.01s 0.0084% 83.35%      0.77s  0.65%  runtime.funcspdelta
     0.01s 0.0084% 83.36%      1.06s  0.89%  runtime.park_m
     0.01s 0.0084% 83.37%      4.56s  3.83%  syscall.openat
     0.01s 0.0084% 83.38%      2.44s  2.05%  syscall.read
         0     0% 83.38%      1.05s  0.88%  encoding/json.(*Decoder).refill
         0     0% 83.38%     25.41s 21.35%  encoding/json.(*decodeState).unmarshal
         0     0% 83.38%     32.04s 26.93%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 83.38%      2.15s  1.81%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Marshal
         0     0% 83.38%      3.74s  3.14%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 83.38%      7.43s  6.24%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 83.38%      7.29s  6.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 83.38%      4.03s  3.39%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
         0     0% 83.38%      4.40s  3.70%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 83.38%      0.68s  0.57%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.udpStatsFromProc
         0     0% 83.38%      4.08s  3.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 83.38%      7.29s  6.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 83.38%      9.03s  7.59%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 83.38%      8.70s  7.31%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 83.38%      7.83s  6.58%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 83.38%      7.29s  6.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 83.38%      7.29s  6.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 83.38%      7.29s  6.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 83.38%      2.33s  1.96%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 83.38%      0.93s  0.78%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 83.38%      7.08s  5.95%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 83.38%      0.94s  0.79%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
         0     0% 83.38%      3.21s  2.70%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 83.38%      0.67s  0.56%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 83.38%     38.82s 32.62%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 83.38%     38.81s 32.62%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 83.38%      2.62s  2.20%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 83.38%     38.83s 32.63%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 83.38%      0.66s  0.55%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*parser).recvMsg
         0     0% 83.38%      2.17s  1.82%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Marshal
         0     0% 83.38%      3.75s  3.15%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 83.38%      4.66s  3.92%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 83.38%      2.44s  2.05%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
         0     0% 83.38%      4.66s  3.92%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 83.38%      3.75s  3.15%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 83.38%      4.36s  3.66%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 83.38%      4.43s  3.72%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 83.38%      0.71s   0.6%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).reader
         0     0% 83.38%     17.52s 14.72%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 83.38%     17.50s 14.71%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 83.38%      0.70s  0.59%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Poll
         0     0% 83.38%     17.35s 14.58%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 83.38%      0.70s  0.59%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.pollInternal
         0     0% 83.38%      9.84s  8.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 83.38%      1.87s  1.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncPod)-fm
         0     0% 83.38%      7.83s  6.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 83.38%      9.81s  8.24%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 83.38%      9.84s  8.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 83.38%      9.84s  8.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 83.38%      9.84s  8.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 83.38%      1.87s  1.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncPod
         0     0% 83.38%      1.88s  1.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).UpdatePod.func1
         0     0% 83.38%      1.88s  1.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop
         0     0% 83.38%      1.87s  1.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop.func1
         0     0% 83.38%      0.66s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Marshal
         0     0% 83.38%      0.95s   0.8%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
         0     0% 83.38%      1.47s  1.24%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Marshal
         0     0% 83.38%      1.02s  0.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).MarshalTo
         0     0% 83.38%      1.25s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 83.38%      3.38s  2.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 83.38%     14.97s 12.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 83.38%     20.88s 17.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 83.38%      7.83s  6.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 83.38%      0.70s  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*cgroupManagerImpl).CgroupName
         0     0% 83.38%      1.31s  1.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).Merge
         0     0% 83.38%      1.31s  1.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge
         0     0% 83.38%      1.29s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge.func1
         0     0% 83.38%      0.93s  0.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.checkAndUpdatePod
         0     0% 83.38%      0.93s  0.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.podsDifferSemantically
         0     0% 83.38%      1.13s  0.95%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).GetPods
         0     0% 83.38%      1.13s  0.95%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).getPodsWithTimestamp
         0     0% 83.38%      1.13s  0.95%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).updateCache
         0     0% 83.38%      2.27s  1.91%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.containerToRuntimeAPISandbox
         0     0% 83.38%     32.04s 26.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 83.38%     20.88s 17.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 83.38%      7.94s  6.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 83.38%      7.94s  6.67%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 83.38%      7.93s  6.66%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 83.38%      1.25s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 83.38%      3.38s  2.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 83.38%      1.25s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 83.38%      1.25s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 83.38%      3.37s  2.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 83.38%      0.77s  0.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).toKubeContainer
         0     0% 83.38%      1.25s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 83.38%      3.38s  2.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 83.38%      3.19s  2.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 83.38%      3.19s  2.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
         0     0% 83.38%      1.25s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 83.38%      3.38s  2.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 83.38%      7.90s  6.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 83.38%      7.90s  6.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
