45813.81kB of 45813.81kB total (  100%)
         0     0%   100%   971.07kB  2.12%  bytes.(*Buffer).WriteString
         0     0%   100%   971.07kB  2.12%  bytes.(*Buffer).grow
         0     0%   100%  1536.59kB  3.35%  crypto/tls.(*Conn).Handshake
         0     0%   100%  1536.59kB  3.35%  crypto/tls.(*Conn).clientHandshake
         0     0%   100%  1536.59kB  3.35%  crypto/tls.(*clientHandshakeState).doFullHandshake
         0     0%   100%  1536.59kB  3.35%  crypto/x509.(*CertPool).AppendCertsFromPEM
         0     0%   100%  1536.59kB  3.35%  crypto/x509.(*Certificate).Verify
         0     0%   100%  1536.59kB  3.35%  crypto/x509.ParseCertificate
         0     0%   100%  1536.59kB  3.35%  crypto/x509.initSystemRoots
         0     0%   100%  1536.59kB  3.35%  crypto/x509.loadSystemRoots
         0     0%   100%  1536.59kB  3.35%  crypto/x509.systemRootsPool
         0     0%   100%  1024.03kB  2.24%  encoding/asn1.Unmarshal
         0     0%   100%  1024.03kB  2.24%  encoding/asn1.UnmarshalWithParams
         0     0%   100%  1024.03kB  2.24%  encoding/asn1.parseField
         0     0%   100%  1024.03kB  2.24%  encoding/asn1.parseSequenceOf
         0     0%   100%  1536.11kB  3.35%  encoding/json.(*Decoder).Decode
         0     0%   100%  1024.07kB  2.24%  encoding/json.(*decodeState).array
         0     0%   100%  1024.09kB  2.24%  encoding/json.(*decodeState).literal
         0     0%   100%  1024.09kB  2.24%  encoding/json.(*decodeState).literalStore
         0     0%   100%  1536.11kB  3.35%  encoding/json.(*decodeState).object
         0     0%   100%  1536.11kB  3.35%  encoding/json.(*decodeState).unmarshal
         0     0%   100%  1536.11kB  3.35%  encoding/json.(*decodeState).value
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/pkg/api/install.init
         0     0%   100%   548.84kB  1.20%  github.com/openshift/origin/pkg/api/legacy.InstallLegacy
         0     0%   100%   548.84kB  1.20%  github.com/openshift/origin/pkg/authorization/apis/authorization.addLegacyKnownTypes
         0     0%   100%   548.84kB  1.20%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init
         0     0%   100%   548.84kB  1.20%  github.com/openshift/origin/pkg/authorization/apis/authorization/install.init.1
         0     0%   100%   548.84kB  1.20%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/scheme.init
         0     0%   100%   548.84kB  1.20%  github.com/openshift/origin/pkg/authorization/generated/internalclientset/typed/authorization/internalversion.init
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/pkg/client/testclient.init
         0     0%   100%  2635.21kB  5.75%  github.com/openshift/origin/pkg/cmd/infra/builder.init
         0     0%   100%  4098.29kB  8.95%  github.com/openshift/origin/pkg/cmd/openshift.CommandFor
         0     0%   100%  4098.29kB  8.95%  github.com/openshift/origin/pkg/cmd/openshift.NewCommandOpenShift
         0     0%   100%  8832.68kB 19.28%  github.com/openshift/origin/pkg/cmd/openshift.init
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/pkg/cmd/server/api/install.init
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/pkg/cmd/server/api/v1.init
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/pkg/cmd/server/bootstrappolicy.init
         0     0%   100%  1666.74kB  3.64%  github.com/openshift/origin/pkg/cmd/server/kubernetes/node.(*NodeConfig).RunKubelet.func1
         0     0%   100%  4625.93kB 10.10%  github.com/openshift/origin/pkg/cmd/server/start.init
         0     0%   100%  1066.87kB  2.33%  github.com/openshift/origin/pkg/cmd/util/clientcmd.init
         0     0%   100%  1024.07kB  2.24%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0%   100%   512.01kB  1.12%  github.com/openshift/origin/pkg/cmd/util/docker.init
         0     0%   100%  1036.04kB  2.26%  github.com/openshift/origin/pkg/network/common.RunEventQueue
         0     0%   100%  1036.04kB  2.26%  github.com/openshift/origin/pkg/network/common.newEventQueue
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).(github.com/openshift/origin/pkg/network/node.watchEgressNetworkPolicies)-fm
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).watchEgressNetworkPolicies
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).(github.com/openshift/origin/pkg/network/proxy.watchNetNamespaces)-fm
         0     0%   100%  1046.82kB  2.28%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).OnEndpointsAdd
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/pkg/network/proxy.(*OsdnProxy).watchNetNamespaces
         0     0%   100%  1024.27kB  2.24%  github.com/openshift/origin/pkg/oc/admin.NewCommandAdmin
         0     0%   100%   513.31kB  1.12%  github.com/openshift/origin/pkg/oc/admin.init
         0     0%   100%   513.31kB  1.12%  github.com/openshift/origin/pkg/oc/admin/image.init
         0     0%   100%   512.17kB  1.12%  github.com/openshift/origin/pkg/oc/admin/migrate.(*ResourceOptions).Bind
         0     0%   100%   512.17kB  1.12%  github.com/openshift/origin/pkg/oc/admin/migrate/storage.NewCmdMigrateAPIStorage
         0     0%   100%   512.10kB  1.12%  github.com/openshift/origin/pkg/oc/admin/policy.NewCmdAddClusterRoleToUser
         0     0%   100%   512.10kB  1.12%  github.com/openshift/origin/pkg/oc/admin/policy.NewCmdPolicy
         0     0%   100%   512.08kB  1.12%  github.com/openshift/origin/pkg/oc/admin/policy.NewCmdSccSubjectReview
         0     0%   100%  1537.58kB  3.36%  github.com/openshift/origin/pkg/oc/cli.NewCmdKubectl
         0     0%   100%  2560.71kB  5.59%  github.com/openshift/origin/pkg/oc/cli.NewCommandCLI
         0     0%   100%   512.28kB  1.12%  github.com/openshift/origin/pkg/oc/cli/cmd.NewCmdConfig
         0     0%   100%  2635.21kB  5.75%  github.com/openshift/origin/pkg/oc/cli/cmd.init
         0     0%   100%   512.08kB  1.12%  github.com/openshift/origin/pkg/oc/cli/cmd/set.NewCmdEnv
         0     0%   100%   512.08kB  1.12%  github.com/openshift/origin/pkg/oc/cli/cmd/set.NewCmdSet
         0     0%   100%  1066.87kB  2.33%  github.com/openshift/origin/pkg/oc/cli/describe.init
         0     0%   100%   512.08kB  1.12%  github.com/openshift/origin/pkg/oc/cli/policy.NewCmdPolicy
         0     0%   100%   528.17kB  1.15%  github.com/openshift/origin/pkg/proxy/hybrid.(*HybridProxier).OnEndpointsAdd
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/pkg/security/legacyclient.init
         0     0%   100%   513.31kB  1.12%  github.com/openshift/origin/vendor/github.com/containers/image/docker/policyconfiguration.init
         0     0%   100%   513.31kB  1.12%  github.com/openshift/origin/vendor/github.com/containers/image/docker/reference.init
         0     0%   100%   512.04kB  1.12%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerInspect
         0     0%   100%  1024.07kB  2.24%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0%   100%   512.04kB  1.12%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func3
         0     0%   100%  2048.28kB  4.47%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.Unmarshal
         0     0%   100%  2048.28kB  4.47%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.UnmarshalMerge
         0     0%   100%  3073.34kB  6.71%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0%   100%  3073.34kB  6.71%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0%   100%   512.28kB  1.12%  github.com/openshift/origin/vendor/github.com/google/cadvisor/cache/memory.(*InMemoryCache).AddStats
         0     0%   100%   512.28kB  1.12%  github.com/openshift/origin/vendor/github.com/google/cadvisor/cache/memory.(*containerCache).AddStats
         0     0%   100%  2048.36kB  4.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container.NewContainerHandler
         0     0%   100%  1536.34kB  3.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0%   100%  1536.34kB  3.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0%   100%  2049.35kB  4.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0%   100%  1536.29kB  3.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerFactory).NewContainerHandler
         0     0%   100%  1536.29kB  3.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.newDockerContainerHandler
         0     0%   100%  2049.75kB  4.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0%   100%  1536.34kB  3.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0%   100%   512.07kB  1.12%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawFactory).NewContainerHandler
         0     0%   100%  2413.56kB  5.27%  github.com/openshift/origin/vendor/github.com/google/cadvisor/http.init
         0     0%   100%   516.01kB  1.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/machine.Info
         0     0%   100%  6152.26kB 13.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0%   100%  6152.26kB 13.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0%   100%  6152.26kB 13.43%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0%   100%  2048.36kB  4.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).createContainer
         0     0%   100%  2048.36kB  4.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).createContainerLocked
         0     0%   100%  1536.34kB  3.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0%   100%  1536.34kB  3.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0%   100%  1536.34kB  3.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0%   100%  2048.36kB  4.47%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).watchForNewContainers.func1
         0     0%   100%   516.01kB  1.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.New
         0     0%   100%  2413.56kB  5.27%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.Asset
         0     0%   100%  2413.56kB  5.27%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.bindataRead
         0     0%   100%  2413.56kB  5.27%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.init
         0     0%   100%  1184.27kB  2.58%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJs
         0     0%   100%  1184.27kB  2.58%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJsBytes
         0     0%   100%   578.66kB  1.26%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesBootstrap311MinCss
         0     0%   100%   578.66kB  1.26%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesBootstrap311MinCssBytes
         0     0%   100%   650.62kB  1.42%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesContainersCss
         0     0%   100%   650.62kB  1.42%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsStylesContainersCssBytes
         0     0%   100%   528.17kB  1.15%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils/oomparser.(*OomParser).StreamOoms
         0     0%   100%   528.17kB  1.15%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils/oomparser.checkIfStartOfOomMessages
         0     0%   100%  3104.11kB  6.78%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).GetMetricWithLabelValues
         0     0%   100%  3104.11kB  6.78%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).WithLabelValues
         0     0%   100%  3104.11kB  6.78%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).getOrCreateMetricWithLabelValues
         0     0%   100%  3104.11kB  6.78%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*SummaryVec).WithLabelValues
         0     0%   100%  4144.18kB  9.05%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).newStream
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.Handler
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.InstrumentHandler
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.InstrumentHandlerFunc
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.InstrumentHandlerFuncWithOpts
         0     0%   100%  1554.07kB  3.39%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummary
         0     0%   100%  3104.11kB  6.78%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummaryVec.func1
         0     0%   100%  1056.33kB  2.31%  github.com/openshift/origin/vendor/github.com/renstrom/dedent.Dedent
         0     0%   100%   512.10kB  1.12%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).AddFlag
         0     0%   100%   512.08kB  1.12%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).Bool
         0     0%   100%   512.08kB  1.12%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).BoolP
         0     0%   100%   512.08kB  1.12%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).BoolVar
         0     0%   100%  1024.16kB  2.24%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).BoolVarP
         0     0%   100%   512.17kB  1.12%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).SetAnnotation
         0     0%   100%   512.08kB  1.12%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).String
         0     0%   100%   512.10kB  1.12%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).StringVar
         0     0%   100%   512.08kB  1.12%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).StringVarP
         0     0%   100%  1024.18kB  2.24%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarP
         0     0%   100%  1181.04kB  2.58%  github.com/openshift/origin/vendor/github.com/vmware/govmomi.init
         0     0%   100%  1181.04kB  2.58%  github.com/openshift/origin/vendor/github.com/vmware/govmomi/property.init
         0     0%   100%  1181.04kB  2.58%  github.com/openshift/origin/vendor/github.com/vmware/govmomi/vim25.init
         0     0%   100%  1181.04kB  2.58%  github.com/openshift/origin/vendor/github.com/vmware/govmomi/vim25/methods.init
         0     0%   100%  1181.04kB  2.58%  github.com/openshift/origin/vendor/github.com/vmware/govmomi/vim25/soap.init
         0     0%   100%   659.99kB  1.44%  github.com/openshift/origin/vendor/github.com/vmware/govmomi/vim25/types.init
         0     0%   100%   659.99kB  1.44%  github.com/openshift/origin/vendor/github.com/vmware/govmomi/vim25/types.init.3329
         0     0%   100%   521.05kB  1.14%  github.com/openshift/origin/vendor/github.com/vmware/govmomi/vim25/xml.init
         0     0%   100%   809.97kB  1.77%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Transport).getBodyWriterState.func1
         0     0%   100%   809.97kB  1.77%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*clientStream).writeRequestBody
         0     0%   100%  2572.26kB  5.61%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0%   100%  2572.26kB  5.61%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0%   100%  2572.26kB  5.61%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0%   100%  3073.34kB  6.71%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0%   100%  3073.34kB  6.71%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0%   100%   512.01kB  1.12%  github.com/openshift/origin/vendor/google.golang.org/grpc.init
         0     0%   100%  3073.34kB  6.71%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0%   100%  3073.34kB  6.71%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0%   100%  3073.34kB  6.71%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0%   100%  3073.34kB  6.71%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0%   100%   512.01kB  1.12%  github.com/openshift/origin/vendor/google.golang.org/grpc/credentials.init
         0     0%   100%   513.56kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/api/meta.(*DefaultRESTMapper).Add
         0     0%   100%   513.56kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/api/meta.NewDefaultRESTMapperFromScheme
         0     0%   100%  1058.23kB  2.31%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apimachinery/announced.(*GroupMetaFactory).Enable
         0     0%   100%  1058.23kB  2.31%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apimachinery/announced.(*GroupMetaFactory).RegisterAndEnable
         0     0%   100%   513.56kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apimachinery/announced.(*GroupMetaFactory).newRESTMapper
         0     0%   100%  1024.16kB  2.24%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apis/meta/v1.(*ObjectMeta).Unmarshal
         0     0%   100%  1024.21kB  2.24%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/conversion.(*Cloner).DeepCopy
         0     0%   100%  1024.21kB  2.24%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/conversion.(*Cloner).deepCopy
         0     0%   100%   544.67kB  1.19%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/conversion.(*Converter).RegisterGeneratedConversionFunc
         0     0%   100%   544.67kB  1.19%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/conversion.ConversionFuncs.Add
         0     0%   100%   544.67kB  1.19%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).AddGeneratedConversionFuncs
         0     0%   100%   548.84kB  1.20%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).AddKnownTypeWithName
         0     0%   100%   548.84kB  1.20%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).AddKnownTypes
         0     0%   100%  1024.21kB  2.24%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).Copy
         0     0%   100%  1024.21kB  2.24%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).DeepCopy
         0     0%   100%  1024.38kB  2.24%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).New
         0     0%   100%   512.14kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).UnsafeConvertToVersion
         0     0%   100%   512.14kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*Scheme).convertToVersion
         0     0%   100%  1093.51kB  2.39%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*SchemeBuilder).AddToScheme
         0     0%   100%  1093.51kB  2.39%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*SchemeBuilder).AddToScheme-fm
         0     0%   100%  2560.63kB  5.59%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.Decode
         0     0%   100%   512.23kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.UseOrCreateObject
         0     0%   100%   512.14kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.unsafeObjectConvertor.ConvertToVersion
         0     0%   100%  2560.52kB  5.59%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/protobuf.(*Serializer).Decode
         0     0%   100%  2560.52kB  5.59%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/protobuf.unmarshalToObject
         0     0%   100%  1024.26kB  2.24%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/versioning.(*DirectDecoder).Decode
         0     0%   100%  2048.40kB  4.47%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/versioning.(*codec).Decode
         0     0%   100%  1024.26kB  2.24%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/versioning.DirectDecoder.Decode
         0     0%   100%   512.02kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/sets.NewString
         0     0%   100%   512.88kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/strategicpatch.CreateTwoWayMergeMapPatch
         0     0%   100%   512.88kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/strategicpatch.CreateTwoWayMergePatch
         0     0%   100%   512.88kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/strategicpatch.diffMaps
         0     0%   100%   512.88kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/strategicpatch.handleMapDiff
         0     0%   100%  1036.04kB  2.26%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Forever
         0     0%   100%  8727.26kB 19.05%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0%   100%  8727.26kB 19.05%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0%   100%  8215.23kB 17.93%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0%   100%  2560.63kB  5.59%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/watch.(*StreamWatcher).receive
         0     0%   100%   512.88kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/third_party/forked/golang/json.LookupPatchMetadata
         0     0%   100%   512.88kB  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/third_party/forked/golang/json.cachedTypeFields
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/registry/generic.init
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/storage/etcd.init
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/storage/etcd/metrics.init
         0     0%   100%   518.02kB  1.13%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/storage/storagebackend/factory.init
         0     0%   100%   512.02kB  1.12%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.Result.Into
