47.93s of 56.85s total (84.31%)
     0.02s 0.035% 83.47%      0.63s  1.11%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.deviceIdentifierMap.Find
     0.02s 0.035% 83.50%      3.19s  5.61%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.getDiskStatsMap
     0.02s 0.035% 83.54%     18.38s 32.33%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
     0.02s 0.035% 83.57%      2.10s  3.69%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
     0.02s 0.035% 83.61%      0.35s  0.62%  net.(*netFD).Read
     0.02s 0.035% 83.64%      0.66s  1.16%  runtime.callers.func1
     0.02s 0.035% 83.68%      0.57s  1.00%  runtime.copystack
     0.02s 0.035% 83.71%      0.43s  0.76%  runtime.funcspdelta
     0.02s 0.035% 83.75%      0.96s  1.69%  runtime.futexsleep
     0.02s 0.035% 83.78%      0.71s  1.25%  runtime.saveblockevent
     0.02s 0.035% 83.82%      0.66s  1.16%  runtime.stopm
     0.01s 0.018% 83.83%      2.07s  3.64%  encoding/json.(*Decoder).Decode
     0.01s 0.018% 83.85%      1.49s  2.62%  encoding/json.(*decodeState).unmarshal
     0.01s 0.018% 83.87%      0.30s  0.53%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
     0.01s 0.018% 83.89%      0.64s  1.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.assignDeviceNamesToPerDiskStats
     0.01s 0.018% 83.91%      0.31s  0.55%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
     0.01s 0.018% 83.92%      2.88s  5.07%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.setDiskIoStats
     0.01s 0.018% 83.94%      0.54s  0.95%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
     0.01s 0.018% 83.96%      0.69s  1.21%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
     0.01s 0.018% 83.98%      0.54s  0.95%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
     0.01s 0.018% 83.99%      0.46s  0.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
     0.01s 0.018% 84.01%      6.37s 11.20%  math/big.(*Int).Exp
     0.01s 0.018% 84.03%      6.36s 11.19%  math/big.nat.expNN
     0.01s 0.018% 84.05%      0.38s  0.67%  net.(*conn).Write
     0.01s 0.018% 84.06%     10.66s 18.75%  net/http.(*conn).serve
     0.01s 0.018% 84.08%      0.66s  1.16%  os.Lstat
     0.01s 0.018% 84.10%      0.52s  0.91%  runtime.(*mcentral).grow
     0.01s 0.018% 84.12%      1.40s  2.46%  runtime.(*mheap).alloc
     0.01s 0.018% 84.13%      0.72s  1.27%  runtime.blockevent
     0.01s 0.018% 84.15%      0.67s  1.18%  runtime.callers
     0.01s 0.018% 84.17%      1.18s  2.08%  runtime.growslice
     0.01s 0.018% 84.19%         1s  1.76%  runtime.largeAlloc
     0.01s 0.018% 84.20%      1.43s  2.52%  runtime.mcall
     0.01s 0.018% 84.22%      0.56s  0.99%  runtime.newstack
     0.01s 0.018% 84.24%      0.60s  1.06%  runtime.notesleep
     0.01s 0.018% 84.26%      0.37s  0.65%  runtime.notetsleep_internal
     0.01s 0.018% 84.27%      1.08s  1.90%  runtime.park_m
     0.01s 0.018% 84.29%      0.41s  0.72%  runtime.startm
     0.01s 0.018% 84.31%      8.47s 14.90%  syscall.read
         0     0% 84.31%      0.29s  0.51%  bytes.(*Buffer).ReadFrom
         0     0% 84.31%      0.30s  0.53%  compress/flate.NewWriter
         0     0% 84.31%      0.34s   0.6%  compress/flate.NewWriterDict
         0     0% 84.31%      0.34s   0.6%  compress/zlib.(*Writer).Write
         0     0% 84.31%      0.34s   0.6%  compress/zlib.(*Writer).writeHeader
         0     0% 84.31%      7.66s 13.47%  crypto/rsa.(*PrivateKey).Sign
         0     0% 84.31%      7.66s 13.47%  crypto/rsa.SignPKCS1v15
         0     0% 84.31%      7.46s 13.12%  crypto/rsa.decrypt
         0     0% 84.31%      7.66s 13.47%  crypto/rsa.decryptAndCheck
         0     0% 84.31%      0.44s  0.77%  crypto/rsa.encrypt
         0     0% 84.31%      1.47s  2.59%  crypto/rsa.modInverse
         0     0% 84.31%      8.47s 14.90%  crypto/tls.(*Conn).Handshake
         0     0% 84.31%      8.46s 14.88%  crypto/tls.(*Conn).serverHandshake
         0     0% 84.31%      7.75s 13.63%  crypto/tls.(*ecdheKeyAgreement).generateServerKeyExchange
         0     0% 84.31%      8.38s 14.74%  crypto/tls.(*serverHandshakeState).doFullHandshake
         0     0% 84.31%      0.46s  0.81%  encoding/binary.Write
         0     0% 84.31%      0.85s  1.50%  encoding/json.(*decodeState).array
         0     0% 84.31%      1.48s  2.60%  encoding/json.(*decodeState).value
         0     0% 84.31%      1.14s  2.01%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).InspectContainer
         0     0% 84.31%      1.06s  1.86%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 84.31%      0.41s  0.72%  github.com/openshift/origin/pkg/network/node.(*NodeIPTables).(github.com/openshift/origin/pkg/network/node.syncLoop)-fm
         0     0% 84.31%      0.41s  0.72%  github.com/openshift/origin/pkg/network/node.(*NodeIPTables).syncIPTableRules
         0     0% 84.31%      0.41s  0.72%  github.com/openshift/origin/pkg/network/node.(*NodeIPTables).syncLoop
         0     0% 84.31%      1.14s  2.01%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerInspect
         0     0% 84.31%      1.06s  1.86%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 84.31%      0.29s  0.51%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 84.31%      0.32s  0.56%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
         0     0% 84.31%      0.34s   0.6%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 84.31%      0.49s  0.86%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).Serve.func2
         0     0% 84.31%      0.48s  0.84%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).frameHandler
         0     0% 84.31%      0.42s  0.74%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).handleStreamFrame
         0     0% 84.31%      0.41s  0.72%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).sendReply
         0     0% 84.31%      0.41s  0.72%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Stream).SendReply
         0     0% 84.31%      0.53s  0.93%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*idleAwareFramer).WriteFrame
         0     0% 84.31%      0.49s  0.86%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).WriteFrame
         0     0% 84.31%      0.40s   0.7%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).writeSynReplyFrame
         0     0% 84.31%      0.40s   0.7%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*SynReplyFrame).write
         0     0% 84.31%      0.34s   0.6%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.writeHeaderValueBlock
         0     0% 84.31%      1.81s  3.18%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).(github.com/openshift/origin/vendor/github.com/emicklei/go-restful.dispatch)-fm
         0     0% 84.31%      1.37s  2.41%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).HandleWithFilter.func1
         0     0% 84.31%      1.27s  2.23%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).HandleWithFilter.func1.1
         0     0% 84.31%      1.91s  3.36%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).ServeHTTP
         0     0% 84.31%      1.81s  3.18%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch
         0     0% 84.31%      0.40s   0.7%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch.func5
         0     0% 84.31%      1.88s  3.31%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*FilterChain).ProcessFilter
         0     0% 84.31%      0.64s  1.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.AssignDeviceNamesToDiskStats
         0     0% 84.31%      0.43s  0.76%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 84.31%      2.13s  3.75%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 84.31%     14.47s 25.45%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 84.31%      2.89s  5.08%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
         0     0% 84.31%      0.53s  0.93%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 84.31%     16.18s 28.46%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 84.31%      3.76s  6.61%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).getFsStats
         0     0% 84.31%      3.19s  5.61%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.(*RealFsInfo).GetFsInfoForPath
         0     0% 84.31%      3.19s  5.61%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.(*RealFsInfo).GetGlobalFsInfo
         0     0% 84.31%     18.34s 32.26%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 84.31%      0.53s  0.93%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 84.31%     18.34s 32.26%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 84.31%      0.56s  0.99%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 84.31%     10.99s 19.33%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 84.31%     11.56s 20.33%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 84.31%      0.39s  0.69%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 84.31%     10.88s 19.14%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 84.31%      2.10s  3.69%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 84.31%      2.12s  3.73%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 84.31%      0.54s  0.95%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 84.31%      0.54s  0.95%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 84.31%      0.42s  0.74%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).(github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.newSpdyStream)-fm
         0     0% 84.31%      0.42s  0.74%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).newSpdyStream
         0     0% 84.31%      0.43s  0.76%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Forever
         0     0% 84.31%      2.25s  3.96%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 84.31%      2.17s  3.82%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 84.31%      2.23s  3.92%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 84.31%      0.76s  1.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 84.31%      0.45s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncNetworkUtil)-fm
         0     0% 84.31%      0.56s  0.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 84.31%      0.36s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetExec
         0     0% 84.31%      0.76s  1.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 84.31%      0.76s  1.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 84.31%      0.76s  1.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 84.31%      0.76s  1.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 84.31%      0.45s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncNetworkUtil
         0     0% 84.31%      0.58s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_Exec_Handler
         0     0% 84.31%      0.55s  0.97%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 84.31%      0.61s  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 84.31%      0.56s  0.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 84.31%      0.43s  0.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*NativeExecHandler).ExecInContainer
         0     0% 84.31%      0.58s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).Exec
         0     0% 84.31%      0.59s  1.04%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 84.31%      1.27s  2.23%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ServeHTTP
         0     0% 84.31%      0.99s  1.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*streamingRuntime).Exec
         0     0% 84.31%      1.03s  1.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*streamingRuntime).exec
         0     0% 84.31%      1.17s  2.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.checkContainerStatus
         0     0% 84.31%      0.57s  1.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).InspectContainer
         0     0% 84.31%      1.06s  1.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 84.31%      1.14s  2.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).InspectContainer
         0     0% 84.31%      1.06s  1.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 84.31%      0.57s  1.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.InspectContainer
         0     0% 84.31%      1.06s  1.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 84.31%      0.58s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).Exec
         0     0% 84.31%      0.54s  0.95%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 84.31%      0.59s  1.04%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 84.31%      0.57s  1.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 84.31%      0.57s  1.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 84.31%      0.57s  1.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 84.31%      0.40s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.getExec)-fm
         0     0% 84.31%      1.88s  3.31%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).InstallAuthFilter.func1
         0     0% 84.31%      1.93s  3.39%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).ServeHTTP
         0     0% 84.31%      0.40s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).getExec
         0     0% 84.31%      1.26s  2.22%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/remotecommand.ServeExec
         0     0% 84.31%      0.57s  1.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 84.31%      0.57s  1.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 84.31%      0.99s  1.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.(*criAdapter).ExecInContainer
         0     0% 84.31%      1.26s  2.22%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.(*server).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.serveExec)-fm
         0     0% 84.31%      1.27s  2.23%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.(*server).ServeHTTP
         0     0% 84.31%      1.26s  2.22%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.(*server).serveExec
         0     0% 84.31%      3.87s  6.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 84.31%      3.87s  6.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 84.31%      0.31s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/userspace.(*Proxier).Sync
         0     0% 84.31%      0.31s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/userspace.(*Proxier).SyncLoop
         0     0% 84.31%      0.31s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/userspace.iptablesInit
         0     0% 84.31%      3.87s  6.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 84.31%      3.87s  6.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 84.31%      3.07s  5.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/exec.(*cmdWrapper).CombinedOutput
         0     0% 84.31%      0.40s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/exec.(*cmdWrapper).Run
         0     0% 84.31%      1.08s  1.90%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.(*runner).EnsureChain
         0     0% 84.31%      1.48s  2.60%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.(*runner).EnsureRule
         0     0% 84.31%      0.45s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.(*runner).RestoreAll
         0     0% 84.31%      0.40s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.(*runner).SaveInto
         0     0% 84.31%      1.42s  2.50%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.(*runner).checkRule
         0     0% 84.31%      1.42s  2.50%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.(*runner).checkRuleUsingCheck
         0     0% 84.31%      0.45s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.(*runner).restoreInternal
         0     0% 84.31%      2.56s  4.50%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.(*runner).run
         0     0% 84.31%      0.42s  0.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.GetChainLines
         0     0% 84.31%      0.90s  1.58%  io/ioutil.ReadDir
         0     0% 84.31%      0.60s  1.06%  io/ioutil.ReadFile
         0     0% 84.31%      0.36s  0.63%  net.(*conn).Read
         0     0% 84.31%      0.37s  0.65%  net.(*netFD).Write
         0     0% 84.31%      0.30s  0.53%  net/http.(*Client).Do
         0     0% 84.31%      0.29s  0.51%  net/http.(*Client).send
         0     0% 84.31%      1.91s  3.36%  net/http.(*ServeMux).ServeHTTP
         0     0% 84.31%      0.29s  0.51%  net/http.(*Transport).RoundTrip
         0     0% 84.31%      1.91s  3.36%  net/http.HandlerFunc.ServeHTTP
         0     0% 84.31%      0.29s  0.51%  net/http.send
         0     0% 84.31%      1.93s  3.39%  net/http.serverHandler.ServeHTTP
         0     0% 84.31%      8.16s 14.35%  os.(*File).Read
         0     0% 84.31%      0.81s  1.42%  os.(*File).Readdir
         0     0% 84.31%      8.16s 14.35%  os.(*File).read
         0     0% 84.31%      0.81s  1.42%  os.(*File).readdir
