134.71MB of 137.73MB total (97.81%)
         0     0% 97.81%     1.52MB  1.10%  github.com/openshift/origin/pkg/network/node.(*OsdnNode).watchEgressNetworkPolicies
         0     0% 97.81%        1MB  0.73%  github.com/openshift/origin/pkg/oc/admin.NewCommandAdmin
         0     0% 97.81%     2.03MB  1.48%  github.com/openshift/origin/pkg/oc/cli.NewCmdKubectl
         0     0% 97.81%     1.50MB  1.09%  github.com/openshift/origin/pkg/oc/cli.NewCommandCLI
         0     0% 97.81%        1MB  0.73%  github.com/openshift/origin/pkg/oc/cli/cmd.NewCmdCreate
         0     0% 97.81%     1.51MB  1.10%  github.com/openshift/origin/pkg/oc/cli/cmd.init
         0     0% 97.81%     1.51MB  1.10%  github.com/openshift/origin/pkg/oc/cli/describe.init
         0     0% 97.81%     1.51MB  1.10%  github.com/openshift/origin/pkg/security/legacyclient.init
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).Serve.func2
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).frameHandler
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).handleStreamFrame
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).sendReply
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Stream).SendReply
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*idleAwareFramer).WriteFrame
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).WriteFrame
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).writeSynReplyFrame
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*SynReplyFrame).write
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.writeHeaderValueBlock
         0     0% 97.81%        1MB  0.73%  github.com/openshift/origin/vendor/github.com/go-openapi/loads.init
         0     0% 97.81%        1MB  0.73%  github.com/openshift/origin/vendor/github.com/go-openapi/spec.(*Schema).UnmarshalJSON
         0     0% 97.81%        1MB  0.73%  github.com/openshift/origin/vendor/github.com/go-openapi/spec.MustLoadSwagger20Schema
         0     0% 97.81%        1MB  0.73%  github.com/openshift/origin/vendor/github.com/go-openapi/spec.Swagger20Schema
         0     0% 97.81%     1.50MB  1.09%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.Unmarshal
         0     0% 97.81%     1.50MB  1.09%  github.com/openshift/origin/vendor/github.com/gogo/protobuf/proto.UnmarshalMerge
         0     0% 97.81%    23.18MB 16.83%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 97.81%    82.17MB 59.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy
         0     0% 97.81%   115.67MB 83.98%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 97.81%    82.17MB 59.66%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.setDiskIoStats
         0     0% 97.81%    92.49MB 67.15%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 97.81%     1.66MB  1.20%  github.com/openshift/origin/vendor/github.com/google/cadvisor/http.init
         0     0% 97.81%   115.67MB 83.98%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 97.81%   115.67MB 83.98%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 97.81%   115.67MB 83.98%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 97.81%     1.16MB  0.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.Asset
         0     0% 97.81%     1.16MB  0.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.bindataRead
         0     0% 97.81%     1.16MB  0.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.init
         0     0% 97.81%     1.16MB  0.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJs
         0     0% 97.81%     1.16MB  0.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJsBytes
         0     0% 97.81%       33MB 23.96%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 97.81%       33MB 23.96%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 97.81%       33MB 23.96%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getBlkioStat
         0     0% 97.81%       33MB 23.96%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 97.81%     2.53MB  1.84%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).GetMetricWithLabelValues
         0     0% 97.81%     2.53MB  1.84%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).WithLabelValues
         0     0% 97.81%     2.53MB  1.84%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).getOrCreateMetricWithLabelValues
         0     0% 97.81%     2.53MB  1.84%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*SummaryVec).WithLabelValues
         0     0% 97.81%     2.53MB  1.84%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).newStream
         0     0% 97.81%     2.53MB  1.84%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummaryVec.func1
         0     0% 97.81%     2.53MB  1.84%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
         0     0% 97.81%        1MB  0.73%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarP
         0     0% 97.81%     0.79MB  0.57%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Transport).getBodyWriterState.func1
         0     0% 97.81%     0.79MB  0.57%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*clientStream).writeRequestBody
         0     0% 97.81%     1.51MB  1.09%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apimachinery/announced.(*GroupMetaFactory).Enable
         0     0% 97.81%     1.51MB  1.09%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apimachinery/announced.(*GroupMetaFactory).RegisterAndEnable
         0     0% 97.81%     1.50MB  1.09%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apis/meta/v1.(*ObjectMeta).Unmarshal
         0     0% 97.81%     1.51MB  1.10%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*SchemeBuilder).AddToScheme
         0     0% 97.81%     1.51MB  1.10%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*SchemeBuilder).AddToScheme-fm
         0     0% 97.81%     1.50MB  1.09%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.Decode
         0     0% 97.81%     1.50MB  1.09%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/protobuf.(*Serializer).Decode
         0     0% 97.81%     1.50MB  1.09%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/protobuf.unmarshalToObject
         0     0% 97.81%        1MB  0.73%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/versioning.(*codec).Decode
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).(github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.newSpdyStream)-fm
         0     0% 97.81%     0.88MB  0.64%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).newSpdyStream
         0     0% 97.81%     1.52MB  1.10%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Forever
         0     0% 97.81%     3.02MB  2.20%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 97.81%     3.02MB  2.20%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 97.81%     3.02MB  2.20%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 97.81%     1.50MB  1.09%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/watch.(*StreamWatcher).receive
         0     0% 97.81%        1MB  0.73%  github.com/openshift/origin/vendor/k8s.io/client-go/discovery.init
         0     0% 97.81%        1MB  0.73%  github.com/openshift/origin/vendor/k8s.io/client-go/kubernetes.init
         0     0% 97.81%     1.50MB  1.09%  github.com/openshift/origin/vendor/k8s.io/client-go/rest/watch.(*Decoder).Decode
         0     0% 97.81%     1.02MB  0.74%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.(*controller).Run
         0     0% 97.81%     1.02MB  0.74%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.(*sharedIndexInformer).Run
         0     0% 97.81%     2.02MB  1.47%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.NewNamedReflector
         0     0% 97.81%     2.54MB  1.84%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.NewReflector
         0     0% 97.81%     2.02MB  1.47%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.newReflectorMetrics
         0     0% 97.81%     1.51MB  1.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kube-proxy/app.init
         0     0% 97.81%     1.66MB  1.20%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.init
         0     0% 97.81%        1MB  0.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.(*Service).Unmarshal
         0     0% 97.81%     2.03MB  1.48%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewKubectlCommand
         0     0% 97.81%     1.66MB  1.20%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.init
         0     0% 97.81%     1.66MB  1.20%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.init
         0     0% 97.81%     1.66MB  1.20%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.init
         0     0% 97.81%     1.47MB  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 97.81%     1.47MB  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 97.81%     1.47MB  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
         0     0% 97.81%     0.95MB  0.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
         0     0% 97.81%     1.47MB  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 97.81%     1.47MB  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 97.81%     1.03MB  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/i18n.LoadTranslations
         0     0% 97.81%     1.01MB  0.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/reflector/prometheus.(*prometheusMetricsProvider).NewItemsInListMetric
         0     0% 97.81%     1.01MB  0.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/reflector/prometheus.prometheusMetricsProvider.NewItemsInListMetric
         0     0% 97.81%     2.31MB  1.68%  io.Copy
         0     0% 97.81%     2.31MB  1.68%  io.copyBuffer
         0     0% 97.81%     6.18MB  4.49%  main.init
         0     0% 97.81%     5.03MB  3.66%  main.main
         0     0% 97.81%     1.16MB  0.84%  os/exec.(*Cmd).Start.func1
         0     0% 97.81%     1.16MB  0.84%  os/exec.(*Cmd).writerDescriptor.func1
         0     0% 97.81%        1MB  0.73%  reflect.Value.SetMapIndex
         0     0% 97.81%        1MB  0.73%  reflect.mapassign
         0     0% 97.81%   136.73MB 99.27%  runtime.goexit
         0     0% 97.81%    11.21MB  8.14%  runtime.main
         0     0% 97.81%    35.50MB 25.78%  runtime.slicebytetostring
