164.94MB of 168.27MB total (98.03%)
         0     0% 98.03%     1.16MB  0.69%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.bindataRead
         0     0% 98.03%     1.16MB  0.69%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.init
         0     0% 98.03%     1.16MB  0.69%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJs
         0     0% 98.03%     1.16MB  0.69%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.pagesAssetsJsGchartsJsBytes
         0     0% 98.03%    39.51MB 23.48%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 98.03%    39.51MB 23.48%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 98.03%    39.51MB 23.48%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 98.03%     2.53MB  1.50%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).GetMetricWithLabelValues
         0     0% 98.03%     2.53MB  1.50%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).WithLabelValues
         0     0% 98.03%     2.53MB  1.50%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).getOrCreateMetricWithLabelValues
         0     0% 98.03%     2.53MB  1.50%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*SummaryVec).WithLabelValues
         0     0% 98.03%     2.53MB  1.50%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).newStream
         0     0% 98.03%     2.53MB  1.50%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummaryVec.func1
         0     0% 98.03%     2.53MB  1.50%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.newSummary
         0     0% 98.03%        1MB  0.59%  github.com/openshift/origin/vendor/github.com/spf13/pflag.(*FlagSet).VarP
         0     0% 98.03%     1.51MB   0.9%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apimachinery/announced.(*GroupMetaFactory).Enable
         0     0% 98.03%     1.51MB   0.9%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apimachinery/announced.(*GroupMetaFactory).RegisterAndEnable
         0     0% 98.03%     1.50MB  0.89%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apis/meta/v1.(*ObjectMeta).Unmarshal
         0     0% 98.03%     1.51MB   0.9%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*SchemeBuilder).AddToScheme
         0     0% 98.03%     1.51MB   0.9%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.(*SchemeBuilder).AddToScheme-fm
         0     0% 98.03%     2.50MB  1.49%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.Decode
         0     0% 98.03%        2MB  1.19%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/protobuf.(*Serializer).Decode
         0     0% 98.03%        2MB  1.19%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/protobuf.unmarshalToObject
         0     0% 98.03%        2MB  1.19%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/versioning.(*codec).Decode
         0     0% 98.03%     0.88MB  0.52%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).(github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.newSpdyStream)-fm
         0     0% 98.03%     0.88MB  0.52%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).newSpdyStream
         0     0% 98.03%     1.52MB   0.9%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Forever
         0     0% 98.03%     3.52MB  2.09%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 98.03%     3.52MB  2.09%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 98.03%     3.52MB  2.09%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 98.03%     2.50MB  1.49%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/watch.(*StreamWatcher).receive
         0     0% 98.03%        1MB   0.6%  github.com/openshift/origin/vendor/k8s.io/client-go/discovery.init
         0     0% 98.03%        1MB   0.6%  github.com/openshift/origin/vendor/k8s.io/client-go/kubernetes.init
         0     0% 98.03%     2.50MB  1.49%  github.com/openshift/origin/vendor/k8s.io/client-go/rest/watch.(*Decoder).Decode
         0     0% 98.03%     1.52MB   0.9%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.(*controller).Run
         0     0% 98.03%     1.52MB   0.9%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.(*sharedIndexInformer).Run
         0     0% 98.03%     2.02MB  1.20%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.NewNamedReflector
         0     0% 98.03%     2.54MB  1.51%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.NewReflector
         0     0% 98.03%     2.02MB  1.20%  github.com/openshift/origin/vendor/k8s.io/client-go/tools/cache.newReflectorMetrics
         0     0% 98.03%     1.51MB   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kube-proxy/app.init
         0     0% 98.03%     1.66MB  0.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.init
         0     0% 98.03%     1.50MB  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.(*Service).Unmarshal
         0     0% 98.03%     2.03MB  1.21%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewKubectlCommand
         0     0% 98.03%     1.66MB  0.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.init
         0     0% 98.03%     1.66MB  0.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.init
         0     0% 98.03%     1.66MB  0.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.init
         0     0% 98.03%     0.95MB  0.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 98.03%     0.95MB  0.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 98.03%     0.95MB  0.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
         0     0% 98.03%     0.95MB  0.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
         0     0% 98.03%     0.95MB  0.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 98.03%     0.95MB  0.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 98.03%     1.03MB  0.61%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/i18n.LoadTranslations
         0     0% 98.03%     1.01MB   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/reflector/prometheus.(*prometheusMetricsProvider).NewItemsInListMetric
         0     0% 98.03%     1.01MB   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/reflector/prometheus.prometheusMetricsProvider.NewItemsInListMetric
         0     0% 98.03%     2.31MB  1.37%  io.Copy
         0     0% 98.03%     2.31MB  1.37%  io.copyBuffer
         0     0% 98.03%     6.18MB  3.67%  main.init
         0     0% 98.03%     5.03MB  2.99%  main.main
         0     0% 98.03%     1.16MB  0.69%  os/exec.(*Cmd).Start.func1
         0     0% 98.03%     1.16MB  0.69%  os/exec.(*Cmd).writerDescriptor.func1
         0     0% 98.03%        1MB  0.59%  reflect.New
         0     0% 98.03%        1MB   0.6%  reflect.Value.SetMapIndex
         0     0% 98.03%        1MB   0.6%  reflect.mapassign
         0     0% 98.03%   167.77MB 99.70%  runtime.goexit
         0     0% 98.03%    11.21MB  6.66%  runtime.main
         0     0% 98.03%       39MB 23.18%  runtime.slicebytetostring
