30.52s of 38.90s total (78.46%)
     0.02s 0.051% 77.48%      0.39s  1.00%  net/http.(*persistConn).readLoop
     0.02s 0.051% 77.53%      0.61s  1.57%  runtime.(*mcache).nextFree
     0.02s 0.051% 77.58%      0.43s  1.11%  runtime.futexsleep
     0.02s 0.051% 77.63%      0.20s  0.51%  runtime.newarray
     0.02s 0.051% 77.69%      0.31s   0.8%  runtime.notesleep
     0.02s 0.051% 77.74%      0.50s  1.29%  vendor/golang_org/x/crypto/curve25519.mladder
     0.01s 0.026% 77.76%      0.43s  1.11%  bufio.(*Reader).Read
     0.01s 0.026% 77.79%      0.57s  1.47%  crypto/rsa.VerifyPKCS1v15
     0.01s 0.026% 77.81%      0.31s   0.8%  crypto/tls.(*Conn).Read
     0.01s 0.026% 77.84%     11.66s 29.97%  crypto/tls.(*Conn).serverHandshake
     0.01s 0.026% 77.87%      0.27s  0.69%  crypto/tls.(*Conn).write
     0.01s 0.026% 77.89%     11.48s 29.51%  crypto/tls.(*serverHandshakeState).doFullHandshake
     0.01s 0.026% 77.92%      0.33s  0.85%  crypto/x509.(*Certificate).Verify
     0.01s 0.026% 77.94%      0.73s  1.88%  encoding/binary.Write
     0.01s 0.026% 77.97%      0.23s  0.59%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.(*notifyingReader).Read
     0.01s 0.026% 77.99%      8.51s 21.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
     0.01s 0.026% 78.02%      0.34s  0.87%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
     0.01s 0.026% 78.05%      2.55s  6.56%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
     0.01s 0.026% 78.07%      0.27s  0.69%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connWrapper).Read
     0.01s 0.026% 78.10%      0.34s  0.87%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/request/union.(*unionAuthRequestHandler).AuthenticateRequest
     0.01s 0.026% 78.12%      1.60s  4.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.(*server).ServeHTTP
     0.01s 0.026% 78.15%      0.56s  1.44%  net.(*netFD).Write
     0.01s 0.026% 78.17%      0.91s  2.34%  os.(*File).readdir
     0.01s 0.026% 78.20%      0.37s  0.95%  runtime.(*mcentral).grow
     0.01s 0.026% 78.23%      0.20s  0.51%  runtime.bgsweep
     0.01s 0.026% 78.25%      0.59s  1.52%  runtime.copystack
     0.01s 0.026% 78.28%      0.40s  1.03%  runtime.funcspdelta
     0.01s 0.026% 78.30%      0.34s  0.87%  runtime.goready
     0.01s 0.026% 78.33%      1.06s  2.72%  runtime.mcall
     0.01s 0.026% 78.35%      0.59s  1.52%  runtime.morestack
     0.01s 0.026% 78.38%      0.78s  2.01%  runtime.park_m
     0.01s 0.026% 78.41%      0.58s  1.49%  syscall.Lstat
     0.01s 0.026% 78.43%      6.09s 15.66%  syscall.Read
     0.01s 0.026% 78.46%      0.39s  1.00%  syscall.openat
         0     0% 78.46%      0.32s  0.82%  bufio.(*Writer).Flush
         0     0% 78.46%      0.29s  0.75%  compress/flate.NewWriter
         0     0% 78.46%      0.41s  1.05%  compress/flate.NewWriterDict
         0     0% 78.46%      0.41s  1.05%  compress/zlib.(*Writer).Write
         0     0% 78.46%      0.41s  1.05%  compress/zlib.(*Writer).writeHeader
         0     0% 78.46%     10.13s 26.04%  crypto/rsa.(*PrivateKey).Sign
         0     0% 78.46%     10.13s 26.04%  crypto/rsa.SignPKCS1v15
         0     0% 78.46%      9.78s 25.14%  crypto/rsa.decrypt
         0     0% 78.46%     10.11s 25.99%  crypto/rsa.decryptAndCheck
         0     0% 78.46%      0.89s  2.29%  crypto/rsa.encrypt
         0     0% 78.46%      1.71s  4.40%  crypto/rsa.modInverse
         0     0% 78.46%     11.66s 29.97%  crypto/tls.(*Conn).Handshake
         0     0% 78.46%      0.37s  0.95%  crypto/tls.(*Conn).writeRecordLocked
         0     0% 78.46%      0.23s  0.59%  crypto/tls.(*block).readFromUntil
         0     0% 78.46%     10.46s 26.89%  crypto/tls.(*ecdheKeyAgreement).generateServerKeyExchange
         0     0% 78.46%      0.23s  0.59%  crypto/tls.(*ecdheKeyAgreement).processClientKeyExchange
         0     0% 78.46%      0.21s  0.54%  crypto/tls.(*serverHandshakeState).processCertsFromClient
         0     0% 78.46%      0.31s   0.8%  crypto/x509.(*CertPool).findVerifiedParents
         0     0% 78.46%      0.31s   0.8%  crypto/x509.(*Certificate).CheckSignature
         0     0% 78.46%      0.31s   0.8%  crypto/x509.(*Certificate).CheckSignatureFrom
         0     0% 78.46%      0.31s   0.8%  crypto/x509.(*Certificate).buildChains
         0     0% 78.46%      0.21s  0.54%  crypto/x509.ParseCertificate
         0     0% 78.46%      0.31s   0.8%  crypto/x509.checkSignature
         0     0% 78.46%      0.30s  0.77%  encoding/binary.Read
         0     0% 78.46%      2.47s  6.35%  encoding/json.(*Decoder).Decode
         0     0% 78.46%      0.27s  0.69%  encoding/json.(*Decoder).refill
         0     0% 78.46%      0.86s  2.21%  encoding/json.(*decodeState).array
         0     0% 78.46%      0.68s  1.75%  encoding/json.(*decodeState).literal
         0     0% 78.46%      1.86s  4.78%  encoding/json.(*decodeState).unmarshal
         0     0% 78.46%      1.55s  3.98%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).InspectContainer
         0     0% 78.46%         1s  2.57%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 78.46%      0.22s  0.57%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).StartExec
         0     0% 78.46%      0.20s  0.51%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerExecAttach
         0     0% 78.46%      1.55s  3.98%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerInspect
         0     0% 78.46%      0.97s  2.49%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 78.46%      0.29s  0.75%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 78.46%      0.20s  0.51%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).postHijacked
         0     0% 78.46%      0.35s   0.9%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
         0     0% 78.46%      0.36s  0.93%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 78.46%      0.33s  0.85%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
         0     0% 78.46%      0.49s  1.26%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).Serve
         0     0% 78.46%      0.76s  1.95%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).Serve.func2
         0     0% 78.46%      0.76s  1.95%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).frameHandler
         0     0% 78.46%      0.66s  1.70%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).handleStreamFrame
         0     0% 78.46%      0.66s  1.70%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).sendReply
         0     0% 78.46%      0.66s  1.70%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Stream).SendReply
         0     0% 78.46%      0.39s  1.00%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*idleAwareFramer).ReadFrame
         0     0% 78.46%      0.82s  2.11%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*idleAwareFramer).WriteFrame
         0     0% 78.46%      0.36s  0.93%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).ReadFrame
         0     0% 78.46%      0.77s  1.98%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).WriteFrame
         0     0% 78.46%      0.63s  1.62%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).writeSynReplyFrame
         0     0% 78.46%      0.63s  1.62%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*SynReplyFrame).write
         0     0% 78.46%      0.42s  1.08%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.writeHeaderValueBlock
         0     0% 78.46%      2.11s  5.42%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).(github.com/openshift/origin/vendor/github.com/emicklei/go-restful.dispatch)-fm
         0     0% 78.46%      1.78s  4.58%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).HandleWithFilter.func1
         0     0% 78.46%      1.60s  4.11%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).HandleWithFilter.func1.1
         0     0% 78.46%      2.32s  5.96%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).ServeHTTP
         0     0% 78.46%      2.11s  5.42%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch
         0     0% 78.46%      0.28s  0.72%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch.func5
         0     0% 78.46%      2.29s  5.89%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*FilterChain).ProcessFilter
         0     0% 78.46%      0.40s  1.03%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 78.46%      0.32s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 78.46%      0.32s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 78.46%      0.31s   0.8%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 78.46%      0.26s  0.67%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 78.46%      1.08s  2.78%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 78.46%      7.61s 19.56%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 78.46%      0.62s  1.59%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
         0     0% 78.46%      0.62s  1.59%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.setDiskIoStats
         0     0% 78.46%      0.40s  1.03%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 78.46%      7.35s 18.89%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 78.46%      0.32s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 78.46%      0.80s  2.06%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).getFsStats
         0     0% 78.46%      0.70s  1.80%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.(*RealFsInfo).GetFsInfoForPath
         0     0% 78.46%      0.70s  1.80%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.(*RealFsInfo).GetGlobalFsInfo
         0     0% 78.46%      0.70s  1.80%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.getDiskStatsMap
         0     0% 78.46%      0.41s  1.05%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 78.46%      8.44s 21.70%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 78.46%      0.41s  1.05%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 78.46%      8.44s 21.70%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 78.46%      0.43s  1.11%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 78.46%      0.32s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 78.46%      0.32s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 78.46%      0.32s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 78.46%      6.26s 16.09%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 78.46%      6.93s 17.81%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 78.46%      0.53s  1.36%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 78.46%      0.35s   0.9%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 78.46%      6.20s 15.94%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 78.46%      0.22s  0.57%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).ReadFrame
         0     0% 78.46%      0.21s  0.54%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleRawConn
         0     0% 78.46%      2.55s  6.56%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 78.46%      0.25s  0.64%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 78.46%      0.21s  0.54%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveNewHTTP2Transport
         0     0% 78.46%      0.21s  0.54%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams
         0     0% 78.46%      2.55s  6.56%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 78.46%      0.41s  1.05%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 78.46%      0.20s  0.51%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 78.46%      0.21s  0.54%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*framer).readFrame
         0     0% 78.46%      0.21s  0.54%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).HandleStreams
         0     0% 78.46%      0.30s  0.77%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connWrapper).Write
         0     0% 78.46%      0.66s  1.70%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).(github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.newSpdyStream)-fm
         0     0% 78.46%      0.66s  1.70%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).newSpdyStream
         0     0% 78.46%      1.31s  3.37%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 78.46%      1.29s  3.32%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 78.46%      1.31s  3.37%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 78.46%      0.34s  0.87%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/group.(*AuthenticatedGroupAdder).AuthenticateRequest
         0     0% 78.46%      0.33s  0.85%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/request/x509.(*Authenticator).AuthenticateRequest
         0     0% 78.46%      0.80s  2.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 78.46%      0.43s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 78.46%      0.24s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetExec
         0     0% 78.46%      0.80s  2.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 78.46%      0.80s  2.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 78.46%      0.80s  2.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 78.46%      0.80s  2.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 78.46%      0.82s  2.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_Exec_Handler
         0     0% 78.46%      0.63s  1.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 78.46%      0.50s  1.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 78.46%      0.43s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 78.46%      0.69s  1.77%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 78.46%      0.46s  1.18%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*NativeExecHandler).ExecInContainer
         0     0% 78.46%      0.82s  2.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).Exec
         0     0% 78.46%      0.62s  1.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 78.46%      0.49s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 78.46%      1.60s  4.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ServeHTTP
         0     0% 78.46%      1.17s  3.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*streamingRuntime).Exec
         0     0% 78.46%      1.19s  3.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*streamingRuntime).exec
         0     0% 78.46%      1.55s  3.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.checkContainerStatus
         0     0% 78.46%      0.82s  2.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).InspectContainer
         0     0% 78.46%      1.03s  2.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 78.46%      1.55s  3.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).InspectContainer
         0     0% 78.46%         1s  2.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 78.46%      0.22s  0.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).StartExec
         0     0% 78.46%      0.82s  2.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.InspectContainer
         0     0% 78.46%      1.03s  2.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 78.46%      0.82s  2.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).Exec
         0     0% 78.46%      0.62s  1.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 78.46%      0.49s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 78.46%      0.45s  1.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 78.46%      0.45s  1.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 78.46%      0.45s  1.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 78.46%      0.21s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 78.46%      0.38s  0.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 78.46%      0.21s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 78.46%      0.21s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 78.46%      0.34s  0.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*KubeletAuth).AuthenticateRequest
         0     0% 78.46%      0.28s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.getExec)-fm
         0     0% 78.46%      2.29s  5.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).InstallAuthFilter.func1
         0     0% 78.46%      2.40s  6.17%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).ServeHTTP
         0     0% 78.46%      0.28s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).getExec
         0     0% 78.46%      1.57s  4.04%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/remotecommand.ServeExec
         0     0% 78.46%      0.22s  0.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/remotecommand.createHttpStreamStreams
         0     0% 78.46%      0.22s  0.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/remotecommand.createStreams
         0     0% 78.46%      0.45s  1.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
