13.08s of 16.85s total (77.63%)
     0.01s 0.059% 76.50%      0.96s  5.70%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).InstallAuthFilter.func1
     0.01s 0.059% 76.56%      0.12s  0.71%  io.ReadAtLeast
     0.01s 0.059% 76.62%      0.21s  1.25%  io/ioutil.readAll
     0.01s 0.059% 76.68%      0.09s  0.53%  math/big.(*Int).Add
     0.01s 0.059% 76.74%      0.10s  0.59%  math/big.(*Int).Mul
     0.01s 0.059% 76.80%      0.92s  5.46%  math/big.nat.div
     0.01s 0.059% 76.85%      0.23s  1.36%  math/big.nat.mul
     0.01s 0.059% 76.91%      0.23s  1.36%  net/http.send
     0.01s 0.059% 76.97%      0.30s  1.78%  runtime.(*mcache).nextFree
     0.01s 0.059% 77.03%      0.28s  1.66%  runtime.(*mheap).alloc
     0.01s 0.059% 77.09%      0.22s  1.31%  runtime.callers
     0.01s 0.059% 77.15%      0.11s  0.65%  runtime.concatstrings
     0.01s 0.059% 77.21%      0.59s  3.50%  runtime.mcall
     0.01s 0.059% 77.27%      0.09s  0.53%  runtime.netpoll
     0.01s 0.059% 77.33%      0.15s  0.89%  runtime.newarray
     0.01s 0.059% 77.39%      0.16s  0.95%  runtime.rawstring
     0.01s 0.059% 77.45%      0.09s  0.53%  runtime.runqsteal
     0.01s 0.059% 77.51%      0.17s  1.01%  runtime.send
     0.01s 0.059% 77.57%      3.13s 18.58%  runtime.systemstack
     0.01s 0.059% 77.63%      0.24s  1.42%  syscall.write
         0     0% 77.63%      0.17s  1.01%  bufio.(*Writer).Flush
         0     0% 77.63%      0.19s  1.13%  bytes.(*Buffer).ReadFrom
         0     0% 77.63%      0.10s  0.59%  bytes.makeSlice
         0     0% 77.63%      0.14s  0.83%  compress/flate.NewWriter
         0     0% 77.63%      0.17s  1.01%  compress/flate.NewWriterDict
         0     0% 77.63%      0.17s  1.01%  compress/zlib.(*Writer).Write
         0     0% 77.63%      0.17s  1.01%  compress/zlib.(*Writer).writeHeader
         0     0% 77.63%      4.58s 27.18%  crypto/rsa.(*PrivateKey).Sign
         0     0% 77.63%      4.58s 27.18%  crypto/rsa.SignPKCS1v15
         0     0% 77.63%      0.31s  1.84%  crypto/rsa.VerifyPKCS1v15
         0     0% 77.63%      4.45s 26.41%  crypto/rsa.decrypt
         0     0% 77.63%      4.58s 27.18%  crypto/rsa.decryptAndCheck
         0     0% 77.63%      0.44s  2.61%  crypto/rsa.encrypt
         0     0% 77.63%      0.78s  4.63%  crypto/rsa.modInverse
         0     0% 77.63%      5.36s 31.81%  crypto/tls.(*Conn).Handshake
         0     0% 77.63%      0.10s  0.59%  crypto/tls.(*Conn).Read
         0     0% 77.63%      0.11s  0.65%  crypto/tls.(*Conn).Write
         0     0% 77.63%      0.14s  0.83%  crypto/tls.(*Conn).readRecord
         0     0% 77.63%      5.35s 31.75%  crypto/tls.(*Conn).serverHandshake
         0     0% 77.63%      0.09s  0.53%  crypto/tls.(*Conn).write
         0     0% 77.63%      0.13s  0.77%  crypto/tls.(*Conn).writeRecordLocked
         0     0% 77.63%      4.69s 27.83%  crypto/tls.(*ecdheKeyAgreement).generateServerKeyExchange
         0     0% 77.63%      0.11s  0.65%  crypto/tls.(*ecdheKeyAgreement).processClientKeyExchange
         0     0% 77.63%      5.28s 31.34%  crypto/tls.(*serverHandshakeState).doFullHandshake
         0     0% 77.63%      0.15s  0.89%  crypto/tls.(*serverHandshakeState).processCertsFromClient
         0     0% 77.63%      0.17s  1.01%  crypto/x509.(*CertPool).findVerifiedParents
         0     0% 77.63%      0.17s  1.01%  crypto/x509.(*Certificate).CheckSignature
         0     0% 77.63%      0.17s  1.01%  crypto/x509.(*Certificate).CheckSignatureFrom
         0     0% 77.63%      0.17s  1.01%  crypto/x509.(*Certificate).Verify
         0     0% 77.63%      0.17s  1.01%  crypto/x509.(*Certificate).buildChains
         0     0% 77.63%      0.15s  0.89%  crypto/x509.ParseCertificate
         0     0% 77.63%      0.17s  1.01%  crypto/x509.checkSignature
         0     0% 77.63%      0.13s  0.77%  encoding/asn1.Unmarshal
         0     0% 77.63%      0.13s  0.77%  encoding/asn1.UnmarshalWithParams
         0     0% 77.63%      0.09s  0.53%  encoding/binary.Read
         0     0% 77.63%      0.23s  1.36%  encoding/binary.Write
         0     0% 77.63%      1.19s  7.06%  encoding/json.(*Decoder).Decode
         0     0% 77.63%      0.48s  2.85%  encoding/json.(*decodeState).array
         0     0% 77.63%      0.16s  0.95%  encoding/json.(*decodeState).literalStore
         0     0% 77.63%      0.81s  4.81%  encoding/json.(*decodeState).unmarshal
         0     0% 77.63%      0.53s  3.15%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).InspectContainer
         0     0% 77.63%      0.75s  4.45%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 77.63%      0.10s  0.59%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListImages
         0     0% 77.63%      0.14s  0.83%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).StartExec
         0     0% 77.63%      0.12s  0.71%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerExecAttach
         0     0% 77.63%      0.53s  3.15%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerInspect
         0     0% 77.63%      0.10s  0.59%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ImageList
         0     0% 77.63%      0.22s  1.31%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).get
         0     0% 77.63%      0.09s  0.53%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).newRequest
         0     0% 77.63%      0.12s  0.71%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).postHijacked
         0     0% 77.63%      0.26s  1.54%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendClientRequest
         0     0% 77.63%      0.27s  1.60%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 77.63%      0.14s  0.83%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.(*notifyingReader).Read
         0     0% 77.63%      0.20s  1.19%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do
         0     0% 77.63%      0.24s  1.42%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
         0     0% 77.63%      0.21s  1.25%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).Serve
         0     0% 77.63%      0.26s  1.54%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).Serve.func2
         0     0% 77.63%      0.26s  1.54%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).frameHandler
         0     0% 77.63%      0.24s  1.42%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).handleStreamFrame
         0     0% 77.63%      0.23s  1.36%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).sendReply
         0     0% 77.63%      0.23s  1.36%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Stream).SendReply
         0     0% 77.63%      0.16s  0.95%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*idleAwareFramer).ReadFrame
         0     0% 77.63%      0.26s  1.54%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*idleAwareFramer).WriteFrame
         0     0% 77.63%      0.12s  0.71%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).ReadFrame
         0     0% 77.63%      0.25s  1.48%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).WriteFrame
         0     0% 77.63%      0.23s  1.36%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).writeSynReplyFrame
         0     0% 77.63%      0.23s  1.36%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*SynReplyFrame).write
         0     0% 77.63%      0.17s  1.01%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.writeHeaderValueBlock
         0     0% 77.63%      0.86s  5.10%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).(github.com/openshift/origin/vendor/github.com/emicklei/go-restful.dispatch)-fm
         0     0% 77.63%      0.58s  3.44%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).HandleWithFilter.func1.1
         0     0% 77.63%      1.01s  5.99%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).ServeHTTP
         0     0% 77.63%      0.86s  5.10%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch
         0     0% 77.63%      0.18s  1.07%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch.func5
         0     0% 77.63%      0.13s  0.77%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 77.63%      0.13s  0.77%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 77.63%      0.33s  1.96%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 77.63%      0.33s  1.96%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 77.63%      0.26s  1.54%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 77.63%      0.25s  1.48%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 77.63%      0.22s  1.31%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 77.63%      0.11s  0.65%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.DiskStatsCopy
         0     0% 77.63%      1.80s 10.68%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 77.63%      0.11s  0.65%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
         0     0% 77.63%      0.11s  0.65%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.setDiskIoStats
         0     0% 77.63%      0.36s  2.14%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 77.63%      1.71s 10.15%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 77.63%      0.33s  1.96%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 77.63%      0.12s  0.71%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).getFsStats
         0     0% 77.63%      0.09s  0.53%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.(*RealFsInfo).GetFsInfoForPath
         0     0% 77.63%      0.09s  0.53%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.(*RealFsInfo).GetGlobalFsInfo
         0     0% 77.63%      0.09s  0.53%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.getDiskStatsMap
         0     0% 77.63%      0.39s  2.31%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 77.63%      1.96s 11.63%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 77.63%      1.93s 11.45%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 77.63%      0.39s  2.31%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 77.63%      1.93s 11.45%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 77.63%      0.42s  2.49%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 77.63%      0.33s  1.96%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 77.63%      0.33s  1.96%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 77.63%      0.33s  1.96%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 77.63%      0.12s  0.71%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 77.63%      0.75s  4.45%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 77.63%      0.14s  0.83%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 77.63%      1.65s  9.79%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 77.63%      0.67s  3.98%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 77.63%      0.45s  2.67%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 77.63%      0.73s  4.33%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 77.63%      1.50s  8.90%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 77.63%      1.50s  8.90%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 77.63%      0.15s  0.89%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 77.63%      1.51s  8.96%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 77.63%      0.13s  0.77%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 77.63%      0.37s  2.20%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 77.63%      0.13s  0.77%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 77.63%      0.15s  0.89%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 77.63%      0.17s  1.01%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 77.63%      0.10s  0.59%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).Write
         0     0% 77.63%      0.24s  1.42%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).(github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.newSpdyStream)-fm
         0     0% 77.63%      0.24s  1.42%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).newSpdyStream
         0     0% 77.63%      1.27s  7.54%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 77.63%      1.27s  7.54%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 77.63%      1.27s  7.54%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 77.63%      0.17s  1.01%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/group.(*AuthenticatedGroupAdder).AuthenticateRequest
         0     0% 77.63%      0.17s  1.01%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/request/union.(*unionAuthRequestHandler).AuthenticateRequest
         0     0% 77.63%      0.17s  1.01%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/request/x509.(*Authenticator).AuthenticateRequest
         0     0% 77.63%      0.91s  5.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 77.63%      0.14s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncNodeStatus)-fm
         0     0% 77.63%      0.42s  2.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 77.63%      0.18s  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetExec
         0     0% 77.63%      0.91s  5.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 77.63%      0.91s  5.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 77.63%      0.14s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).findContainer
         0     0% 77.63%      0.91s  5.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 77.63%      0.91s  5.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 77.63%      0.14s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncNodeStatus
         0     0% 77.63%      0.14s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).tryUpdateNodeStatus
         0     0% 77.63%      0.14s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).updateNodeStatus
         0     0% 77.63%      0.19s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 77.63%      0.13s  0.77%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 77.63%      0.10s  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._ImageService_ListImages_Handler
         0     0% 77.63%      0.32s  1.90%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_Exec_Handler
         0     0% 77.63%      0.46s  2.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 77.63%      0.35s  2.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 77.63%      0.42s  2.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 77.63%      0.76s  4.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 77.63%      0.27s  1.60%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*NativeExecHandler).ExecInContainer
         0     0% 77.63%      0.31s  1.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).Exec
         0     0% 77.63%      0.46s  2.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 77.63%      0.10s  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListImages
         0     0% 77.63%      0.35s  2.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 77.63%      0.58s  3.44%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ServeHTTP
         0     0% 77.63%      0.48s  2.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*streamingRuntime).Exec
         0     0% 77.63%      0.51s  3.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*streamingRuntime).exec
         0     0% 77.63%      0.53s  3.15%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.checkContainerStatus
         0     0% 77.63%      0.29s  1.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).InspectContainer
         0     0% 77.63%      0.76s  4.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 77.63%      0.10s  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListImages
         0     0% 77.63%      0.53s  3.15%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).InspectContainer
         0     0% 77.63%      0.75s  4.45%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 77.63%      0.10s  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListImages
         0     0% 77.63%      0.14s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).StartExec
         0     0% 77.63%      0.29s  1.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.InspectContainer
         0     0% 77.63%      0.76s  4.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 77.63%      0.10s  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListImages
