323.11MB of 332.82MB total (97.08%)
         0     0% 97.08%     2.50MB  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.(*Service).Unmarshal
         0     0% 97.08%     2.03MB  0.61%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubectl/cmd.NewKubectlCommand
         0     0% 97.08%     3.19MB  0.96%  io.Copy
         0     0% 97.08%     3.19MB  0.96%  io.copyBuffer
         0     0% 97.08%     6.18MB  1.86%  main.init
         0     0% 97.08%     5.03MB  1.51%  main.main
         0     0% 97.08%     2.04MB  0.61%  os/exec.(*Cmd).Start.func1
         0     0% 97.08%     2.04MB  0.61%  os/exec.(*Cmd).writerDescriptor.func1
         0     0% 97.08%   332.32MB 99.85%  runtime.goexit
         0     0% 97.08%    11.21MB  3.37%  runtime.main
         0     0% 97.08%    88.50MB 26.59%  runtime.slicebytetostring
