timestamp_ms,datagram_fragments_gen_sec,datagrams_delivered_sec,datagrams_fragmented_ok_sec,datagrams_output_requests_sec,datagrams_reassmbled_sec,fragments_rx_need_reassemble_sec,rx_datagrams_forwarded_sec,rx_datagrams_header_err_sec,rx_datagrams_invalid_addr_sec,rx_datagrams_nobuff_sec,rx_datagrams_reassmbly_fail_sec,rx_datagrams_sec,rx_datagrams_unknown_proto_sec,tx_datagrams_fragment_fail_sec,tx_datagrams_nobuff_sec,tx_datagrams_noroute_sec
1505942545000,0.00,3.81,0.00,4.61,0.00,0.00,0.86,0.00,0.00,0.00,0.00,4.67,0.00,0.00,0.00,0.00
1505942645000,0.00,150.37,0.00,101.42,0.00,0.00,0.77,0.00,0.00,0.00,0.00,151.14,0.00,0.00,0.00,0.00
1505942745000,0.00,6.28,0.00,5.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.28,0.00,0.00,0.00,0.00
1505942845000,0.00,114.33,0.00,559.16,0.00,0.00,438.76,0.00,0.00,0.00,0.00,553.19,0.00,0.00,0.00,0.00
1505942945000,0.00,385.93,0.00,1182.79,0.00,0.00,823.61,0.00,0.00,0.00,0.00,1209.77,0.00,0.00,0.00,0.00
1505943045000,0.00,529.11,0.00,1004.97,0.00,0.00,517.53,0.00,0.00,0.00,0.00,1046.82,0.00,0.00,0.00,0.00
1505943145000,0.00,623.26,0.00,1449.20,0.00,0.00,876.39,0.00,0.00,0.00,0.00,1499.97,0.00,0.00,0.00,0.00
1505943245000,0.00,589.66,0.00,1331.34,0.00,0.00,797.55,0.00,0.00,0.00,0.00,1387.39,0.00,0.00,0.00,0.00
1505943345000,0.00,393.48,0.00,948.43,0.00,0.00,625.19,0.00,0.00,0.00,0.00,1018.82,0.00,0.00,0.00,0.00
1505943445000,0.00,376.23,0.00,979.97,0.00,0.00,673.17,0.00,0.00,0.00,0.00,1049.57,0.00,0.00,0.00,0.00
1505943545000,0.00,362.83,0.00,845.72,0.00,0.00,549.56,0.00,0.00,0.00,0.00,912.54,0.00,0.00,0.00,0.00
1505943645000,0.00,342.80,0.00,364.24,0.00,0.00,82.18,0.00,0.00,0.00,0.00,425.05,0.00,0.00,0.00,0.00
1505943745000,0.00,249.01,0.00,294.73,0.00,0.00,85.86,0.00,0.00,0.00,0.00,334.89,0.00,0.00,0.00,0.00
1505943845000,0.00,213.29,0.00,269.55,0.00,0.00,74.25,0.00,0.00,0.00,0.00,287.57,0.00,0.00,0.00,0.00
1505943945000,0.00,741.50,0.00,1482.77,0.00,0.00,775.92,0.00,0.00,0.00,0.00,1517.64,0.00,0.00,0.00,0.00
1505944045000,0.00,934.75,0.00,1618.48,0.00,0.00,740.98,0.00,0.00,0.00,0.00,1675.94,0.00,0.00,0.00,0.00
1505944145000,0.00,1031.45,0.00,1738.48,0.00,0.00,777.19,0.00,0.00,0.00,0.00,1808.74,0.00,0.00,0.00,0.00
1505944245000,0.00,1101.57,0.00,1827.60,0.00,0.00,806.22,0.00,0.00,0.00,0.00,1908.11,0.00,0.00,0.00,0.00
1505944345000,0.00,531.59,0.00,1219.29,0.00,0.00,754.56,0.00,0.00,0.00,0.00,1286.42,0.00,0.00,0.00,0.00
1505944445000,0.00,421.18,0.00,1085.67,0.00,0.00,726.51,0.00,0.00,0.00,0.00,1147.95,0.00,0.00,0.00,0.00
1505944545000,0.00,429.48,0.00,1065.57,0.00,0.00,695.91,0.00,0.00,0.00,0.00,1125.54,0.00,0.00,0.00,0.00
1505944645000,0.00,415.91,0.00,493.40,0.00,0.00,128.09,0.00,0.00,0.00,0.00,544.01,0.00,0.00,0.00,0.00
1505944745000,0.00,377.42,0.00,420.37,0.00,0.00,85.08,0.00,0.00,0.00,0.00,462.52,0.00,0.00,0.00,0.00
1505944845000,0.00,369.68,0.00,414.02,0.00,0.00,77.83,0.00,0.00,0.00,0.00,447.52,0.00,0.00,0.00,0.00
1505944945000,0.00,284.42,0.00,412.64,0.00,0.00,141.85,0.00,0.00,0.00,0.00,426.30,0.00,0.00,0.00,0.00
1505945045000,0.00,1143.78,0.00,1751.47,0.00,0.00,674.49,0.00,0.00,0.00,0.00,1818.45,0.00,0.00,0.00,0.00
1505945145000,0.00,1253.94,0.00,1873.44,0.00,0.00,695.92,0.00,0.00,0.00,0.00,1950.01,0.00,0.00,0.00,0.00
1505945245000,0.00,1372.09,0.00,1955.33,0.00,0.00,680.59,0.00,0.00,0.00,0.00,2052.83,0.00,0.00,0.00,0.00
1505945345000,0.00,1403.89,0.00,1959.53,0.00,0.00,654.29,0.00,0.00,0.00,0.00,2058.29,0.00,0.00,0.00,0.00
1505945445000,0.00,507.32,0.00,1101.88,0.00,0.00,669.23,0.00,0.00,0.00,0.00,1176.79,0.00,0.00,0.00,0.00
1505945545000,0.00,489.84,0.00,1067.23,0.00,0.00,664.73,0.00,0.00,0.00,0.00,1154.74,0.00,0.00,0.00,0.00
1505945645000,0.00,508.01,0.00,1028.38,0.00,0.00,604.80,0.00,0.00,0.00,0.00,1112.92,0.00,0.00,0.00,0.00
1505945745000,0.00,465.53,0.00,880.79,0.00,0.00,492.02,0.00,0.00,0.00,0.00,957.72,0.00,0.00,0.00,0.00
1505945845000,0.00,499.83,0.00,536.63,0.00,0.00,106.09,0.00,0.00,0.00,0.00,605.94,0.00,0.00,0.00,0.00
1505945945000,0.00,431.69,0.00,438.07,0.00,0.00,67.15,0.00,0.00,0.00,0.00,498.86,0.00,0.00,0.00,0.00
1505946045000,0.00,395.10,0.00,414.91,0.00,0.00,69.10,0.00,0.00,0.00,0.00,464.22,0.00,0.00,0.00,0.00
1505946145000,0.00,391.61,0.00,418.88,0.00,0.00,62.97,0.00,0.00,0.00,0.00,454.66,0.00,0.00,0.00,0.00
1505946245000,0.00,317.41,0.00,343.73,0.00,0.00,49.13,0.00,0.00,0.00,0.00,366.54,0.00,0.00,0.00,0.00
1505946345000,0.00,5.62,0.00,5.52,0.00,0.00,0.16,0.00,0.00,0.00,0.00,5.78,0.00,0.00,0.00,0.00
1505946445000,0.00,1056.37,0.00,1461.94,0.00,0.00,460.34,0.00,0.00,0.00,0.00,1516.76,0.00,0.00,0.00,0.00
1505946545000,0.00,1528.84,0.00,2002.73,0.00,0.00,566.64,0.00,0.00,0.00,0.00,2095.58,0.00,0.00,0.00,0.00
1505946645000,0.00,1603.39,0.00,2099.41,0.00,0.00,601.29,0.00,0.00,0.00,0.00,2204.84,0.00,0.00,0.00,0.00
1505946745000,0.00,1682.56,0.00,2160.68,0.00,0.00,589.65,0.00,0.00,0.00,0.00,2272.30,0.00,0.00,0.00,0.00
1505946845000,0.00,1008.39,0.00,1438.80,0.00,0.00,526.30,0.00,0.00,0.00,0.00,1534.90,0.00,0.00,0.00,0.00
1505946945000,0.00,509.07,0.00,944.43,0.00,0.00,516.91,0.00,0.00,0.00,0.00,1026.10,0.00,0.00,0.00,0.00
1505947045000,0.00,466.73,0.00,953.87,0.00,0.00,556.68,0.00,0.00,0.00,0.00,1023.53,0.00,0.00,0.00,0.00
1505947145000,0.00,450.02,0.00,894.01,0.00,0.00,511.08,0.00,0.00,0.00,0.00,961.16,0.00,0.00,0.00,0.00
1505947245000,0.00,526.98,0.00,947.49,0.00,0.00,499.72,0.00,0.00,0.00,0.00,1026.90,0.00,0.00,0.00,0.00
1505947345000,0.00,521.69,0.00,836.59,0.00,0.00,396.44,0.00,0.00,0.00,0.00,918.17,0.00,0.00,0.00,0.00
1505947445000,0.00,507.12,0.00,569.31,0.00,0.00,124.11,0.00,0.00,0.00,0.00,631.30,0.00,0.00,0.00,0.00
1505947545000,0.00,475.66,0.00,486.16,0.00,0.00,60.26,0.00,0.00,0.00,0.00,535.92,0.00,0.00,0.00,0.00
1505947645000,0.00,413.06,0.00,418.44,0.00,0.00,54.93,0.00,0.00,0.00,0.00,468.00,0.00,0.00,0.00,0.00
1505947745000,0.00,413.66,0.00,421.37,0.00,0.00,55.08,0.00,0.00,0.00,0.00,468.77,0.00,0.00,0.00,0.00
1505947845000,0.00,365.25,0.00,383.02,0.00,0.00,52.96,0.00,0.00,0.00,0.00,418.22,0.00,0.00,0.00,0.00
1505947945000,0.00,322.47,0.00,340.82,0.00,0.00,45.07,0.00,0.00,0.00,0.00,367.55,0.00,0.00,0.00,0.00
1505948045000,0.00,209.22,0.00,425.74,0.00,0.00,228.78,0.00,0.00,0.00,0.00,438.03,0.00,0.00,0.00,0.00
1505948145000,0.00,89.23,0.00,91.41,0.00,0.00,7.43,0.00,0.00,0.00,0.00,96.66,0.00,0.00,0.00,0.00
1505948245000,0.00,5.61,0.00,5.59,0.00,0.00,0.15,0.00,0.00,0.00,0.00,5.76,0.00,0.00,0.00,0.00
1505948345000,0.00,5.48,0.00,5.13,0.00,0.00,0.06,0.00,0.00,0.00,0.00,5.54,0.00,0.00,0.00,0.00
