timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15
1505945345000,2.83,2.63,2.45,1.92,2.72,3.74,2.64,2.7,3.63,1.68,2.26,7.1,4.56,4.12,2.93,1.61
1505945445000,2.71,2.37,1.51,1.72,1.88,3.09,1.9,1.37,4.28,2.58,0.94,6.51,2.87,3.23,1.66,1.14
1505945545000,1.36,2,1.98,1.77,2.06,2.35,1.34,1.32,3.24,2.27,0.79,5.69,3.19,7.11,2.31,1.48
1505945645000,1.58,2.32,1.33,1.73,1.74,2.63,1.58,1.46,2.67,3.39,1.99,5.74,3.34,5.44,1.6,0.8
1505945745000,2.28,2.41,1.38,1.77,1.8,2.31,2.02,1.92,3.95,3.79,2.65,5.49,2.28,4.77,2.39,1.55
1505945845000,3.54,2.02,1.41,1.65,1.87,2.55,2.1,1.59,6.39,2.49,1.29,5.05,2.1,5.79,2.1,1.36
1505945945000,1.63,2.7,1.07,1.1,1.06,2.09,1.51,1.58,3.14,2.43,0.39,5.67,1.65,4.31,2.39,0.97
1505946045000,3.77,2.73,1.96,1.23,1.32,1.77,1.59,2.01,4.07,3.6,1.76,4.25,1.75,5.75,1.61,1.7
1505946145000,1.72,5.95,1.69,1.24,1.2,3.04,1.49,0.85,4.04,3.27,1.28,4.21,2.39,7.93,3.25,1.43
1505946245000,1.11,6.76,1.24,1.47,0.97,3.55,2.29,1.39,0.67,6.08,1.94,4.07,3.78,9.59,4.23,0.74
1505946345000,0.14,1.31,0.14,0.16,0.18,0.83,2.62,0.78,0.79,0.34,0.22,0.47,0.44,0.67,2.52,0.45
1505946445000,1.16,1.62,1.48,0.85,1.73,3.05,2.12,2.33,2.58,2.9,1.43,4.19,3.81,3.27,2.32,1.19
1505946545000,2.2,6.07,2.17,2.83,1.82,4.7,5.52,3.27,1.97,3.59,2.45,6.49,5.36,6.51,2.78,1.84
1505946645000,2.52,3.62,2.46,2.7,2.63,3.06,4.21,4.96,2.21,4.6,3.71,8.54,4.9,3.02,1.78,3.26
1505946745000,3.4,3.73,2.42,1.77,1.91,5.33,3.07,3.23,4.45,6.56,2.42,6.91,5.19,5.39,1.29,1.5
1505946845000,3.44,4.26,2.89,2.31,1.91,3.03,3.27,2.02,2.81,3.27,5.77,7.23,2.55,4.68,2.41,3.29
1505946945000,5.18,3.17,2.65,1.63,2.41,2.29,1.86,2.31,8.03,1.37,1.42,6.55,3.24,5.03,1.42,2.95
1505947045000,1.85,6.65,1.98,3,1.41,3.26,1.44,1.35,3.38,2.87,1.62,6.23,1.74,2.71,2.26,0.78
1505947145000,1.48,1.58,2.42,3.07,2.47,3.86,2.13,1.85,3.71,4.89,1.53,6.86,2.41,4.97,1.67,1.85
1505947245000,3.76,4.63,3.93,4.07,2.61,1.73,1.46,2.58,2.73,3.58,4.77,6.86,4.66,7.31,0.95,1.82
1505947345000,2.28,2.64,3.26,3.36,2.63,3.8,2.46,2.53,2.85,3.04,2.6,7.74,4.5,9.9,2.27,2.32
1505947445000,5.28,3.78,3.27,2.21,1.44,4.51,2.51,3.1,7.3,3.07,4.11,7.77,2.3,7.33,1.47,1.17
1505947545000,3.14,7.13,4.12,1.33,1.25,2.32,2.04,2.03,6.49,3.67,2.53,6.98,1.19,6.03,1.55,4.24
1505947645000,1.72,5.61,2.68,1.44,3.51,3.46,1.51,1.34,3.34,5.78,1.45,6.62,2.46,9.57,3.58,1.63
1505947745000,4.07,6.96,2.64,2.12,1.3,3.4,2.59,1.47,5.18,5.11,3.33,4.54,1.15,9.88,3.49,1.47
1505947845000,1.14,7.29,4.12,2.33,2.28,2.33,3.72,1.28,1.52,9.22,3.21,4.72,3.87,9.4,2.57,1.6
1505947945000,1.14,6.19,3.95,1.59,2.15,4.22,1.5,2.06,1.41,7.43,4.96,5.48,1.1,8.8,2.87,2.75
1505948045000,0.89,2.52,1.03,3.29,2.14,1.42,0.87,1.01,0.95,4.19,1.81,2.3,2.07,5.33,1.83,0.84
1505948145000,0.35,4.02,0.94,0.25,0.44,1.77,0.44,0.19,2.97,1.49,1.23,3.79,0.79,6.54,2.12,0.26
1505948245000,0.51,1.18,1.99,0.44,0.52,0.95,0.6,0.44,1.75,1.49,0.57,0.67,0.88,2.53,1.39,1.73
1505948345000,0.72,0.45,0.53,0.56,0.46,1.25,1.78,0.42,2.24,0.41,0.78,1.12,0.49,1.61,2.97,0.42
