timestamp_ms,br0-rx,br0-tx,docker0-rx,docker0-tx,eth0-rx,eth0-tx,lo-rx,lo-tx,ovs-system-rx,ovs-system-tx,tun0-rx,tun0-tx,veth34b3614f-rx,veth34b3614f-tx,veth9998ed77-rx,veth9998ed77-tx,vethaf619c9b-rx,vethaf619c9b-tx,vxlan_sys_4789-rx,vxlan_sys_4789-tx
1505946045000,0,0,,,,,,,0,0,0.03260416,0.07839744,1.57876224,0.4579328,,,,,0.36528128,1.53174016
1505946145000,0,0,,,,,,,0,0,0.03006464,0.07225344,1.49102592,0.28655616,,,,,0.20578304,1.45088512
1505946245000,0,0,,,,,,,0,0,0.02277376,0.05332992,1.11583232,0.11788288,,,,,0.0618496,1.0878976
1505946345000,0,0,,,,,,,0,0,0.00073728,0.0008192,0.00106496,0.00114688,,,,,0.00024576,0.00016384
1505946445000,0,0,,,,,,,0,0,0.2187264,0.38486016,0.74022912,0.49266688,,,,,0.10395648,0.49086464
1505946545000,0,0,,,,,,,0,0,0.26886144,0.47128576,1.20651776,0.87719936,,,,,0.39337984,0.89407488
1505946645000,0,0,,,,,,,0,0,0.28622848,0.49741824,1.28114688,1.1894784,,,,,0.67190784,0.94265344
1505946745000,0,0,,,,,,,0,0,0.28000256,0.4907008,1.26427136,1.48250624,,,,,0.96436224,0.9261056
1505946845000,0,0,,,,,,,0,0,0.25206784,0.44015616,1.53444352,1.6613376,,,,,1.18587392,1.22191872
1505946945000,0,0,,,,,,,0,0,0.24829952,0.4345856,1.3811712,1.60096256,,,,,1.13115136,1.0739712
1505947045000,0,0,,,,,,,0,0,0.26632192,0.46686208,1.31629056,1.5654912,,,,,1.06602496,0.99008512
1505947145000,0,0,,,,,,,0,0,0.24477696,0.43065344,1.27516672,1.46407424,,,,,1.00294656,0.97517568
1505947245000,0,0,,,,,,,0,0,0.23789568,0.41680896,1.47054592,1.39452416,,,,,0.94642176,1.17833728
1505947345000,0,0,,,,,,,0,0,0.188416,0.3354624,1.54935296,1.24329984,,,,,0.87678976,1.31334144
1505947445000,0,0,,,,,,,0,0,0.0589824,0.12009472,1.87342848,0.90300416,,,,,0.7573504,1.78675712
1505947545000,0,0,,,,,,,0,0,0.02916352,0.07077888,2.03300864,0.71286784,,,,,0.6217728,1.98377472
1505947645000,0,0,,,,,,,0,0,0.02637824,0.06209536,1.64036608,0.56819712,,,,,0.48857088,1.59744
1505947745000,0,0,,,,,,,0,0,0.02637824,0.06324224,1.6904192,0.44212224,,,,,0.36519936,1.6502784
1505947845000,0,0,,,,,,,0,0,0.02547712,0.06209536,1.6646144,0.31154176,,,,,0.23937024,1.62840576
1505947945000,0,0,,,,,,,0,0,0.02121728,0.0499712,1.2541952,0.15958016,,,,,0.10518528,1.22683392
1505948045000,0,0,,,,,,,0,0,0.1114112,0.20545536,0.59629568,0.25714688,,,,,0.0495616,0.46923776
1505948145000,0,0,,,,,,,0,0,0.00393216,0.00794624,0.31055872,0.01400832,,,,,0.00565248,0.30580736
1505948245000,0,0,,,,,,,0,0,0.00073728,0.00073728,0.00106496,0.00106496,,,,,0.00024576,0.00016384
1505948345000,0,0,,,,,,,0,0,0.00065536,0.00073728,0.00106496,0.00106496,,,,,0.00024576,0.00016384
