timestamp_ms,fault_sec,majflt_sec,page_swaps_in_sec,page_swaps_out_sec,pgfree_sec,pgpgin_sec,pgpgout_sec,pgscand_sec,pgscank_sec,pgsteal_sec,vmeff_pct
1505943145000,4979.79,61.57,0.00,0.00,3938.58,0.00,12.58,0.00,0.00,0.00,0.00
1505943245000,6114.28,55.42,0.00,0.00,5725.93,0.00,4.64,0.00,0.00,0.00,0.00
1505943345000,6955.60,27.38,0.00,0.00,6314.13,0.00,4.77,0.00,0.00,0.00,0.00
1505943445000,6973.42,29.42,0.00,0.00,6681.88,0.00,3.86,0.00,0.00,0.00,0.00
1505943545000,7321.32,31.57,0.00,0.00,7353.50,0.00,9.61,0.00,0.00,0.00,0.00
1505943645000,8613.01,34.63,0.00,0.00,8943.96,0.00,13.35,0.00,0.00,0.00,0.00
1505943745000,32569.35,27.69,0.00,0.00,17185.36,253.56,105.60,0.00,0.00,0.00,0.00
1505943845000,8773.98,38.41,0.00,0.00,7626.02,0.00,5.64,0.00,0.00,0.00,0.00
1505943945000,6289.35,141.16,0.00,0.00,5645.67,0.00,4.49,0.00,0.00,0.00,0.00
1505944045000,9872.43,175.03,0.00,0.00,9577.69,0.00,3.71,0.00,0.00,0.00,0.00
1505944145000,10306.76,187.78,0.00,0.00,9544.59,0.00,10.53,0.00,0.00,0.00,0.00
1505944245000,10789.49,194.98,0.00,0.00,10066.37,0.00,12.97,0.00,0.00,0.00,0.00
1505944345000,10023.99,66.63,0.00,0.00,9004.06,0.00,13.30,0.00,0.00,0.00,0.00
1505944445000,9437.51,50.35,0.00,0.00,8638.44,0.00,2.59,0.00,0.00,0.00,0.00
1505944545000,10833.91,58.44,0.00,0.00,10278.51,0.00,3.96,0.00,0.00,0.00,0.00
1505944645000,11667.55,63.33,0.00,0.00,11033.37,0.00,3.49,0.00,0.00,0.00,0.00
1505944745000,11706.22,66.08,0.00,0.00,11587.40,0.00,9.79,0.00,0.00,0.00,0.00
1505944845000,13639.87,82.21,0.00,0.00,13976.69,8.76,10.36,0.00,0.00,0.00,0.00
1505944945000,6284.05,66.52,0.00,0.00,6599.74,0.00,8.75,0.00,0.00,0.00,0.00
1505945045000,8401.18,259.92,0.00,0.00,9517.46,0.00,12.48,0.00,0.00,0.00,0.00
1505945145000,9527.57,271.81,0.00,0.00,10812.00,0.00,3.71,0.00,0.00,0.00,0.00
1505945245000,10385.74,287.51,0.00,0.00,11413.37,0.00,3.45,0.00,0.00,0.00,0.00
1505945345000,10108.94,283.00,0.00,0.00,11266.11,0.00,10.17,0.00,0.00,0.00,0.00
1505945445000,10613.01,56.94,0.00,0.00,11719.79,0.00,14.77,0.00,0.00,0.00,0.00
1505945545000,9120.09,52.77,0.00,0.00,9667.55,0.00,9.40,0.00,0.00,0.00,0.00
1505945645000,9947.38,61.27,0.00,0.00,10571.57,0.00,2.67,0.00,0.00,0.00,0.00
1505945745000,10202.15,57.36,0.00,0.00,10833.48,0.00,4.26,0.00,0.00,0.00,0.00
1505945845000,11598.87,73.25,0.00,0.00,12618.24,0.00,3.62,0.00,0.00,0.00,0.00
1505945945000,9687.20,67.06,0.00,0.00,10665.25,0.00,9.48,0.00,0.00,0.00,0.00
1505946045000,11359.83,70.40,0.00,0.00,12674.69,0.00,10.25,0.00,0.00,0.00,0.00
1505946145000,11571.11,85.31,0.00,0.00,13688.16,0.00,12.83,0.00,0.00,0.00,0.00
1505946245000,11288.19,79.98,0.00,0.00,12842.93,0.00,4.41,0.00,0.00,0.00,0.00
1505946345000,2912.01,0.00,0.00,0.00,2898.87,0.00,2.19,0.00,0.00,0.00,0.00
1505946445000,7363.23,261.61,0.00,0.00,8006.04,0.00,4.72,0.00,0.00,0.00,0.00
1505946545000,10061.56,365.84,0.00,0.00,12304.67,0.00,10.22,0.00,0.00,0.00,0.00
1505946645000,9733.50,359.18,0.00,0.00,11466.22,0.00,12.41,0.00,0.00,0.00,0.00
1505946745000,9527.57,374.43,0.00,0.00,11551.76,0.00,11.01,0.00,0.00,0.00,0.00
1505946845000,10400.52,185.77,0.00,0.00,11756.29,0.00,2.22,0.00,0.00,0.00,0.00
1505946945000,9969.10,53.63,0.00,0.00,11364.60,0.00,1.82,0.00,0.00,0.00,0.00
1505947045000,8022.07,48.43,0.00,0.00,8695.92,0.00,3.24,0.00,0.00,0.00,0.00
1505947145000,8754.92,48.60,0.00,0.00,9545.40,0.00,10.24,0.00,0.00,0.00,0.00
1505947245000,10897.77,69.98,0.00,0.00,12088.21,0.00,12.41,0.00,0.00,0.00,0.00
1505947345000,10755.68,67.91,0.00,0.00,12152.71,0.00,11.48,0.00,0.00,0.00,0.00
1505947445000,11011.13,76.78,0.00,0.00,12907.65,0.00,2.72,0.00,0.00,0.00,0.00
1505947545000,11730.73,80.66,0.00,0.00,14213.66,0.00,1.97,0.00,0.00,0.00,0.00
1505947645000,10279.27,69.85,0.00,0.00,11974.28,0.00,2.96,0.00,0.00,0.00,0.00
1505947745000,11009.24,80.55,0.00,0.00,13139.36,0.00,8.43,0.00,0.00,0.00,0.00
1505947845000,11966.02,75.98,0.00,0.00,14989.02,0.00,10.35,0.00,0.00,0.00,0.00
1505947945000,10894.17,78.71,0.00,0.00,13135.78,0.00,12.97,0.00,0.00,0.00,0.00
1505948045000,5761.85,42.60,0.00,0.00,6535.20,0.00,3.87,0.00,0.00,0.00,0.00
1505948145000,6008.89,23.58,0.00,0.00,7372.68,0.00,2.82,0.00,0.00,0.00,0.00
1505948245000,2973.72,0.00,0.00,0.00,3752.02,0.00,2.98,0.00,0.00,0.00,0.00
1505948345000,2748.41,0.00,0.00,0.00,3509.13,0.00,2.05,0.00,0.00,0.00,0.00
