timestamp_ms,active_opens_sec,passive_opens_sec,rx_segments_sec,tcp_attempt_fails_sec,tcp_establish_resets_sec,tcp_rx_segments_error_sec,tcp_segments_retransmitted_sec,tcp_tx_segments_RSTflag_sec,tx_segments_sec
1505945345000,0.60,0.00,1149.11,0.00,0.00,0.00,0.00,0.00,1111.42
1505945445000,0.64,0.02,210.23,0.02,0.00,0.00,0.00,0.00,202.68
1505945545000,0.60,0.00,195.50,0.00,0.00,0.00,0.00,0.00,184.58
1505945645000,0.60,0.00,229.21,0.00,0.00,0.00,0.00,0.00,217.23
1505945745000,0.60,0.00,209.72,0.00,0.00,0.00,0.00,0.00,201.48
1505945845000,0.60,0.00,278.09,0.00,0.00,0.00,0.00,0.00,265.84
1505945945000,0.60,0.00,257.25,0.00,0.00,0.00,0.00,0.00,244.69
1505946045000,0.64,0.02,268.23,0.03,0.00,0.00,0.01,0.00,256.57
1505946145000,0.60,0.00,315.87,0.00,0.00,0.00,0.00,0.00,302.51
1505946245000,0.60,0.00,292.39,0.00,0.00,0.00,0.00,0.00,278.06
1505946345000,0.60,0.00,4.97,0.00,0.00,0.00,0.05,0.00,4.92
1505946445000,0.60,0.00,1022.00,0.00,0.00,0.00,0.00,0.00,989.20
1505946545000,0.60,0.00,1417.13,0.00,0.00,0.00,0.05,0.00,1372.27
1505946645000,0.62,0.01,1423.44,0.01,0.00,0.00,0.05,0.00,1377.88
1505946745000,0.62,0.01,1437.42,0.01,0.00,0.00,0.00,0.00,1391.30
1505946845000,0.60,0.00,693.48,0.00,0.00,0.00,0.00,0.00,669.76
1505946945000,0.60,0.00,194.62,0.00,0.00,0.00,0.00,0.00,185.93
1505947045000,0.60,0.00,175.76,0.00,0.00,0.00,0.00,0.00,168.58
1505947145000,0.60,0.00,178.02,0.01,0.00,0.00,0.00,0.00,170.79
1505947245000,0.60,0.00,247.85,0.00,0.00,0.00,0.00,0.00,237.72
1505947345000,0.64,0.02,244.87,0.02,0.00,0.00,0.00,0.00,234.61
1505947445000,0.60,0.00,279.10,0.00,0.00,0.00,0.00,0.00,268.89
1505947545000,0.60,0.00,294.56,0.00,0.00,0.00,0.00,0.00,282.88
1505947645000,0.60,0.00,256.22,0.00,0.00,0.00,0.00,0.00,247.63
1505947745000,0.60,0.00,290.95,0.00,0.00,0.00,0.00,0.00,275.85
1505947845000,0.60,0.00,275.68,0.00,0.00,0.00,0.00,0.00,265.55
1505947945000,0.64,0.02,282.86,0.02,0.00,0.00,0.00,0.00,267.91
1505948045000,0.60,0.00,190.26,0.00,0.00,0.00,0.00,0.00,187.35
1505948145000,0.60,0.00,85.96,0.00,0.00,0.00,0.00,0.00,81.95
1505948245000,0.60,0.00,4.97,0.00,0.00,0.00,0.00,0.00,5.00
1505948345000,0.60,0.00,4.82,0.00,0.00,0.00,0.00,0.00,4.61
