timestamp_ms,br0-rx,br0-tx,docker0-rx,docker0-tx,eth0-rx,eth0-tx,lo-rx,lo-tx,ovs-system-rx,ovs-system-tx,tun0-rx,tun0-tx,vxlan_sys_4789-rx,vxlan_sys_4789-tx
1505945545000,0.00,0.00,,,1086.22,1128.05,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945645000,0.00,0.00,,,1004.86,1034.24,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945745000,0.00,0.00,,,870.52,899.32,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945845000,0.00,0.00,,,516.47,494.33,,,0.00,0.00,0.00,0.00,0.00,0.00
1505945945000,0.00,0.00,,,396.32,369.79,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946045000,0.00,0.00,,,384.04,330.53,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946145000,0.00,0.00,,,309.32,240.07,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946245000,0.00,0.00,,,229.24,154.25,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946345000,0.00,0.00,,,69.41,65.84,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946445000,0.00,0.00,,,594.83,542.88,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946545000,0.00,0.00,,,820.76,768.88,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946645000,0.00,0.00,,,922.74,896.92,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946745000,0.00,0.00,,,981.16,985.54,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946845000,0.00,0.00,,,983.43,1005.19,,,0.00,0.00,0.00,0.00,0.00,0.00
1505946945000,0.00,0.00,,,948.80,982.92,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947045000,0.00,0.00,,,981.42,1014.29,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947145000,0.00,0.00,,,909.05,934.97,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947245000,0.00,0.00,,,903.05,923.62,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947345000,0.00,0.00,,,817.33,838.85,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947445000,0.00,0.00,,,521.78,494.30,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947545000,0.00,0.00,,,423.30,364.51,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947645000,0.00,0.00,,,414.08,355.07,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947745000,0.00,0.00,,,351.58,285.85,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947845000,0.00,0.00,,,325.80,247.85,,,0.00,0.00,0.00,0.00,0.00,0.00
1505947945000,0.00,0.00,,,253.66,175.01,,,0.00,0.00,0.00,0.00,0.00,0.00
1505948045000,0.00,0.00,,,337.13,293.82,,,0.00,0.00,0.00,0.00,0.00,0.00
1505948145000,0.00,0.00,,,103.29,77.00,,,0.00,0.00,0.00,0.00,0.00,0.00
1505948245000,0.00,0.00,,,60.86,57.58,,,0.00,0.00,0.00,0.00,0.00,0.00
1505948345000,0.00,0.00,,,42.56,38.28,,,0.00,0.00,0.00,0.00,0.00,0.00
