timestamp_ms,datagram_fragments_gen_sec,datagrams_delivered_sec,datagrams_fragmented_ok_sec,datagrams_output_requests_sec,datagrams_reassmbled_sec,fragments_rx_need_reassemble_sec,rx_datagrams_forwarded_sec,rx_datagrams_header_err_sec,rx_datagrams_invalid_addr_sec,rx_datagrams_nobuff_sec,rx_datagrams_reassmbly_fail_sec,rx_datagrams_sec,rx_datagrams_unknown_proto_sec,tx_datagrams_fragment_fail_sec,tx_datagrams_nobuff_sec,tx_datagrams_noroute_sec
1505943745000,0.00,741.71,0.00,795.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,741.71,0.00,0.00,0.00,0.00
1505943845000,0.00,615.92,0.00,630.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,615.92,0.00,0.00,0.00,0.00
1505943945000,0.00,1843.64,0.00,1815.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1843.64,0.00,0.00,0.00,0.00
1505944045000,0.00,2034.49,0.00,2032.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2034.49,0.00,0.00,0.00,0.00
1505944145000,0.00,2274.54,0.00,2296.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2274.54,0.00,0.00,0.00,0.00
1505944245000,0.00,2472.39,0.00,2515.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2472.39,0.00,0.00,0.00,0.00
1505944345000,0.00,2294.42,0.00,2352.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2294.42,0.00,0.00,0.00,0.00
1505944445000,0.00,2152.07,0.00,2201.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2152.07,0.00,0.00,0.00,0.00
1505944545000,0.00,1956.67,0.00,1999.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1956.67,0.00,0.00,0.00,0.00
1505944645000,0.00,1026.15,0.00,1089.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1026.15,0.00,0.00,0.00,0.00
1505944745000,0.00,752.03,0.00,796.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,752.03,0.00,0.00,0.00,0.00
1505944845000,0.00,690.80,0.00,708.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,690.80,0.00,0.00,0.00,0.00
1505944945000,0.00,661.02,0.00,653.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,661.02,0.00,0.00,0.00,0.00
1505945045000,0.00,1824.89,0.00,1808.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1824.89,0.00,0.00,0.00,0.00
1505945145000,0.00,2036.51,0.00,2041.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2036.51,0.00,0.00,0.00,0.00
1505945245000,0.00,2209.33,0.00,2243.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2209.33,0.00,0.00,0.00,0.00
1505945345000,0.00,2425.24,0.00,2476.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2425.24,0.00,0.00,0.00,0.00
1505945445000,0.00,2220.51,0.00,2300.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2220.51,0.00,0.00,0.00,0.00
1505945545000,0.00,2230.35,0.00,2320.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2230.35,0.00,0.00,0.00,0.00
1505945645000,0.00,1942.90,0.00,2032.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1942.90,0.00,0.00,0.00,0.00
1505945745000,0.00,1656.87,0.00,1742.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1656.87,0.00,0.00,0.00,0.00
1505945845000,0.00,1035.65,0.00,1131.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1035.65,0.00,0.00,0.00,0.00
1505945945000,0.00,800.59,0.00,877.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.59,0.00,0.00,0.00,0.00
1505946045000,0.00,812.13,0.00,867.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,812.13,0.00,0.00,0.00,0.00
1505946145000,0.00,656.88,0.00,689.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,656.88,0.00,0.00,0.00,0.00
1505946245000,0.00,575.62,0.00,580.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,575.62,0.00,0.00,0.00,0.00
1505946345000,0.00,423.45,0.00,419.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,423.45,0.00,0.00,0.00,0.00
1505946445000,0.00,1325.96,0.00,1307.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1325.96,0.00,0.00,0.00,0.00
1505946545000,0.00,1781.24,0.00,1786.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1781.24,0.00,0.00,0.00,0.00
1505946645000,0.00,2063.45,0.00,2092.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2063.45,0.00,0.00,0.00,0.00
1505946745000,0.00,2243.42,0.00,2295.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2243.42,0.00,0.00,0.00,0.00
1505946845000,0.00,2165.91,0.00,2247.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2165.91,0.00,0.00,0.00,0.00
1505946945000,0.00,2007.79,0.00,2102.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2007.79,0.00,0.00,0.00,0.00
1505947045000,0.00,2015.13,0.00,2098.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015.13,0.00,0.00,0.00,0.00
1505947145000,0.00,1785.37,0.00,1862.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1785.37,0.00,0.00,0.00,0.00
1505947245000,0.00,1644.31,0.00,1731.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1644.31,0.00,0.00,0.00,0.00
1505947345000,0.00,1548.29,0.00,1647.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1548.29,0.00,0.00,0.00,0.00
1505947445000,0.00,1003.19,0.00,1087.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1003.19,0.00,0.00,0.00,0.00
1505947545000,0.00,814.91,0.00,879.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,814.91,0.00,0.00,0.00,0.00
1505947645000,0.00,864.02,0.00,930.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,864.02,0.00,0.00,0.00,0.00
1505947745000,0.00,716.68,0.00,766.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,716.68,0.00,0.00,0.00,0.00
1505947845000,0.00,687.64,0.00,725.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,687.64,0.00,0.00,0.00,0.00
1505947945000,0.00,657.52,0.00,668.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,657.52,0.00,0.00,0.00,0.00
1505948045000,0.00,757.29,0.00,748.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,757.29,0.00,0.00,0.00,0.00
1505948145000,0.00,459.80,0.00,456.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,459.80,0.00,0.00,0.00,0.00
1505948245000,0.00,410.19,0.00,406.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410.19,0.00,0.00,0.00,0.00
1505948345000,0.00,334.12,0.00,329.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,334.12,0.00,0.00,0.00,0.00
