timestamp_ms,active_opens_sec,passive_opens_sec,rx_segments_sec,tcp_attempt_fails_sec,tcp_establish_resets_sec,tcp_rx_segments_error_sec,tcp_segments_retransmitted_sec,tcp_tx_segments_RSTflag_sec,tx_segments_sec
1505945545000,57.21,8.35,2031.65,0.01,3.35,0.00,0.08,0.00,2122.48
1505945645000,54.26,7.59,1762.15,0.00,2.97,0.00,0.12,0.00,1852.39
1505945745000,47.85,6.26,1498.71,0.00,2.46,0.00,0.22,0.00,1584.65
1505945845000,33.83,1.50,938.18,0.01,0.98,0.00,0.25,0.00,1033.92
1505945945000,25.35,1.07,727.92,0.00,0.70,0.00,0.07,0.00,804.89
1505946045000,18.98,1.06,755.86,0.00,0.70,0.00,0.15,0.00,810.96
1505946145000,11.68,1.00,620.66,0.00,0.62,0.00,0.07,0.00,653.74
1505946245000,3.31,0.82,562.32,0.00,0.61,0.00,0.38,0.00,567.06
1505946345000,0.68,0.28,421.78,0.00,0.28,0.00,0.07,0.00,418.14
1505946445000,12.60,6.75,1263.47,0.00,2.44,0.00,0.14,0.00,1245.86
1505946545000,21.50,8.24,1682.88,0.00,3.10,0.00,0.35,0.00,1688.94
1505946645000,32.79,8.66,1927.74,0.00,3.17,0.00,0.26,0.00,1957.51
1505946745000,43.64,8.58,2078.59,0.00,2.82,0.00,0.29,0.00,2131.82
1505946845000,49.49,6.98,1990.09,0.00,2.93,0.00,0.39,0.00,2072.62
1505946945000,52.80,6.58,1826.28,0.00,2.68,0.00,0.23,0.00,1921.84
1505947045000,52.34,7.03,1833.03,0.00,2.69,0.00,0.51,0.00,1917.07
1505947145000,46.99,6.46,1619.26,0.00,2.48,0.00,0.58,0.00,1696.61
1505947245000,50.04,6.30,1471.64,0.00,2.72,0.00,0.39,0.00,1559.62
1505947345000,50.05,4.99,1398.44,0.00,2.22,0.00,0.68,0.00,1498.05
1505947445000,32.43,1.73,913.32,0.00,0.85,0.00,0.33,0.00,997.46
1505947545000,21.90,0.98,748.76,0.00,0.71,0.00,0.36,0.00,813.10
1505947645000,22.97,0.91,800.19,0.01,0.62,0.00,0.62,0.00,865.80
1505947745000,17.19,0.91,665.23,0.00,0.65,0.00,0.33,0.00,714.56
1505947845000,13.22,0.91,648.46,0.00,0.59,0.00,0.38,0.00,685.72
1505947945000,4.64,0.78,639.08,0.00,0.50,0.00,0.52,0.00,649.64
1505948045000,8.72,3.09,719.24,0.00,1.15,0.00,0.25,0.00,710.70
1505948145000,1.00,0.38,456.36,0.00,0.36,0.00,0.50,0.00,452.84
1505948245000,0.69,0.29,408.48,0.00,0.29,0.00,0.14,0.00,405.06
1505948345000,0.72,0.32,332.20,0.00,0.32,0.00,0.18,0.00,327.74
