timestamp_ms,br0-rx,br0-tx,docker0-rx,docker0-tx,eth0-rx,eth0-tx,lo-rx,lo-tx,ovs-system-rx,ovs-system-tx,tun0-rx,tun0-tx,vxlan_sys_4789-rx,vxlan_sys_4789-tx
1505945245000,0,0,,,2.19201536,1.97132288,,,0,0,0,0,0,0
1505945345000,0,0,,,2.3461888,2.17350144,,,0,0,0,0,0,0
1505945445000,0,0,,,2.29482496,2.15597056,,,0,0,0,0,0,0
1505945545000,0,0,,,2.21339648,2.14401024,,,0,0,0,0,0,0
1505945645000,0,0,,,2.25009664,1.96493312,,,0,0,0,0,0,0
1505945745000,0,0,,,2.00359936,1.7420288,,,0,0,0,0,0,0
1505945845000,0,0,,,2.26418688,1.11607808,,,0,0,0,0,0,0
1505945945000,0,0,,,1.90373888,0.84770816,,,0,0,0,0,0,0
1505946045000,0,0,,,1.92069632,0.80994304,,,0,0,0,0,0,0
1505946145000,0,0,,,1.71917312,0.610304,,,0,0,0,0,0,0
1505946245000,0,0,,,1.28720896,0.4845568,,,0,0,0,0,0,0
1505946345000,0,0,,,0.06766592,0.3129344,,,0,0,0,0,0,0
1505946445000,0,0,,,1.23969536,1.0702848,,,0,0,0,0,0,0
1505946545000,0,0,,,1.89390848,1.53288704,,,0,0,0,0,0,0
1505946645000,0,0,,,2.06053376,1.78536448,,,0,0,0,0,0,0
1505946745000,0,0,,,2.10337792,1.9869696,,,0,0,0,0,0,0
1505946845000,0,0,,,2.27934208,2.066432,,,0,0,0,0,0,0
1505946945000,0,0,,,2.22363648,1.94306048,,,0,0,0,0,0,0
1505947045000,0,0,,,2.12353024,2.01596928,,,0,0,0,0,0,0
1505947145000,0,0,,,2.0226048,1.88932096,,,0,0,0,0,0,0
1505947245000,0,0,,,2.19455488,1.7764352,,,0,0,0,0,0,0
1505947345000,0,0,,,2.19029504,1.65330944,,,0,0,0,0,0,0
1505947445000,0,0,,,2.2007808,1.12099328,,,0,0,0,0,0,0
1505947545000,0,0,,,2.20430336,0.90906624,,,0,0,0,0,0,0
1505947645000,0,0,,,2.162688,0.85942272,,,0,0,0,0,0,0
1505947745000,0,0,,,1.94527232,0.70139904,,,0,0,0,0,0,0
1505947845000,0,0,,,1.8989056,0.6291456,,,0,0,0,0,0,0
1505947945000,0,0,,,1.44195584,0.52232192,,,0,0,0,0,0,0
1505948045000,0,0,,,0.86786048,0.65232896,,,0,0,0,0,0,0
1505948145000,0,0,,,0.39788544,0.33193984,,,0,0,0,0,0,0
1505948245000,0,0,,,0.05480448,0.28491776,,,0,0,0,0,0,0
1505948345000,0,0,,,0.0364544,0.20938752,,,0,0,0,0,0,0
