timestamp_ms,active_opens_sec,passive_opens_sec,rx_segments_sec,tcp_attempt_fails_sec,tcp_establish_resets_sec,tcp_rx_segments_error_sec,tcp_segments_retransmitted_sec,tcp_tx_segments_RSTflag_sec,tx_segments_sec
1505943645000,21.33,29.52,376.06,0.42,19.34,0.00,0.00,0.00,372.12
1505943745000,12.92,16.86,237.53,0.40,10.98,0.00,0.01,0.00,260.18
1505943845000,4.47,4.06,86.97,0.40,2.51,0.00,0.00,0.00,123.01
1505943945000,2.70,1.23,93.01,0.34,1.00,0.00,0.00,0.00,114.16
1505944045000,5.33,6.80,228.26,0.41,3.38,0.00,0.00,0.00,261.65
1505944145000,10.48,17.18,360.56,0.40,8.65,0.00,0.00,0.00,381.73
1505944245000,16.66,25.43,487.08,0.42,14.64,0.00,0.00,0.00,502.53
1505944345000,18.29,30.01,539.44,0.40,16.38,0.00,0.00,0.00,549.73
1505944445000,15.59,25.48,471.49,0.39,13.70,0.00,0.00,0.00,484.94
1505944545000,15.56,23.93,423.42,0.41,13.52,0.00,0.00,0.00,445.78
1505944645000,11.92,18.79,345.00,0.40,10.04,0.00,0.00,0.00,400.60
1505944745000,9.08,12.27,241.98,0.40,7.11,0.00,0.00,0.00,312.42
1505944845000,4.60,4.01,119.94,0.42,2.58,0.00,0.00,0.00,194.71
1505944945000,2.36,0.63,29.83,0.29,0.81,0.00,0.00,0.00,61.55
1505945045000,3.11,2.30,126.86,0.35,1.37,0.00,0.00,0.00,168.70
1505945145000,6.73,9.73,266.64,0.36,4.91,0.00,0.00,0.00,304.23
1505945245000,12.78,20.29,420.72,0.37,10.93,0.00,0.00,0.00,449.27
1505945345000,18.01,30.18,549.23,0.35,16.27,0.00,0.00,0.00,561.11
1505945445000,24.26,38.81,633.88,0.36,22.41,0.00,0.00,0.00,631.55
1505945545000,26.23,40.69,618.41,0.34,24.57,0.00,0.01,0.00,611.92
1505945645000,26.46,39.57,589.21,0.36,24.69,0.00,0.00,0.00,596.58
1505945745000,24.68,35.42,534.38,0.36,22.94,0.00,0.01,0.00,544.61
1505945845000,21.83,30.97,475.56,0.41,19.85,0.00,0.00,0.00,550.21
1505945945000,17.23,23.49,374.24,0.40,15.30,0.00,0.00,0.00,447.97
1505946045000,12.66,17.00,277.09,0.41,10.77,0.00,0.00,0.00,358.33
1505946145000,7.79,9.79,175.33,0.41,5.84,0.00,0.00,0.00,263.12
1505946245000,3.51,1.94,67.18,0.39,1.61,0.00,0.00,0.00,145.75
1505946345000,2.00,0.40,11.14,0.20,0.69,0.00,0.00,0.00,12.65
1505946445000,2.65,1.37,73.51,0.28,1.15,0.00,0.00,0.00,108.10
1505946545000,5.54,7.82,227.76,0.33,3.80,0.00,0.01,0.00,276.06
1505946645000,10.60,18.17,379.05,0.32,8.93,0.00,0.00,0.00,409.11
1505946745000,16.58,29.38,532.70,0.32,14.93,0.00,0.00,0.00,539.61
1505946845000,22.44,36.80,665.44,0.33,20.78,0.00,0.01,0.00,680.17
1505946945000,25.18,39.76,660.98,0.31,23.53,0.00,0.00,0.00,663.59
1505947045000,23.39,38.69,624.14,0.30,21.81,0.00,0.00,0.00,620.82
1505947145000,21.14,34.25,579.97,0.30,19.51,0.00,0.00,0.00,583.35
1505947245000,24.93,37.83,589.86,0.33,23.25,0.00,0.00,0.00,605.80
1505947345000,28.13,40.25,585.05,0.37,26.33,0.00,0.00,0.00,615.04
1505947445000,21.10,29.31,487.55,0.41,19.21,0.00,0.01,0.00,564.23
1505947545000,14.55,20.09,390.26,0.40,12.68,0.00,0.00,0.00,489.50
1505947645000,15.38,21.23,340.25,0.40,13.52,0.00,0.05,0.00,420.25
1505947745000,11.96,15.60,268.89,0.40,10.04,0.00,0.00,0.00,361.90
1505947845000,9.73,11.65,201.55,0.40,7.78,0.00,0.00,0.00,300.79
1505947945000,3.82,3.38,96.04,0.39,1.94,0.00,0.00,0.00,181.07
1505948045000,3.67,2.81,51.63,0.26,2.20,0.00,0.00,0.00,84.34
1505948145000,2.16,0.51,18.87,0.24,0.72,0.00,0.00,0.00,43.30
1505948245000,2.00,0.40,11.33,0.20,0.70,0.00,0.00,0.00,12.72
1505948345000,2.00,0.40,11.33,0.20,0.69,0.00,0.00,0.00,12.93
