timestamp_ms,datagram_fragments_gen_sec,datagrams_delivered_sec,datagrams_fragmented_ok_sec,datagrams_output_requests_sec,datagrams_reassmbled_sec,fragments_rx_need_reassemble_sec,rx_datagrams_forwarded_sec,rx_datagrams_header_err_sec,rx_datagrams_invalid_addr_sec,rx_datagrams_nobuff_sec,rx_datagrams_reassmbly_fail_sec,rx_datagrams_sec,rx_datagrams_unknown_proto_sec,tx_datagrams_fragment_fail_sec,tx_datagrams_nobuff_sec,tx_datagrams_noroute_sec
1505943245000,0.00,707.49,0.00,720.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,707.49,0.00,0.00,0.00,0.00
1505943345000,0.00,734.63,0.00,755.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,734.63,0.00,0.00,0.00,0.00
1505943445000,0.00,665.58,0.00,683.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,665.58,0.00,0.00,0.00,0.00
1505943545000,0.00,600.31,0.00,615.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.31,0.00,0.00,0.00,0.00
1505943645000,0.00,499.43,0.00,508.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,499.43,0.00,0.00,0.00,0.00
1505943745000,0.00,314.36,0.00,319.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,314.36,0.00,0.00,0.00,0.00
1505943845000,0.00,113.96,0.00,112.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.96,0.00,0.00,0.00,0.00
1505943945000,0.00,123.05,0.00,136.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.05,0.00,0.00,0.00,0.00
1505944045000,0.00,309.70,0.00,328.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,309.70,0.00,0.00,0.00,0.00
1505944145000,0.00,489.37,0.00,503.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,489.37,0.00,0.00,0.00,0.00
1505944245000,0.00,667.01,0.00,681.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,667.01,0.00,0.00,0.00,0.00
1505944345000,0.00,753.92,0.00,1087.65,0.00,0.00,326.39,0.00,0.00,0.00,0.00,1080.35,0.00,0.00,0.00,0.00
1505944445000,0.00,658.60,0.00,990.73,0.00,0.00,320.29,0.00,0.00,0.00,0.00,978.90,0.00,0.00,0.00,0.00
1505944545000,0.00,590.70,0.00,916.11,0.00,0.00,314.25,0.00,0.00,0.00,0.00,904.96,0.00,0.00,0.00,0.00
1505944645000,0.00,485.22,0.00,830.34,0.00,0.00,342.02,0.00,0.00,0.00,0.00,827.25,0.00,0.00,0.00,0.00
1505944745000,0.00,343.31,0.00,671.60,0.00,0.00,324.53,0.00,0.00,0.00,0.00,667.86,0.00,0.00,0.00,0.00
1505944845000,0.00,177.58,0.00,453.69,0.00,0.00,279.02,0.00,0.00,0.00,0.00,456.60,0.00,0.00,0.00,0.00
1505944945000,0.00,41.11,0.00,109.80,0.00,0.00,72.27,0.00,0.00,0.00,0.00,113.38,0.00,0.00,0.00,0.00
1505945045000,0.00,169.54,0.00,183.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169.54,0.00,0.00,0.00,0.00
1505945145000,0.00,363.73,0.00,379.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,363.73,0.00,0.00,0.00,0.00
1505945245000,0.00,575.56,0.00,586.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,575.56,0.00,0.00,0.00,0.00
1505945345000,0.00,755.90,0.00,757.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,755.90,0.00,0.00,0.00,0.00
1505945445000,0.00,865.65,0.00,870.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,865.65,0.00,0.00,0.00,0.00
1505945545000,0.00,838.06,0.00,851.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,838.06,0.00,0.00,0.00,0.00
1505945645000,0.00,798.71,0.00,808.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,798.71,0.00,0.00,0.00,0.00
1505945745000,0.00,724.03,0.00,736.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,724.03,0.00,0.00,0.00,0.00
1505945845000,0.00,648.52,0.00,645.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,648.52,0.00,0.00,0.00,0.00
1505945945000,0.00,508.36,0.00,506.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,508.36,0.00,0.00,0.00,0.00
1505946045000,0.00,375.52,0.00,371.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,375.52,0.00,0.00,0.00,0.00
1505946145000,0.00,237.50,0.00,227.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.50,0.00,0.00,0.00,0.00
1505946245000,0.00,92.77,0.00,83.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.77,0.00,0.00,0.00,0.00
1505946345000,0.00,9.18,0.00,10.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.18,0.00,0.00,0.00,0.00
1505946445000,0.00,96.26,0.00,103.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.26,0.00,0.00,0.00,0.00
1505946545000,0.00,309.60,0.00,324.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,309.60,0.00,0.00,0.00,0.00
1505946645000,0.00,517.68,0.00,527.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,517.68,0.00,0.00,0.00,0.00
1505946745000,0.00,732.17,0.00,731.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732.17,0.00,0.00,0.00,0.00
1505946845000,0.00,915.77,0.00,922.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,915.77,0.00,0.00,0.00,0.00
1505946945000,0.00,905.00,0.00,916.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,905.00,0.00,0.00,0.00,0.00
1505947045000,0.00,852.76,0.00,854.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,852.76,0.00,0.00,0.00,0.00
1505947145000,0.00,793.83,0.00,798.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,793.83,0.00,0.00,0.00,0.00
1505947245000,0.00,802.92,0.00,811.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,802.92,0.00,0.00,0.00,0.00
1505947345000,0.00,794.50,0.00,800.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,794.50,0.00,0.00,0.00,0.00
1505947445000,0.00,670.81,0.00,666.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,670.81,0.00,0.00,0.00,0.00
1505947545000,0.00,541.06,0.00,532.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,541.06,0.00,0.00,0.00,0.00
1505947645000,0.00,465.24,0.00,459.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.24,0.00,0.00,0.00,0.00
1505947745000,0.00,367.61,0.00,360.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367.61,0.00,0.00,0.00,0.00
1505947845000,0.00,275.29,0.00,265.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.29,0.00,0.00,0.00,0.00
1505947945000,0.00,131.15,0.00,124.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.15,0.00,0.00,0.00,0.00
1505948045000,0.00,67.20,0.00,64.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.20,0.00,0.00,0.00,0.00
1505948145000,0.00,22.23,0.00,19.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.23,0.00,0.00,0.00,0.00
1505948245000,0.00,9.38,0.00,10.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.38,0.00,0.00,0.00,0.00
1505948345000,0.00,9.37,0.00,11.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.37,0.00,0.00,0.00,0.00
