timestamp_ms,fault_sec,majflt_sec,page_swaps_in_sec,page_swaps_out_sec,pgfree_sec,pgpgin_sec,pgpgout_sec,pgscand_sec,pgscank_sec,pgsteal_sec,vmeff_pct
1505945045000,34031.16,0.00,0.00,0.00,20478.12,0.00,54.83,0.00,0.00,0.00,0.00
1505945145000,40192.19,0.00,0.00,0.00,25216.31,0.16,88.04,0.00,0.00,0.00,0.00
1505945245000,37801.11,0.00,0.00,0.00,26149.59,0.00,91.05,0.00,0.00,0.00,0.00
1505945345000,43642.73,0.00,0.00,0.00,31083.95,0.00,122.84,0.00,0.00,0.00,0.00
1505945445000,40002.49,0.00,0.00,0.00,27519.02,0.00,91.86,0.00,0.00,0.00,0.00
1505945545000,40148.58,0.00,0.00,0.00,27791.38,0.00,89.00,0.00,0.00,0.00,0.00
1505945645000,42480.47,0.00,0.00,0.00,27726.91,0.00,70.43,0.00,0.00,0.00,0.00
1505945745000,42234.11,0.00,0.00,0.00,29499.79,0.00,79.70,0.00,0.00,0.00,0.00
1505945845000,52548.58,0.00,0.00,0.00,35917.28,0.16,131.74,0.00,0.00,0.00,0.00
1505945945000,46616.57,0.00,0.00,0.00,32548.03,0.00,93.11,0.00,0.00,0.00,0.00
1505946045000,52751.24,0.00,0.00,0.00,34342.55,0.00,117.68,0.00,0.00,0.00,0.00
1505946145000,54212.60,0.00,0.00,0.00,39585.25,0.00,136.27,0.00,0.00,0.00,0.00
1505946245000,61063.56,0.00,0.00,0.00,42394.36,0.00,152.82,0.00,0.00,0.00,0.00
1505946345000,52850.75,0.00,0.00,0.00,33648.85,0.00,134.90,0.00,0.00,0.00,0.00
1505946445000,43479.13,0.00,0.00,0.00,31811.85,0.00,68.07,0.00,0.00,0.00,0.00
1505946545000,50283.98,0.00,0.00,0.00,38579.81,0.00,69.71,0.00,0.00,0.00,0.00
1505946645000,55165.25,0.00,0.00,0.00,41524.35,0.00,110.21,0.00,0.00,0.00,0.00
1505946745000,52916.96,0.00,0.00,0.00,39849.69,0.00,79.82,0.00,0.00,0.00,0.00
1505946845000,54755.07,0.00,0.00,0.00,40260.18,0.00,111.79,0.00,0.00,0.00,0.00
1505946945000,53950.31,0.00,0.00,0.00,43201.51,0.00,59.01,0.00,0.00,0.00,0.00
1505947045000,54430.44,0.00,0.00,0.00,42619.56,0.00,95.54,0.00,0.00,0.00,0.00
1505947145000,57669.05,0.00,0.00,0.00,42978.66,0.00,91.60,0.00,0.00,0.00,0.00
1505947245000,58961.81,0.00,0.00,0.00,46806.96,0.00,75.47,0.00,0.00,0.00,0.00
1505947345000,61396.60,0.00,0.00,0.00,43884.53,0.00,117.92,0.00,0.00,0.00,0.00
1505947445000,61159.19,0.00,0.00,0.00,43411.16,0.00,109.06,0.00,0.00,0.00,0.00
1505947545000,68286.38,0.00,0.00,0.00,53840.01,0.00,106.53,0.00,0.00,0.00,0.00
1505947645000,68400.50,0.00,0.00,0.00,57771.01,0.00,134.38,0.00,0.00,0.00,0.00
1505947745000,67244.51,0.00,0.00,0.00,55167.15,0.00,93.39,0.00,0.00,0.00,0.00
1505947845000,75370.99,0.00,0.00,0.00,61416.99,0.00,156.45,0.00,0.00,0.00,0.00
1505947945000,78510.54,0.00,0.00,0.00,60459.88,0.00,187.73,0.00,0.00,0.00,0.00
1505948045000,64253.18,0.00,0.00,0.00,48322.97,0.00,65.27,0.00,0.00,0.00,0.00
1505948145000,76080.33,0.05,0.00,0.00,50936.10,8.56,147.79,0.00,20.83,20.60,98.90
1505948245000,65158.39,0.18,0.00,0.00,40956.71,21.44,67.60,0.00,88.77,87.11,98.13
1505948345000,63142.49,0.09,0.00,0.00,41437.98,1.28,16.57,0.00,32.31,31.99,99.01
