timestamp_ms,active_opens_sec,passive_opens_sec,rx_segments_sec,tcp_attempt_fails_sec,tcp_establish_resets_sec,tcp_rx_segments_error_sec,tcp_segments_retransmitted_sec,tcp_tx_segments_RSTflag_sec,tx_segments_sec
1505944645000,1.57,0.00,159.29,0.00,0.05,0.00,0.00,0.00,160.77
1505944745000,1.27,0.00,163.55,0.00,0.03,0.00,0.00,0.00,159.30
1505944845000,1.41,0.00,161.01,0.00,0.04,0.00,0.00,0.00,164.61
1505944945000,0.91,0.02,100.21,0.03,0.01,0.00,0.00,0.00,101.90
1505945045000,0.66,0.00,116.48,0.00,0.01,0.00,0.01,0.00,117.86
1505945145000,1.01,0.00,125.86,0.00,0.01,0.00,0.02,0.00,128.30
1505945245000,0.75,0.00,129.20,0.00,0.03,0.00,0.00,0.00,131.47
1505945345000,1.18,0.00,130.00,0.00,0.01,0.00,0.00,0.00,132.70
1505945445000,0.75,0.00,124.55,0.00,0.02,0.00,0.00,0.00,126.74
1505945545000,0.79,0.02,123.77,0.02,0.00,0.00,0.01,0.00,125.53
1505945645000,0.75,0.00,135.73,0.00,0.01,0.00,0.02,0.00,138.04
1505945745000,0.69,0.00,142.42,0.00,0.01,0.00,0.00,0.00,143.66
1505945845000,1.33,0.00,216.88,0.00,0.00,0.00,0.01,0.00,211.76
1505945945000,0.75,0.00,193.62,0.00,0.01,0.00,0.00,0.00,186.03
1505946045000,1.08,0.00,209.23,0.00,0.03,0.00,0.01,0.00,206.07
1505946145000,0.98,0.02,195.80,0.02,0.03,0.00,0.00,0.00,196.02
1505946245000,1.40,0.00,177.24,0.00,0.01,0.00,0.05,0.00,179.92
1505946345000,1.31,0.00,109.48,0.00,0.02,0.00,0.00,0.00,111.52
1505946445000,0.36,0.00,127.23,0.00,0.00,0.00,0.00,0.00,128.21
1505946545000,0.49,0.00,161.05,0.00,0.00,0.00,0.00,0.00,162.54
1505946645000,0.88,0.00,148.23,0.00,0.01,0.00,0.04,0.00,150.02
1505946745000,0.79,0.03,137.50,0.03,0.01,0.00,0.05,0.00,139.25
1505946845000,0.62,0.00,164.35,0.00,0.02,0.00,0.47,0.00,166.48
1505946945000,0.62,0.00,154.88,0.00,0.00,0.00,0.01,0.00,156.36
1505947045000,0.75,0.00,149.64,0.00,0.02,0.00,0.04,0.00,151.13
1505947145000,0.79,0.00,157.77,0.00,0.00,0.02,0.05,0.02,159.40
1505947245000,0.69,0.00,158.66,0.00,0.01,0.00,0.08,0.00,160.42
1505947345000,0.85,0.02,193.35,0.02,0.03,0.00,0.04,0.00,195.21
1505947445000,0.62,0.00,222.76,0.00,0.00,0.00,0.00,0.00,216.52
1505947545000,1.08,0.00,255.88,0.00,0.01,0.01,0.05,0.01,240.78
1505947645000,1.07,0.01,241.61,0.01,0.03,0.00,0.02,0.00,236.96
1505947745000,0.62,0.00,227.62,0.00,0.01,0.00,0.03,0.00,226.93
1505947845000,1.14,0.00,244.65,0.00,0.02,0.00,0.00,0.00,246.95
1505947945000,1.44,0.02,215.12,0.02,0.02,0.01,0.22,0.01,217.90
1505948045000,0.49,0.00,198.14,0.00,0.00,0.00,0.00,0.00,200.08
1505948145000,1.14,0.00,144.92,0.00,0.02,0.00,0.00,0.00,147.14
1505948245000,0.62,0.00,128.56,0.00,0.01,0.00,0.00,0.00,130.04
1505948345000,0.36,0.00,120.77,0.00,0.00,0.00,0.00,0.00,121.87
