timestamp_ms,br0-rx,br0-tx,docker0-rx,docker0-tx,eth0-rx,eth0-tx,lo-rx,lo-tx,ovs-system-rx,ovs-system-tx,tun0-rx,tun0-tx,vxlan_sys_4789-rx,vxlan_sys_4789-tx
1505947045000,0,0,,,1.72097536,1.65699584,,,0,0,0,0,0,0
1505947145000,0,0,,,1.44662528,1.36495104,,,0,0,0,0,0,0
1505947245000,0,0,,,0.755712,0.65880064,,,0,0,0,0,0,0
1505947345000,0,0,,,0.85204992,0.75153408,,,0,0,0,0,0,0
1505947445000,0,0,,,0.36888576,0.18808832,,,0,0,0,0,0,0
1505947545000,0,0,,,0.37167104,0.16531456,,,0,0,0,0,0,0
1505947645000,0,0,,,0.37568512,0.1949696,,,0,0,0,0,0,0
1505947745000,0,0,,,0.34381824,0.16146432,,,0,0,0,0,0,0
1505947845000,0,0,,,0.35913728,0.18096128,,,0,0,0,0,0,0
1505947945000,0,0,,,0.36184064,0.18243584,,,0,0,0,0,0,0
1505948045000,0,0,,,1.01023744,0.74457088,,,0,0,0,0,0,0
1505948145000,0,0,,,1.040384,0.98115584,,,0,0,0,0,0,0
1505948245000,0,0,,,0.28737536,0.27230208,,,0,0,0,0,0,0
1505948345000,0,0,,,0.28196864,0.26935296,,,0,0,0,0,0,0
