timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15
1505943545000,2.65,3.43,4.63,3.68,3.69,2.82,2.48,3.22,6.28,5.99,4.35,2.99,2.97,2.53,3.46,2.8
1505943645000,2.01,3.17,3.09,2.08,2.12,1.88,3.61,2.03,4.95,4.44,3.63,2.03,1.52,1.95,1.75,2.99
1505943745000,1.9,3.04,2.65,2.61,3.35,1.9,1.28,1.64,3.79,3.25,3.26,2.66,2.14,1.88,1.39,2.04
1505943845000,1.13,2.72,3.68,2.53,1.91,1.6,1.97,1.95,3.31,3.76,4.18,2.6,2.42,1.81,1.85,1.58
1505943945000,6.75,9.47,12.96,7.63,7.27,7.1,7.1,7.2,14.58,16.12,7.37,5.35,5.39,4.93,8.02,7.47
1505944045000,6.12,6.67,6.32,7.71,7.56,4.73,6.06,6.04,10.21,10.37,6.05,6.41,6.93,5.43,8.39,5.97
1505944145000,7.11,10.17,8.81,8.2,8.03,7.76,7.79,5.91,12.58,14.3,8.75,5.7,6.19,5.76,7.24,7.28
1505944245000,6.75,9.05,10.77,8.4,7.22,8.84,5.79,7.32,11.24,11.08,10.14,7.45,6.15,8.71,8.37,5.88
1505944345000,7.8,7.27,7.94,8.1,7.78,9.23,7.28,5.48,12.19,11.34,7.34,6.78,5.82,6.47,7.53,6.23
1505944445000,9.31,10.58,9.37,9.1,10.06,9.59,9.12,7.42,14.06,13.43,8.78,8.96,9.54,9.02,10.06,8.95
1505944545000,6.73,13.21,9.58,7.76,6.8,6.86,8.21,6.88,11.45,15.46,9.58,8,6.02,5.56,10.6,7.36
1505944645000,2.53,5.21,4.45,4.65,3.04,3.38,4.03,3.49,6.01,4.87,7.87,5.53,3.91,3.31,2.45,4.16
1505944745000,3.15,3.98,4.9,3.63,4.49,3.96,4.08,3.63,6.24,5.79,6.46,5.45,4.13,3.56,4.27,3.85
1505944845000,4.2,4.16,4.43,3.23,3.61,3.69,3.6,3.83,7.91,5.52,8.21,4.59,2.71,2.89,3.14,6.58
1505944945000,3.32,5.77,5.39,5.47,7.67,3.84,4.45,3.87,7.08,10.75,5.64,4.12,5.95,4.91,3.92,4.1
1505945045000,12.02,13.39,12.4,12.04,10.21,12.55,12.07,9.01,17.52,17.82,12.21,10.34,9.03,9.66,9.54,10.31
1505945145000,11.58,15.73,14.47,13.47,12.47,12.75,12.51,11.67,16.41,16.38,13.18,10.67,12.07,11.74,11.82,13.55
1505945245000,12.09,10.03,9.78,13.3,10.77,10.62,13.24,10.86,16.1,13.7,10.54,13.26,11.35,9.56,14.34,11.97
1505945345000,12.46,13.92,13.86,11.65,12.01,10.48,12.15,10.6,16.71,17.61,13.77,10.14,9.67,11.03,9.82,11.5
1505945445000,11.59,14.74,13.18,15.2,14.54,11.97,12.7,10.99,17.75,17.42,13.55,14.22,11.04,12.3,13.26,11
1505945545000,11.67,14.37,14.24,15.39,14.14,16.63,16.99,12.72,19.21,16.6,16.33,15.1,12.76,14.48,15.01,12.77
1505945645000,11.73,12.19,12.85,11.42,12.57,13.46,12.44,12.64,17.93,15.84,12.65,11.13,10.7,11,13.79,13.27
1505945745000,11.78,10.23,10.05,10.71,10.5,12.93,9.73,11.04,17.09,14.58,11.93,11.55,10.03,10.67,11.19,12.29
1505945845000,6.5,6.13,4.97,5.19,6.9,7.02,8.47,4.75,12.79,8.37,8.72,6.32,5.86,4.76,6.31,5.76
1505945945000,4.71,5.36,6.15,6.15,4.71,7.19,6.54,3.35,8.02,7.76,4.76,5.15,6.24,6.52,5.66,6.4
1505946045000,4.18,6.08,5.58,5.53,5.74,6.61,4.99,6.53,7.81,9.99,5.97,8.25,6.37,5.91,4.22,7.22
1505946145000,4.68,6.96,7.01,5.95,4.59,20.36,5.97,5.43,10.12,8.5,8.37,10.26,7.05,5.9,5,6.34
1505946245000,5.92,8.32,5.68,7.37,5.82,6.4,8.03,4.58,12.04,7.65,6.95,8.34,4.02,9.95,5.6,8.56
1505946345000,1.42,2.72,2.32,1.57,2.22,3.42,2.29,2.31,2.4,2.47,4.81,2.83,2.46,3.05,1.97,1.86
1505946445000,12.9,14.36,16.86,12.54,11.19,12.04,12.92,12.33,17.55,16.02,13.91,12.38,11.64,12.71,14.71,14.15
1505946545000,10.18,14.15,16.4,12,10.82,14.38,15.61,12.66,18.54,19.99,18.11,14.44,12.76,11.53,12.16,13.56
1505946645000,16.38,17.84,18.92,19.41,20.9,17.72,22.59,19.93,24.58,25.01,18.22,19.99,15.34,15.14,18.23,18.35
1505946745000,19.06,15.77,19.69,14.95,19.31,26.61,16.89,15.69,28.19,21.73,18.96,17.41,14.57,18.94,18.41,15.61
1505946845000,14.51,15.35,14.1,14.35,16.56,12.48,16.58,13.3,19.53,22.84,15.16,14.08,13.87,16.96,16.08,16.04
1505946945000,14.74,18.44,14.86,19.04,19.24,19.14,16.16,14.45,22.65,21.94,18.2,16.59,14.86,15.99,16.16,16.78
1505947045000,20.71,21.2,19.77,22.96,20.42,18.79,24.34,19.21,26.73,24.81,22,18.21,19.15,17.75,18.57,20.18
1505947145000,18.6,18.67,20.16,19.03,18.7,24.56,20.26,18.16,23.58,25.68,20.58,17.52,20.78,24.01,18.67,19.41
1505947245000,10.91,14.98,10.27,12.52,11.94,12.48,13.38,10.59,19.23,22.94,13.26,15.79,10.84,13.33,13.82,11.34
1505947345000,11.37,11.49,11.08,15.74,20.46,15.48,15.51,14.25,18.25,17.49,16.23,13.43,18.67,22.11,11.96,13.23
1505947445000,6.11,6.07,5.64,7.28,7.34,8.54,8.83,5.96,14.57,14.11,10.04,8.74,7.61,8.46,6.75,8.7
1505947545000,5.32,7.9,6.59,7.17,7.97,4.9,10.86,6.51,14.87,14.53,10.84,9.61,9.49,8.17,8.03,6.89
1505947645000,6.7,6.83,7.47,5.08,10.35,7.97,9.39,5.01,13.22,12.09,11.55,13.52,7.75,7.31,8.67,8.11
1505947745000,5.74,5.94,6.65,6.35,12.01,4.27,10.23,8.61,11.3,10.05,8.76,14.33,8.7,9.28,7.28,9.28
1505947845000,6.41,7.06,6.57,7.19,8.4,8.23,10.2,7.06,14.15,16.7,12.76,7.77,7.74,12.23,6.03,9.22
1505947945000,4.38,8.37,12.96,8.1,7.31,19.63,15.89,8.02,11.57,15.37,34.62,11.46,8.2,22.27,4.32,12.6
1505948045000,10.55,12.12,10.86,13.47,15.21,12.75,12.45,11.79,15.38,17.35,10.78,15.43,11.08,13.41,10.86,12.69
1505948145000,4.46,6.11,5.72,8.88,6.07,8.77,10.44,4.34,9.75,11.31,7.66,7.91,7.4,8.49,5.65,4.79
1505948245000,1.14,2.51,2.21,2.29,1.82,3.49,4.72,2.32,2.83,4.4,3.81,2.64,1.31,2.68,1.37,3
1505948345000,2.3,1.25,1.71,2.04,1.75,2.59,5.01,2.85,4.95,2.52,2.27,3.56,2.37,2.31,1.75,2.79
