281.95MB of 289.42MB total (97.42%)
         0     0% 97.42%     1.54MB  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 97.42%     1.54MB  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 97.42%     4.81MB  1.66%  io.Copy
         0     0% 97.42%     4.81MB  1.66%  io.copyBuffer
         0     0% 97.42%    10.44MB  3.61%  main.init
         0     0% 97.42%     2.04MB   0.7%  os/exec.(*Cmd).Start.func1
         0     0% 97.42%     2.04MB   0.7%  os/exec.(*Cmd).writerDescriptor.func1
         0     0% 97.42%   287.91MB 99.48%  runtime.goexit
         0     0% 97.42%    11.44MB  3.95%  runtime.main
         0     0% 97.42%    69.50MB 24.01%  runtime.slicebytetostring
