252.62MB of 258.59MB total (97.69%)
         0     0% 97.69%   230.48MB 89.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 97.69%   230.48MB 89.13%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 97.69%     2.77MB  1.07%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.Asset
         0     0% 97.69%     2.77MB  1.07%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.bindataRead
         0     0% 97.69%     2.77MB  1.07%  github.com/openshift/origin/vendor/github.com/google/cadvisor/pages/static.init
         0     0% 97.69%    59.88MB 23.16%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 97.69%    59.88MB 23.16%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 97.69%    59.88MB 23.16%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 97.69%     4.04MB  1.56%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).GetMetricWithLabelValues
         0     0% 97.69%     4.04MB  1.56%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).WithLabelValues
         0     0% 97.69%     4.04MB  1.56%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*MetricVec).getOrCreateMetricWithLabelValues
         0     0% 97.69%     4.04MB  1.56%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*SummaryVec).WithLabelValues
         0     0% 97.69%     5.06MB  1.96%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.(*summary).newStream
         0     0% 97.69%     1.52MB  0.59%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummary
         0     0% 97.69%     4.04MB  1.56%  github.com/openshift/origin/vendor/github.com/prometheus/client_golang/prometheus.NewSummaryVec.func1
         0     0% 97.69%     1.58MB  0.61%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Transport).getBodyWriterState.func1
         0     0% 97.69%     1.58MB  0.61%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*clientStream).writeRequestBody
         0     0% 97.69%     1.52MB  0.59%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 97.69%     1.52MB  0.59%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 97.69%     1.52MB  0.59%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 97.69%     1.50MB  0.58%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/apis/meta/v1.(*ObjectMeta).Unmarshal
         0     0% 97.69%     2.50MB  0.97%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime.Decode
         0     0% 97.69%        2MB  0.77%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/protobuf.(*Serializer).Decode
         0     0% 97.69%        2MB  0.77%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/protobuf.unmarshalToObject
         0     0% 97.69%     1.50MB  0.58%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/runtime/serializer/versioning.(*codec).Decode
         0     0% 97.69%     2.51MB  0.97%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 97.69%     2.51MB  0.97%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 97.69%     2.51MB  0.97%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 97.69%     2.50MB  0.97%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/watch.(*StreamWatcher).receive
         0     0% 97.69%     2.50MB  0.97%  github.com/openshift/origin/vendor/k8s.io/client-go/rest/watch.(*Decoder).Decode
         0     0% 97.69%     1.50MB  0.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kube-proxy/app.init
         0     0% 97.69%     3.92MB  1.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.init
         0     0% 97.69%     1.50MB  0.58%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/api/v1.(*Service).Unmarshal
         0     0% 97.69%     3.27MB  1.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.init
         0     0% 97.69%     3.27MB  1.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.init
         0     0% 97.69%     1.52MB  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.recordOperation
         0     0% 97.69%     1.52MB  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.recordOperation
         0     0% 97.69%     3.27MB  1.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.init
         0     0% 97.69%     1.54MB  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 97.69%     1.54MB  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 97.69%     1.54MB  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
         0     0% 97.69%     1.54MB  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
         0     0% 97.69%     1.54MB  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 97.69%     1.54MB  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 97.69%     4.81MB  1.86%  io.Copy
         0     0% 97.69%     4.81MB  1.86%  io.copyBuffer
         0     0% 97.69%    10.44MB  4.04%  main.init
         0     0% 97.69%     2.04MB  0.79%  os/exec.(*Cmd).Start.func1
         0     0% 97.69%     2.04MB  0.79%  os/exec.(*Cmd).writerDescriptor.func1
         0     0% 97.69%   257.09MB 99.42%  runtime.goexit
         0     0% 97.69%    11.44MB  4.42%  runtime.main
         0     0% 97.69%       59MB 22.82%  runtime.slicebytetostring
