34.02s of 41.47s total (82.04%)
     0.01s 0.024% 81.50%      0.28s  0.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetExec
     0.01s 0.024% 81.53%      0.55s  1.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
     0.01s 0.024% 81.55%      0.28s  0.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
     0.01s 0.024% 81.58%      0.64s  1.54%  math/big.(*Int).QuoRem
     0.01s 0.024% 81.60%      0.28s  0.68%  net/http.(*Client).send
     0.01s 0.024% 81.63%      0.66s  1.59%  os.Lstat
     0.01s 0.024% 81.65%      0.92s  2.22%  runtime.(*mheap).alloc
     0.01s 0.024% 81.67%      0.59s  1.42%  runtime.blockevent
     0.01s 0.024% 81.70%      0.55s  1.33%  runtime.callers
     0.01s 0.024% 81.72%      0.53s  1.28%  runtime.callers.func1
     0.01s 0.024% 81.75%      0.53s  1.28%  runtime.copystack
     0.01s 0.024% 81.77%      0.21s  0.51%  runtime.entersyscall
     0.01s 0.024% 81.79%      0.22s  0.53%  runtime.goexit0
     0.01s 0.024% 81.82%      0.22s  0.53%  runtime.gosweepone.func1
     0.01s 0.024% 81.84%      0.36s  0.87%  runtime.growWork
     0.01s 0.024% 81.87%      0.50s  1.21%  runtime.newstack
     0.01s 0.024% 81.89%      0.36s  0.87%  runtime.notesleep
     0.01s 0.024% 81.91%      0.47s  1.13%  runtime.rawstringtmp
     0.01s 0.024% 81.94%      0.24s  0.58%  runtime.runqsteal
     0.01s 0.024% 81.96%      0.58s  1.40%  runtime.saveblockevent
     0.01s 0.024% 81.99%      0.50s  1.21%  runtime.startm
     0.01s 0.024% 82.01%      7.18s 17.31%  syscall.Read
     0.01s 0.024% 82.04%      0.49s  1.18%  syscall.openat
         0     0% 82.04%      0.23s  0.55%  bytes.(*Buffer).ReadFrom
         0     0% 82.04%      0.28s  0.68%  compress/flate.NewWriter
         0     0% 82.04%      0.32s  0.77%  compress/flate.NewWriterDict
         0     0% 82.04%      0.33s   0.8%  compress/zlib.(*Writer).Write
         0     0% 82.04%      0.32s  0.77%  compress/zlib.(*Writer).writeHeader
         0     0% 82.04%      6.21s 14.97%  crypto/rsa.(*PrivateKey).Sign
         0     0% 82.04%      6.21s 14.97%  crypto/rsa.SignPKCS1v15
         0     0% 82.04%      0.44s  1.06%  crypto/rsa.VerifyPKCS1v15
         0     0% 82.04%      6.10s 14.71%  crypto/rsa.decrypt
         0     0% 82.04%      6.20s 14.95%  crypto/rsa.decryptAndCheck
         0     0% 82.04%      0.50s  1.21%  crypto/rsa.encrypt
         0     0% 82.04%      1.09s  2.63%  crypto/rsa.modInverse
         0     0% 82.04%      7.11s 17.14%  crypto/tls.(*Conn).Handshake
         0     0% 82.04%      0.23s  0.55%  crypto/tls.(*Conn).Write
         0     0% 82.04%      7.09s 17.10%  crypto/tls.(*Conn).serverHandshake
         0     0% 82.04%      0.24s  0.58%  crypto/tls.(*Conn).writeRecordLocked
         0     0% 82.04%      6.34s 15.29%  crypto/tls.(*ecdheKeyAgreement).generateServerKeyExchange
         0     0% 82.04%      7.02s 16.93%  crypto/tls.(*serverHandshakeState).doFullHandshake
         0     0% 82.04%      0.23s  0.55%  crypto/x509.(*CertPool).findVerifiedParents
         0     0% 82.04%      0.23s  0.55%  crypto/x509.(*Certificate).CheckSignature
         0     0% 82.04%      0.23s  0.55%  crypto/x509.(*Certificate).CheckSignatureFrom
         0     0% 82.04%      0.25s   0.6%  crypto/x509.(*Certificate).Verify
         0     0% 82.04%      0.24s  0.58%  crypto/x509.(*Certificate).buildChains
         0     0% 82.04%      0.23s  0.55%  crypto/x509.checkSignature
         0     0% 82.04%      0.49s  1.18%  encoding/binary.Write
         0     0% 82.04%      1.87s  4.51%  encoding/json.(*Decoder).Decode
         0     0% 82.04%      0.44s  1.06%  encoding/json.(*decodeState).literal
         0     0% 82.04%      1.43s  3.45%  encoding/json.(*decodeState).unmarshal
         0     0% 82.04%      1.04s  2.51%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).InspectContainer
         0     0% 82.04%      0.95s  2.29%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 82.04%      0.23s  0.55%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).StartExec
         0     0% 82.04%      1.04s  2.51%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerInspect
         0     0% 82.04%      0.94s  2.27%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 82.04%      0.24s  0.58%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).sendRequest
         0     0% 82.04%      0.32s  0.77%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client/transport/cancellable.Do.func1
         0     0% 82.04%      0.52s  1.25%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).Serve.func2
         0     0% 82.04%      0.52s  1.25%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).frameHandler
         0     0% 82.04%      0.49s  1.18%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).handleStreamFrame
         0     0% 82.04%      0.48s  1.16%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Connection).sendReply
         0     0% 82.04%      0.49s  1.18%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*Stream).SendReply
         0     0% 82.04%      0.35s  0.84%  github.com/openshift/origin/vendor/github.com/docker/spdystream.(*idleAwareFramer).ReadFrame
         0     0% 82.04%      0.30s  0.72%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).ReadFrame
         0     0% 82.04%      0.50s  1.21%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).WriteFrame
         0     0% 82.04%      0.21s  0.51%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).parseControlFrame
         0     0% 82.04%      0.46s  1.11%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*Framer).writeSynReplyFrame
         0     0% 82.04%      0.46s  1.11%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.(*SynReplyFrame).write
         0     0% 82.04%      0.33s   0.8%  github.com/openshift/origin/vendor/github.com/docker/spdystream/spdy.writeHeaderValueBlock
         0     0% 82.04%      1.46s  3.52%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).(github.com/openshift/origin/vendor/github.com/emicklei/go-restful.dispatch)-fm
         0     0% 82.04%      1.14s  2.75%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).HandleWithFilter.func1
         0     0% 82.04%      1.02s  2.46%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).HandleWithFilter.func1.1
         0     0% 82.04%      1.61s  3.88%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).ServeHTTP
         0     0% 82.04%      1.46s  3.52%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch
         0     0% 82.04%      0.29s   0.7%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*Container).dispatch.func5
         0     0% 82.04%      1.58s  3.81%  github.com/openshift/origin/vendor/github.com/emicklei/go-restful.(*FilterChain).ProcessFilter
         0     0% 82.04%      0.37s  0.89%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.AssignDeviceNamesToDiskStats
         0     0% 82.04%      0.48s  1.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 82.04%      0.34s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 82.04%      0.34s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 82.04%      0.37s  0.89%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.assignDeviceNamesToPerDiskStats
         0     0% 82.04%      0.36s  0.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.deviceIdentifierMap.Find
         0     0% 82.04%      0.36s  0.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 82.04%      0.29s   0.7%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 82.04%      1.66s  4.00%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 82.04%     10.47s 25.25%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 82.04%      1.62s  3.91%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.newContainerStats
         0     0% 82.04%      0.50s  1.21%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 82.04%     10.89s 26.26%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 82.04%      0.34s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 82.04%      1.99s  4.80%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).getFsStats
         0     0% 82.04%      1.71s  4.12%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.(*RealFsInfo).GetFsInfoForPath
         0     0% 82.04%      1.71s  4.12%  github.com/openshift/origin/vendor/github.com/google/cadvisor/fs.(*RealFsInfo).GetGlobalFsInfo
         0     0% 82.04%      0.52s  1.25%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 82.04%     12.61s 30.41%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 82.04%     12.59s 30.36%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 82.04%      0.52s  1.25%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 82.04%     12.59s 30.36%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
         0     0% 82.04%      0.53s  1.28%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 82.04%      0.34s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 82.04%      0.34s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 82.04%      0.34s  0.82%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 82.04%      8.08s 19.48%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 82.04%      8.76s 21.12%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 82.04%      0.38s  0.92%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 82.04%      0.35s  0.84%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
         0     0% 82.04%      7.99s 19.27%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 82.04%      2.05s  4.94%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 82.04%      2.05s  4.94%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 82.04%      2.09s  5.04%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 82.04%      0.47s  1.13%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 82.04%      0.47s  1.13%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 82.04%      0.49s  1.18%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).(github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.newSpdyStream)-fm
         0     0% 82.04%      0.49s  1.18%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/httpstream/spdy.(*connection).newSpdyStream
         0     0% 82.04%      1.37s  3.30%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 82.04%      1.32s  3.18%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 82.04%      1.37s  3.30%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 82.04%      0.25s   0.6%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/group.(*AuthenticatedGroupAdder).AuthenticateRequest
         0     0% 82.04%      0.25s   0.6%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/request/union.(*unionAuthRequestHandler).AuthenticateRequest
         0     0% 82.04%      0.25s   0.6%  github.com/openshift/origin/vendor/k8s.io/apiserver/pkg/authentication/request/x509.(*Authenticator).AuthenticateRequest
         0     0% 82.04%      0.74s  1.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 82.04%      0.53s  1.28%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 82.04%      0.74s  1.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 82.04%      0.74s  1.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 82.04%      0.23s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).findContainer
         0     0% 82.04%      0.74s  1.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 82.04%      0.74s  1.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 82.04%      0.27s  0.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 82.04%      0.58s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_Exec_Handler
         0     0% 82.04%      0.47s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 82.04%      0.60s  1.45%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 82.04%      0.53s  1.28%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 82.04%      0.61s  1.47%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 82.04%      0.35s  0.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*NativeExecHandler).ExecInContainer
         0     0% 82.04%      0.58s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).Exec
         0     0% 82.04%      0.47s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 82.04%      0.59s  1.42%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 82.04%      1.02s  2.46%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ServeHTTP
         0     0% 82.04%      0.79s  1.90%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*streamingRuntime).Exec
         0     0% 82.04%      0.84s  2.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*streamingRuntime).exec
         0     0% 82.04%      1.04s  2.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.checkContainerStatus
         0     0% 82.04%      0.55s  1.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).InspectContainer
         0     0% 82.04%      0.99s  2.39%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 82.04%      1.04s  2.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).InspectContainer
         0     0% 82.04%      0.95s  2.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 82.04%      0.23s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).StartExec
         0     0% 82.04%      0.55s  1.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.InspectContainer
         0     0% 82.04%      0.99s  2.39%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 82.04%      0.58s  1.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).Exec
         0     0% 82.04%      0.47s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 82.04%      0.59s  1.42%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 82.04%      0.55s  1.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 82.04%      0.55s  1.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 82.04%      0.27s  0.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 82.04%      0.46s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 82.04%      0.27s  0.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 82.04%      0.27s  0.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 82.04%      0.27s  0.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 82.04%      0.25s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*KubeletAuth).AuthenticateRequest
         0     0% 82.04%      0.29s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.getExec)-fm
         0     0% 82.04%      1.58s  3.81%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).InstallAuthFilter.func1
         0     0% 82.04%      1.65s  3.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).ServeHTTP
         0     0% 82.04%      0.29s   0.7%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).getExec
         0     0% 82.04%      1.01s  2.44%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/remotecommand.ServeExec
         0     0% 82.04%      0.54s  1.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 82.04%      0.54s  1.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 82.04%      0.79s  1.90%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.(*criAdapter).ExecInContainer
         0     0% 82.04%      1.01s  2.44%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.(*server).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.serveExec)-fm
