4.75s of 6.06s total (78.38%)
         0     0% 78.38%      0.07s  1.16%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 78.38%      0.63s 10.40%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 78.38%      0.46s  7.59%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 78.38%      0.05s  0.83%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamKeyValue
         0     0% 78.38%      0.33s  5.45%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 78.38%      0.33s  5.45%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
         0     0% 78.38%      0.06s  0.99%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getPercpuUsage
         0     0% 78.38%      0.06s  0.99%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 78.38%      0.04s  0.66%  github.com/openshift/origin/vendor/golang.org/x/net/http2/hpack.(*Encoder).WriteField
         0     0% 78.38%      0.62s 10.23%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 78.38%      0.62s 10.23%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 78.38%      0.07s  1.16%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 78.38%      0.62s 10.23%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 78.38%      0.19s  3.14%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 78.38%      0.19s  3.14%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 78.38%      0.09s  1.49%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 78.38%      0.10s  1.65%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 78.38%      0.06s  0.99%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 78.38%      0.04s  0.66%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).Write
         0     0% 78.38%      0.04s  0.66%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/json.Unmarshal
         0     0% 78.38%      0.05s  0.83%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/strategicpatch.CreateTwoWayMergePatch
         0     0% 78.38%      0.74s 12.21%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 78.38%      0.73s 12.05%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 78.38%      0.74s 12.21%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 78.38%      0.43s  7.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 78.38%      0.04s  0.66%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/cloudprovider/providers/aws.(*Cloud).NodeAddresses
         0     0% 78.38%      0.04s  0.66%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.setNodeAddress)-fm
         0     0% 78.38%      0.14s  2.31%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncNodeStatus)-fm
         0     0% 78.38%      0.41s  6.77%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 78.38%      0.42s  6.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 78.38%      0.43s  7.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 78.38%      0.04s  0.66%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).setNodeAddress
         0     0% 78.38%      0.05s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).setNodeStatus
         0     0% 78.38%      0.43s  7.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 78.38%      0.43s  7.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 78.38%      0.14s  2.31%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncNodeStatus
         0     0% 78.38%      0.14s  2.31%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).tryUpdateNodeStatus
         0     0% 78.38%      0.14s  2.31%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).updateNodeStatus
         0     0% 78.38%      0.05s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
         0     0% 78.38%      0.05s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Unmarshal
         0     0% 78.38%      0.07s  1.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 78.38%      0.10s  1.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._ImageService_ListImages_Handler
         0     0% 78.38%      0.20s  3.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 78.38%      0.24s  3.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 78.38%      0.41s  6.77%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 78.38%      0.31s  5.12%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 78.38%      0.05s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).GetPods
         0     0% 78.38%      0.05s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).getPodsWithTimestamp
         0     0% 78.38%      0.05s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).updateCache
         0     0% 78.38%      0.20s  3.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListImages
         0     0% 78.38%      0.24s  3.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 78.38%      0.04s  0.66%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
         0     0% 78.38%      0.38s  6.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListImages
         0     0% 78.38%      0.38s  6.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListImages
         0     0% 78.38%      0.38s  6.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListImages
         0     0% 78.38%      0.20s  3.30%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListImages
         0     0% 78.38%      0.24s  3.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 78.38%      0.43s  7.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 78.38%      0.43s  7.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 78.38%      0.43s  7.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 78.38%      0.11s  1.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 78.38%      0.22s  3.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 78.38%      0.09s  1.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 78.38%      0.11s  1.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 78.38%      0.11s  1.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 78.38%      0.13s  2.15%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 78.38%      0.13s  2.15%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 78.38%      0.10s  1.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 78.38%      0.43s  7.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 78.38%      0.43s  7.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 78.38%      1.43s 23.60%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 78.38%      1.43s 23.60%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 78.38%      1.43s 23.60%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 78.38%      1.43s 23.60%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 78.38%      0.09s  1.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.GetChainLines
         0     0% 78.38%      0.08s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/node.PatchNodeStatus
         0     0% 78.38%      0.64s 10.56%  io/ioutil.ReadDir
         0     0% 78.38%      0.54s  8.91%  io/ioutil.ReadFile
         0     0% 78.38%      0.18s  2.97%  io/ioutil.readAll
         0     0% 78.38%      0.08s  1.32%  net.(*conn).Write
         0     0% 78.38%      0.08s  1.32%  net.(*netFD).Write
         0     0% 78.38%      0.10s  1.65%  net/http.(*Client).Do
         0     0% 78.38%      0.10s  1.65%  net/http.(*Client).send
         0     0% 78.38%      0.10s  1.65%  net/http.(*Transport).RoundTrip
         0     0% 78.38%      0.09s  1.49%  net/http.(*persistConn).readLoop
         0     0% 78.38%      0.04s  0.66%  net/http.(*persistConn).readResponse
         0     0% 78.38%      0.06s  0.99%  net/http.(*persistConn).roundTrip
         0     0% 78.38%      0.10s  1.65%  net/http.(*persistConn).writeLoop
         0     0% 78.38%      0.04s  0.66%  net/http.ReadResponse
         0     0% 78.38%      0.04s  0.66%  net/http.persistConnWriter.Write
         0     0% 78.38%      0.10s  1.65%  net/http.send
         0     0% 78.38%      0.10s  1.65%  os.(*File).Close
         0     0% 78.38%      0.10s  1.65%  os.(*File).Read
         0     0% 78.38%      0.56s  9.24%  os.(*File).Readdir
         0     0% 78.38%      0.09s  1.49%  os.(*File).Readdirnames
         0     0% 78.38%      0.10s  1.65%  os.(*File).read
         0     0% 78.38%      0.56s  9.24%  os.(*File).readdir
         0     0% 78.38%      0.09s  1.49%  os.(*File).readdirnames
         0     0% 78.38%      0.42s  6.93%  os.Lstat
         0     0% 78.38%      0.36s  5.94%  os.Open
         0     0% 78.38%      0.36s  5.94%  os.OpenFile
         0     0% 78.38%      0.04s  0.66%  path.Join
         0     0% 78.38%      0.04s  0.66%  path/filepath.Join
         0     0% 78.38%      0.04s  0.66%  path/filepath.join
         0     0% 78.38%      0.06s  0.99%  reflect.DeepEqual
         0     0% 78.38%      0.04s  0.66%  reflect.Value.Convert
         0     0% 78.38%      0.13s  2.15%  runtime.(*mcache).nextFree.func1
         0     0% 78.38%      0.13s  2.15%  runtime.(*mcache).refill
         0     0% 78.38%      0.13s  2.15%  runtime.(*mcentral).cacheSpan
         0     0% 78.38%      0.11s  1.82%  runtime.(*mcentral).grow
         0     0% 78.38%      0.10s  1.65%  runtime.(*mheap).alloc
         0     0% 78.38%      0.04s  0.66%  runtime.(*mheap).alloc.func1
         0     0% 78.38%      0.04s  0.66%  runtime.(*mheap).alloc_m
         0     0% 78.38%      0.09s  1.49%  runtime.adjustframe
         0     0% 78.38%      0.04s  0.66%  runtime.bgsweep
         0     0% 78.38%      0.11s  1.82%  runtime.blockevent
         0     0% 78.38%      0.10s  1.65%  runtime.callers
         0     0% 78.38%      0.10s  1.65%  runtime.callers.func1
         0     0% 78.38%      0.07s  1.16%  runtime.chansend
         0     0% 78.38%      0.06s  0.99%  runtime.chansend1
         0     0% 78.38%      0.08s  1.32%  runtime.concatstring3
         0     0% 78.38%      0.14s  2.31%  runtime.copystack
         0     0% 78.38%      0.07s  1.16%  runtime.funcspdelta
         0     0% 78.38%      0.06s  0.99%  runtime.futexsleep
         0     0% 78.38%      0.08s  1.32%  runtime.futexwakeup
         0     0% 78.38%      0.95s 15.68%  runtime.gcBgMarkWorker
         0     0% 78.38%      0.87s 14.36%  runtime.gcBgMarkWorker.func2
         0     0% 78.38%      5.72s 94.39%  runtime.goexit
         0     0% 78.38%      0.04s  0.66%  runtime.goexit0
         0     0% 78.38%      0.05s  0.83%  runtime.goready
         0     0% 78.38%      0.05s  0.83%  runtime.goready.func1
         0     0% 78.38%      0.04s  0.66%  runtime.gosweepone
         0     0% 78.38%      0.04s  0.66%  runtime.gosweepone.func1
         0     0% 78.38%      0.15s  2.48%  runtime.growWork
         0     0% 78.38%      0.13s  2.15%  runtime.mapaccess1
         0     0% 78.38%      0.08s  1.32%  runtime.markroot.func1
