3.69s of 4.64s total (79.53%)
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleRawConn
         0     0% 79.53%      0.68s 14.66%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 79.53%      0.68s 14.66%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 79.53%      0.10s  2.16%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveNewHTTP2Transport
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams
         0     0% 79.53%      0.68s 14.66%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Marshal
         0     0% 79.53%      0.06s  1.29%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 79.53%      0.12s  2.59%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
         0     0% 79.53%      0.12s  2.59%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Marshal
         0     0% 79.53%      0.06s  1.29%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 79.53%      0.06s  1.29%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 79.53%      0.06s  1.29%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 79.53%      0.03s  0.65%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 79.53%      0.03s  0.65%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).reader
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).HandleStreams
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).Write
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.wait
         0     0% 79.53%      0.78s 16.81%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 79.53%      0.78s 16.81%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 79.53%      0.78s 16.81%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 79.53%      0.56s 12.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 79.53%      0.07s  1.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncNodeStatus)-fm
         0     0% 79.53%      0.50s 10.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 79.53%      0.55s 11.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 79.53%      0.56s 12.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).setNodeStatus
         0     0% 79.53%      0.56s 12.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 79.53%      0.56s 12.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 79.53%      0.07s  1.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncNodeStatus
         0     0% 79.53%      0.07s  1.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).tryUpdateNodeStatus
         0     0% 79.53%      0.07s  1.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).updateNodeStatus
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Marshal
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).MarshalTo
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Unmarshal
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 79.53%      0.07s  1.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._ImageService_ListImages_Handler
         0     0% 79.53%      0.23s  4.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 79.53%      0.25s  5.39%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 79.53%      0.50s 10.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 79.53%      0.48s 10.34%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).GetPods
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).getPodsWithTimestamp
         0     0% 79.53%      0.04s  0.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).updateCache
         0     0% 79.53%      0.06s  1.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*FileStore).List
         0     0% 79.53%      0.06s  1.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*PersistentCheckpointHandler).ListCheckpoints
         0     0% 79.53%      0.22s  4.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListImages
         0     0% 79.53%      0.25s  5.39%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.containerToRuntimeAPISandbox
         0     0% 79.53%      0.32s  6.90%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListImages
         0     0% 79.53%      0.31s  6.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListImages
         0     0% 79.53%      0.32s  6.90%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListImages
         0     0% 79.53%      0.22s  4.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListImages
         0     0% 79.53%      0.25s  5.39%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 79.53%      0.52s 11.21%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 79.53%      0.52s 11.21%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 79.53%      0.51s 10.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 79.53%      0.08s  1.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 79.53%      0.16s  3.45%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 79.53%      0.08s  1.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 79.53%      0.03s  0.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).toKubeContainer
         0     0% 79.53%      0.03s  0.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getContainerInfoFromAnnotations
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 79.53%      0.08s  1.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 79.53%      0.12s  2.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 79.53%      0.12s  2.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
         0     0% 79.53%      0.05s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 79.53%      0.08s  1.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 79.53%      0.51s 10.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 79.53%      0.51s 10.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 79.53%      0.03s  0.65%  io.ReadAtLeast
         0     0% 79.53%      0.03s  0.65%  io.ReadFull
         0     0% 79.53%      0.86s 18.53%  io/ioutil.ReadDir
         0     0% 79.53%      0.54s 11.64%  io/ioutil.ReadFile
         0     0% 79.53%      0.19s  4.09%  io/ioutil.readAll
         0     0% 79.53%      0.03s  0.65%  net.(*Dialer).DialContext
         0     0% 79.53%      0.03s  0.65%  net.(*Dialer).DialContext-fm
         0     0% 79.53%      0.03s  0.65%  net.(*conn).Read
         0     0% 79.53%      0.04s  0.86%  net.(*conn).Write
         0     0% 79.53%      0.03s  0.65%  net.(*netFD).Read
         0     0% 79.53%      0.04s  0.86%  net.(*netFD).Write
         0     0% 79.53%      0.03s  0.65%  net.dialSerial
         0     0% 79.53%      0.03s  0.65%  net.dialSingle
         0     0% 79.53%      0.03s  0.65%  net.dialTCP
         0     0% 79.53%      0.03s  0.65%  net.doDialTCP
         0     0% 79.53%      0.03s  0.65%  net.internetSocket
         0     0% 79.53%      0.03s  0.65%  net.socket
         0     0% 79.53%      0.08s  1.72%  net/http.(*Client).Do
         0     0% 79.53%      0.07s  1.51%  net/http.(*Client).send
         0     0% 79.53%      0.04s  0.86%  net/http.(*Request).write
         0     0% 79.53%      0.07s  1.51%  net/http.(*Transport).RoundTrip
         0     0% 79.53%      0.03s  0.65%  net/http.(*Transport).dial
         0     0% 79.53%      0.03s  0.65%  net/http.(*Transport).dialConn
         0     0% 79.53%      0.03s  0.65%  net/http.(*Transport).getConn.func4
         0     0% 79.53%      0.03s  0.65%  net/http.(*persistConn).roundTrip
         0     0% 79.53%      0.10s  2.16%  net/http.(*persistConn).writeLoop
         0     0% 79.53%      0.07s  1.51%  net/http.send
         0     0% 79.53%      0.08s  1.72%  os.(*File).Close
         0     0% 79.53%      0.24s  5.17%  os.(*File).Read
         0     0% 79.53%      0.74s 15.95%  os.(*File).Readdir
         0     0% 79.53%      0.11s  2.37%  os.(*File).Readdirnames
         0     0% 79.53%      0.04s  0.86%  os.(*File).Stat
         0     0% 79.53%      0.24s  5.17%  os.(*File).read
         0     0% 79.53%      0.11s  2.37%  os.(*File).readdirnames
         0     0% 79.53%      0.60s 12.93%  os.Lstat
         0     0% 79.53%      0.38s  8.19%  os.Open
         0     0% 79.53%      0.38s  8.19%  os.OpenFile
         0     0% 79.53%      0.30s  6.47%  os.Stat
         0     0% 79.53%      0.05s  1.08%  path.Join
         0     0% 79.53%      0.03s  0.65%  reflect.DeepEqual
         0     0% 79.53%      0.13s  2.80%  runtime.(*mcache).nextFree
         0     0% 79.53%      0.13s  2.80%  runtime.(*mcache).nextFree.func1
         0     0% 79.53%      0.13s  2.80%  runtime.(*mcache).refill
         0     0% 79.53%      0.10s  2.16%  runtime.(*mcentral).grow
         0     0% 79.53%      0.09s  1.94%  runtime.(*mheap).alloc
         0     0% 79.53%      0.09s  1.94%  runtime._System
         0     0% 79.53%      0.06s  1.29%  runtime.bgsweep
         0     0% 79.53%      0.04s  0.86%  runtime.blockevent
         0     0% 79.53%      0.04s  0.86%  runtime.callers
         0     0% 79.53%      0.04s  0.86%  runtime.callers.func1
         0     0% 79.53%      0.04s  0.86%  runtime.chansend
         0     0% 79.53%      0.03s  0.65%  runtime.chansend1
         0     0% 79.53%      0.06s  1.29%  runtime.concatstring3
         0     0% 79.53%      0.16s  3.45%  runtime.copystack
         0     0% 79.53%      0.06s  1.29%  runtime.entersyscall
         0     0% 79.53%      0.03s  0.65%  runtime.funcspdelta
         0     0% 79.53%      0.07s  1.51%  runtime.futexwakeup
         0     0% 79.53%      0.69s 14.87%  runtime.gcBgMarkWorker
         0     0% 79.53%      0.63s 13.58%  runtime.gcBgMarkWorker.func2
