4.04s of 4.75s total (85.05%)
         0     0% 85.05%      0.04s  0.84%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamKeyValue
         0     0% 85.05%      0.22s  4.63%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
         0     0% 85.05%      0.21s  4.42%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
         0     0% 85.05%      0.08s  1.68%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getPercpuUsage
         0     0% 85.05%      0.10s  2.11%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getStats
         0     0% 85.05%      0.08s  1.68%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).ReadFrame
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).readMetaFrame
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/golang.org/x/net/http2.(*Framer).readMetaFrame.func1
         0     0% 85.05%      0.05s  1.05%  github.com/openshift/origin/vendor/golang.org/x/net/http2.readFrameHeader
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/golang.org/x/net/http2/hpack.(*Decoder).Write
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/golang.org/x/net/http2/hpack.(*Decoder).callEmit
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/golang.org/x/net/http2/hpack.(*Decoder).parseFieldIndexed
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
         0     0% 85.05%      0.04s  0.84%  github.com/openshift/origin/vendor/golang.org/x/net/http2/hpack.(*Encoder).WriteField
         0     0% 85.05%      0.07s  1.47%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleRawConn
         0     0% 85.05%      0.73s 15.37%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 85.05%      0.07s  1.47%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 85.05%      0.07s  1.47%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveNewHTTP2Transport
         0     0% 85.05%      0.07s  1.47%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams
         0     0% 85.05%      0.73s 15.37%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 85.05%      0.06s  1.26%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 85.05%      0.13s  2.74%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 85.05%      0.13s  2.74%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 85.05%      0.06s  1.26%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 85.05%      0.07s  1.47%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 85.05%      0.09s  1.89%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/google.golang.org/grpc.sendRequest
         0     0% 85.05%      0.07s  1.47%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*framer).readFrame
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*framer).writeHeaders
         0     0% 85.05%      0.07s  1.47%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).HandleStreams
         0     0% 85.05%      0.05s  1.05%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).Write
         0     0% 85.05%      0.04s  0.84%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).WriteHeader
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Server).writeHeaders
         0     0% 85.05%      0.05s  1.05%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/json.Unmarshal
         0     0% 85.05%      0.05s  1.05%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/strategicpatch.CreateTwoWayMergePatch
         0     0% 85.05%      0.62s 13.05%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 85.05%      0.62s 13.05%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 85.05%      0.62s 13.05%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.(*Request).Do
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/k8s.io/client-go/rest.(*Request).request
         0     0% 85.05%      0.42s  8.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.setNodeStatusInfo)-fm
         0     0% 85.05%      0.10s  2.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncNodeStatus)-fm
         0     0% 85.05%      0.45s  9.47%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 85.05%      0.40s  8.42%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 85.05%      0.42s  8.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).defaultNodeStatusFuncs.func1.1
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).setNodeStatus
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).setNodeStatusInfo
         0     0% 85.05%      0.42s  8.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 85.05%      0.42s  8.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 85.05%      0.10s  2.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncNodeStatus
         0     0% 85.05%      0.10s  2.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).tryUpdateNodeStatus
         0     0% 85.05%      0.10s  2.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).updateNodeStatus
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*Container).Unmarshal
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
         0     0% 85.05%      0.04s  0.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 85.05%      0.08s  1.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 85.05%      0.09s  1.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._ImageService_ListImages_Handler
         0     0% 85.05%      0.22s  4.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 85.05%      0.31s  6.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 85.05%      0.45s  9.47%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 85.05%      0.32s  6.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*FileStore).List
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*PersistentCheckpointHandler).ListCheckpoints
         0     0% 85.05%      0.22s  4.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 85.05%      0.09s  1.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListImages
         0     0% 85.05%      0.05s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
         0     0% 85.05%      0.04s  0.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.toRuntimeAPIContainer
         0     0% 85.05%      0.42s  8.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 85.05%      0.09s  1.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListImages
         0     0% 85.05%      0.42s  8.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 85.05%      0.08s  1.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListImages
         0     0% 85.05%      0.42s  8.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 85.05%      0.09s  1.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListImages
         0     0% 85.05%      0.22s  4.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 85.05%      0.09s  1.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListImages
         0     0% 85.05%      0.31s  6.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 85.05%      0.46s  9.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 85.05%      0.46s  9.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 85.05%      0.46s  9.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 85.05%      0.05s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 85.05%      0.08s  1.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 85.05%      0.13s  2.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 85.05%      0.05s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 85.05%      0.05s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 85.05%      0.08s  1.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 85.05%      0.05s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 85.05%      0.08s  1.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 85.05%      0.05s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 85.05%      0.05s  1.05%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
         0     0% 85.05%      0.08s  1.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 85.05%      0.46s  9.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 85.05%      0.46s  9.68%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 85.05%      0.06s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 85.05%      0.06s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 85.05%      0.06s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
         0     0% 85.05%      0.06s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 85.05%      0.06s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 85.05%      0.03s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.(*runner).run
         0     0% 85.05%      0.06s  1.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/node.PatchNodeStatus
         0     0% 85.05%      0.06s  1.26%  io.ReadFull
         0     0% 85.05%      0.67s 14.11%  io/ioutil.ReadDir
         0     0% 85.05%      0.47s  9.89%  io/ioutil.ReadFile
         0     0% 85.05%      0.05s  1.05%  net.(*Dialer).DialContext
         0     0% 85.05%      0.04s  0.84%  net.(*Dialer).DialContext-fm
         0     0% 85.05%      0.05s  1.05%  net.(*conn).Read
         0     0% 85.05%      0.04s  0.84%  net.(*conn).Write
         0     0% 85.05%      0.05s  1.05%  net.(*netFD).Read
         0     0% 85.05%      0.04s  0.84%  net.(*netFD).Write
         0     0% 85.05%      0.03s  0.63%  net.(*netFD).connect
         0     0% 85.05%      0.04s  0.84%  net.(*netFD).dial
         0     0% 85.05%      0.05s  1.05%  net.dialSerial
         0     0% 85.05%      0.05s  1.05%  net.dialSingle
         0     0% 85.05%      0.04s  0.84%  net.dialTCP
         0     0% 85.05%      0.04s  0.84%  net.doDialTCP
         0     0% 85.05%      0.04s  0.84%  net.internetSocket
         0     0% 85.05%      0.05s  1.05%  net.socket
         0     0% 85.05%      0.09s  1.89%  net/http.(*Client).Do
         0     0% 85.05%      0.07s  1.47%  net/http.(*Client).send
         0     0% 85.05%      0.07s  1.47%  net/http.(*Transport).RoundTrip
         0     0% 85.05%      0.05s  1.05%  net/http.(*Transport).dial
         0     0% 85.05%      0.05s  1.05%  net/http.(*Transport).dialConn
         0     0% 85.05%      0.05s  1.05%  net/http.(*Transport).getConn.func4
         0     0% 85.05%      0.07s  1.47%  net/http.(*persistConn).readLoop
         0     0% 85.05%      0.04s  0.84%  net/http.(*persistConn).roundTrip
         0     0% 85.05%      0.03s  0.63%  net/http.NewRequest
         0     0% 85.05%      0.07s  1.47%  net/http.send
         0     0% 85.05%      0.03s  0.63%  os.(*File).Close
         0     0% 85.05%      0.11s  2.32%  os.(*File).Read
         0     0% 85.05%      0.58s 12.21%  os.(*File).Readdir
         0     0% 85.05%      0.07s  1.47%  os.(*File).Readdirnames
         0     0% 85.05%      0.07s  1.47%  os.(*File).Stat
         0     0% 85.05%      0.11s  2.32%  os.(*File).read
         0     0% 85.05%      0.58s 12.21%  os.(*File).readdir
         0     0% 85.05%      0.07s  1.47%  os.(*File).readdirnames
         0     0% 85.05%      0.03s  0.63%  os.(*file).close
         0     0% 85.05%      0.47s  9.89%  os.Lstat
         0     0% 85.05%      0.36s  7.58%  os.Open
         0     0% 85.05%      0.36s  7.58%  os.OpenFile
