104.37s of 124.82s total (83.62%)
     0.36s  0.29% 75.70%      0.69s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.ReadLine
     0.35s  0.28% 75.98%      4.94s  3.96%  runtime.rawstringtmp
     0.34s  0.27% 76.25%      5.92s  4.74%  runtime.newobject
     0.34s  0.27% 76.53%      1.33s  1.07%  runtime.writebarrierptr_prewrite1
     0.33s  0.26% 76.79%      2.21s  1.77%  encoding/json.(*decodeState).indirect
     0.33s  0.26% 77.05%      0.71s  0.57%  runtime.bulkBarrierPreWrite
     0.33s  0.26% 77.32%      0.66s  0.53%  runtime.scanblock
     0.32s  0.26% 77.58%      0.77s  0.62%  runtime.step
     0.30s  0.24% 77.82%      5.53s  4.43%  encoding/json.(*decodeState).literalStore
     0.29s  0.23% 78.05%      0.68s  0.54%  runtime.shade
     0.27s  0.22% 78.26%      2.67s  2.14%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
     0.26s  0.21% 78.47%      3.08s  2.47%  runtime.(*mcentral).cacheSpan
     0.26s  0.21% 78.68%      0.72s  0.58%  runtime.makemap
     0.25s   0.2% 78.88%      0.81s  0.65%  syscall.ParseDirent
     0.24s  0.19% 79.07%      1.33s  1.07%  runtime.convT2E
     0.23s  0.18% 79.26%      0.91s  0.73%  runtime.gcmarkwb_m
     0.22s  0.18% 79.43%      0.65s  0.52%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/cache.(*actualStateOfWorld).GetMountedVolumes
     0.20s  0.16% 79.59%      3.11s  2.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Unmarshal
     0.20s  0.16% 79.75%      0.80s  0.64%  reflect.(*rtype).ptrTo
     0.20s  0.16% 79.92%      1.17s  0.94%  runtime.(*mspan).sweep
     0.18s  0.14% 80.06%      2.54s  2.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.17s  0.14% 80.20%      9.77s  7.83%  encoding/json.(*decodeState).literal
     0.17s  0.14% 80.33%        28s 22.43%  encoding/json.(*decodeState).value
     0.17s  0.14% 80.47%      7.23s  5.79%  runtime.makeslice
     0.15s  0.12% 80.59%      1.33s  1.07%  runtime.concatstrings
     0.14s  0.11% 80.70%      1.66s  1.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/cache.(*actualStateOfWorld).GetMountedVolumesForPod
     0.14s  0.11% 80.81%      3.55s  2.84%  runtime.newarray
     0.12s 0.096% 80.91%      3.51s  2.81%  reflect.Value.SetMapIndex
     0.12s 0.096% 81.00%      0.68s  0.54%  reflect.Zero
     0.12s 0.096% 81.10%      0.90s  0.72%  runtime.(*mheap).alloc_m
     0.11s 0.088% 81.19%      4.53s  3.63%  runtime.gcDrainN
     0.11s 0.088% 81.28%      1.52s  1.22%  runtime.schedule
     0.11s 0.088% 81.37%      0.67s  0.54%  strings.Replace
     0.10s  0.08% 81.45%      0.78s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).MarshalTo
     0.10s  0.08% 81.53%      1.51s  1.21%  reflect.New
     0.10s  0.08% 81.61%      1.34s  1.07%  runtime.scanframeworker
     0.10s  0.08% 81.69%      1.05s  0.84%  runtime.writebarrierptr
     0.09s 0.072% 81.76%      0.73s  0.58%  encoding/json.cachedTypeFields
     0.09s 0.072% 81.83%      1.35s  1.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*Container).Unmarshal
     0.09s 0.072% 81.90%      0.74s  0.59%  reflect.deepValueEqual
     0.09s 0.072% 81.97%         1s   0.8%  runtime.writebarrierptr_prewrite1.func1
     0.09s 0.072% 82.05%      1.76s  1.41%  syscall.BytePtrFromString
     0.07s 0.056% 82.10%      2.82s  2.26%  reflect.Value.Convert
     0.06s 0.048% 82.15%      0.94s  0.75%  os.(*file).close
     0.06s 0.048% 82.20%      4.17s  3.34%  runtime.(*mcache).nextFree
     0.06s 0.048% 82.25%      2.91s  2.33%  runtime.scanstack
     0.06s 0.048% 82.29%      1.40s  1.12%  runtime.scanstack.func1
     0.05s  0.04% 82.33%         2s  1.60%  bytes.(*Buffer).ReadFrom
     0.05s  0.04% 82.37%     22.79s 18.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
     0.05s  0.04% 82.41%      6.50s  5.21%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
     0.05s  0.04% 82.45%      0.88s  0.71%  reflect.MakeSlice
     0.05s  0.04% 82.49%      2.35s  1.88%  reflect.cvtBytesString
     0.05s  0.04% 82.53%      3.13s  2.51%  runtime.(*mcache).refill
     0.05s  0.04% 82.57%      1.25s  1.00%  runtime.findrunnable
     0.04s 0.032% 82.61%      1.71s  1.37%  bufio.(*Scanner).Scan
     0.04s 0.032% 82.64%      7.14s  5.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
     0.04s 0.032% 82.67%      2.19s  1.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconcile
     0.04s 0.032% 82.70%      0.93s  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.GetChainLines
     0.04s 0.032% 82.74%      1.43s  1.15%  path.Join
     0.04s 0.032% 82.77%      1.70s  1.36%  reflect.unsafe_New
     0.04s 0.032% 82.80%      3.77s  3.02%  syscall.Stat
     0.04s 0.032% 82.83%      4.09s  3.28%  syscall.openat
     0.03s 0.024% 82.86%     27.90s 22.35%  encoding/json.(*decodeState).array
     0.03s 0.024% 82.88%      0.70s  0.56%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*libcontainerAdapter).revertName
     0.03s 0.024% 82.90%     11.27s  9.03%  os.(*File).readdir
     0.03s 0.024% 82.93%      4.54s  3.64%  os.OpenFile
     0.03s 0.024% 82.95%      4.21s  3.37%  os.Stat
     0.03s 0.024% 82.98%      1.50s  1.20%  reflect.makeString
     0.03s 0.024% 83.00%      3.15s  2.52%  reflect.mapassign
     0.03s 0.024% 83.02%      0.63s   0.5%  runtime.goschedImpl
     0.03s 0.024% 83.05%      1.91s  1.53%  runtime.mcall
     0.03s 0.024% 83.07%      2.97s  2.38%  runtime.scang
     0.02s 0.016% 83.09%      1.02s  0.82%  bytes.makeSlice
     0.02s 0.016% 83.10%      3.60s  2.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
     0.02s 0.016% 83.12%      8.40s  6.73%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
     0.02s 0.016% 83.14%      6.69s  5.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
     0.02s 0.016% 83.15%      0.90s  0.72%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getContainerInfoFromAnnotations
     0.02s 0.016% 83.17%      3.74s  3.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
     0.02s 0.016% 83.18%      2.14s  1.71%  os.(*File).Read
     0.02s 0.016% 83.20%      4.54s  3.64%  os.Open
     0.02s 0.016% 83.22%      0.79s  0.63%  reflect.DeepEqual
     0.02s 0.016% 83.23%      0.63s   0.5%  reflect.unsafe_NewArray
     0.02s 0.016% 83.25%      1.83s  1.47%  runtime.(*mcentral).grow
     0.02s 0.016% 83.26%      0.63s   0.5%  runtime.gosched_m
     0.02s 0.016% 83.28%      1.60s  1.28%  runtime.gosweepone.func1
     0.02s 0.016% 83.30%      1.88s  1.51%  runtime.growWork
     0.02s 0.016% 83.31%      2.04s  1.63%  runtime.hashGrow
     0.02s 0.016% 83.33%      0.98s  0.79%  runtime.park_m
     0.02s 0.016% 83.34%      0.73s  0.58%  runtime.pcdatavalue
     0.02s 0.016% 83.36%      8.07s  6.47%  syscall.Lstat
     0.01s 0.008% 83.37%     34.65s 27.76%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
     0.01s 0.008% 83.38%      8.73s  6.99%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
     0.01s 0.008% 83.38%      0.67s  0.54%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*BlkioGroup).GetStats
     0.01s 0.008% 83.39%      3.65s  2.92%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
     0.01s 0.008% 83.40%      3.57s  2.86%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
     0.01s 0.008% 83.41%      2.84s  2.28%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
     0.01s 0.008% 83.42%      5.21s  4.17%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
     0.01s 0.008% 83.42%     10.27s  8.23%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
     0.01s 0.008% 83.43%      3.16s  2.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
     0.01s 0.008% 83.44%      1.69s  1.35%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
     0.01s 0.008% 83.45%      0.71s  0.57%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*cgroupManagerImpl).CgroupName
     0.01s 0.008% 83.46%      1.05s  0.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge.func1
     0.01s 0.008% 83.46%     15.48s 12.40%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
     0.01s 0.008% 83.47%      2.30s  1.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.containerToRuntimeAPISandbox
     0.01s 0.008% 83.48%      0.77s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.toRuntimeAPIContainer
     0.01s 0.008% 83.49%     15.49s 12.41%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
     0.01s 0.008% 83.50%      7.50s  6.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
     0.01s 0.008% 83.50%      0.67s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getJSONObjectFromLabel
     0.01s 0.008% 83.51%     12.38s  9.92%  io/ioutil.ReadDir
     0.01s 0.008% 83.52%      2.27s  1.82%  io/ioutil.readAll
     0.01s 0.008% 83.53%      2.12s  1.70%  os.(*File).read
     0.01s 0.008% 83.54%      8.83s  7.07%  os.Lstat
     0.01s 0.008% 83.54%      2.77s  2.22%  runtime.(*mheap).alloc
     0.01s 0.008% 83.55%      0.91s  0.73%  runtime.(*mheap).alloc.func1
     0.01s 0.008% 83.56%      1.71s  1.37%  runtime.bgsweep
     0.01s 0.008% 83.57%      1.30s  1.04%  runtime.concatstring3
     0.01s 0.008% 83.58%      0.74s  0.59%  runtime.copystack
     0.01s 0.008% 83.58%      1.70s  1.36%  runtime.gosweepone
     0.01s 0.008% 83.59%      0.75s   0.6%  runtime.stopm
     0.01s 0.008% 83.60%      0.72s  0.58%  strings.Join
     0.01s 0.008% 83.61%      4.10s  3.28%  syscall.Open
     0.01s 0.008% 83.62%      2.43s  1.95%  syscall.Read
         0     0% 83.62%     34.74s 27.83%  encoding/json.(*Decoder).Decode
         0     0% 83.62%      1.55s  1.24%  encoding/json.(*Decoder).refill
         0     0% 83.62%     28.03s 22.46%  encoding/json.(*decodeState).unmarshal
         0     0% 83.62%     34.64s 27.75%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 83.62%      2.19s  1.75%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Marshal
         0     0% 83.62%      4.56s  3.65%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 83.62%      4.56s  3.65%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 83.62%      7.40s  5.93%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 83.62%      7.40s  5.93%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 83.62%      5.03s  4.03%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 83.62%      3.85s  3.08%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 83.62%      4.07s  3.26%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 83.62%      8.15s  6.53%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 83.62%      0.63s   0.5%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.udpStatsFromProc
         0     0% 83.62%      3.56s  2.85%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 83.62%      4.18s  3.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 83.62%      7.40s  5.93%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 83.62%      7.18s  5.75%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 83.62%      8.40s  6.73%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 83.62%      7.17s  5.74%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 83.62%      7.37s  5.90%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
         0     0% 83.62%      7.41s  5.94%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 83.62%      7.41s  5.94%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 83.62%      7.41s  5.94%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 83.62%      2.47s  1.98%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 83.62%      0.63s   0.5%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 83.62%      7.01s  5.62%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
         0     0% 83.62%      4.89s  3.92%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 83.62%     41.40s 33.17%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 83.62%     41.40s 33.17%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 83.62%     41.42s 33.18%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 83.62%      2.19s  1.75%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Marshal
         0     0% 83.62%      4.56s  3.65%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 83.62%      5.21s  4.17%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 83.62%      2.54s  2.03%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
         0     0% 83.62%      2.19s  1.75%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Marshal
         0     0% 83.62%      4.56s  3.65%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 83.62%      5.04s  4.04%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 83.62%      5.08s  4.07%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 83.62%      0.63s   0.5%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).reader
         0     0% 83.62%     18.35s 14.70%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 83.62%     18.34s 14.69%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 83.62%      1.40s  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Poll
         0     0% 83.62%     18.15s 14.54%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 83.62%      1.40s  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.WaitFor
         0     0% 83.62%      1.40s  1.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.pollInternal
         0     0% 83.62%     10.30s  8.25%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 83.62%      2.70s  2.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncPod)-fm
         0     0% 83.62%      7.37s  5.90%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 83.62%     10.30s  8.25%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 83.62%     10.30s  8.25%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 83.62%     10.30s  8.25%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 83.62%      2.70s  2.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncPod
         0     0% 83.62%      2.72s  2.18%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).UpdatePod.func1
         0     0% 83.62%      2.72s  2.18%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop
         0     0% 83.62%      2.70s  2.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop.func1
         0     0% 83.62%      1.39s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
         0     0% 83.62%      1.60s  1.28%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Marshal
         0     0% 83.62%      0.98s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).MarshalTo
         0     0% 83.62%      3.52s  2.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 83.62%     15.49s 12.41%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 83.62%     22.79s 18.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 83.62%      7.37s  5.90%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 83.62%      1.05s  0.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).Merge
         0     0% 83.62%      1.05s  0.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge
         0     0% 83.62%      1.26s  1.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).GetPods
         0     0% 83.62%      1.26s  1.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).getPodsWithTimestamp
         0     0% 83.62%      1.26s  1.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).updateCache
         0     0% 83.62%     34.66s 27.77%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 83.62%     34.64s 27.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 83.62%     34.66s 27.77%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 83.62%     22.79s 18.26%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 83.62%      7.50s  6.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 83.62%      7.50s  6.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 83.62%      1.70s  1.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 83.62%      3.52s  2.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 83.62%      1.70s  1.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 83.62%      1.70s  1.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 83.62%      3.52s  2.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 83.62%      0.94s  0.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).toKubeContainer
         0     0% 83.62%      1.70s  1.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 83.62%      3.52s  2.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 83.62%      3.74s  3.00%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 83.62%      1.70s  1.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 83.62%      3.52s  2.82%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 83.62%      7.47s  5.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 83.62%      7.47s  5.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 83.62%      1.56s  1.25%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).WaitForAttachAndMount
         0     0% 83.62%      1.39s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).getUnmountedVolumes
         0     0% 83.62%      1.39s  1.11%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).verifyVolumesMountedFunc.func1
