66.53s of 79.59s total (83.59%)
     0.05s 0.063% 82.00%     17.86s 22.44%  encoding/json.(*decodeState).array
     0.05s 0.063% 82.06%      0.63s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*Container).Unmarshal
     0.05s 0.063% 82.12%      0.49s  0.62%  reflect.(*rtype).ptrTo
     0.05s 0.063% 82.18%      1.47s  1.85%  runtime.hashGrow
     0.04s  0.05% 82.23%      0.59s  0.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.podsDifferSemantically
     0.04s  0.05% 82.28%      3.99s  5.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
     0.04s  0.05% 82.33%      6.79s  8.53%  os.(*File).readdir
     0.04s  0.05% 82.38%      0.62s  0.78%  runtime.findrunnable
     0.04s  0.05% 82.43%      1.86s  2.34%  runtime.gcDrainN
     0.04s  0.05% 82.49%      2.69s  3.38%  syscall.Stat
     0.03s 0.038% 82.52%         1s  1.26%  bufio.(*Scanner).Scan
     0.03s 0.038% 82.56%      0.40s   0.5%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Size
     0.03s 0.038% 82.60%      4.18s  5.25%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
     0.03s 0.038% 82.64%      0.48s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.GetChainLines
     0.03s 0.038% 82.67%      0.57s  0.72%  os.(*file).close
     0.03s 0.038% 82.71%      0.80s  1.01%  path.Join
     0.03s 0.038% 82.75%      1.69s  2.12%  reflect.Value.Convert
     0.03s 0.038% 82.79%      2.27s  2.85%  reflect.Value.SetMapIndex
     0.03s 0.038% 82.82%         1s  1.26%  runtime.bgsweep
     0.03s 0.038% 82.86%      0.42s  0.53%  strings.Join
     0.02s 0.025% 82.89%      4.26s  5.35%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
     0.02s 0.025% 82.91%      4.65s  5.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
     0.02s 0.025% 82.94%      2.17s  2.73%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
     0.02s 0.025% 82.96%      4.49s  5.64%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
     0.02s 0.025% 82.99%      0.43s  0.54%  io.ReadAtLeast
     0.02s 0.025% 83.01%      1.05s  1.32%  reflect.unsafe_New
     0.02s 0.025% 83.04%      1.99s  2.50%  runtime.(*mcache).refill
     0.02s 0.025% 83.06%      0.49s  0.62%  runtime.funcspdelta
     0.02s 0.025% 83.09%      0.97s  1.22%  runtime.gosweepone
     0.02s 0.025% 83.11%      1.18s  1.48%  runtime.growWork
     0.02s 0.025% 83.14%      1.81s  2.27%  runtime.scanstack
     0.02s 0.025% 83.16%      2.16s  2.71%  syscall.openat
     0.01s 0.013% 83.18%      2.25s  2.83%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
     0.01s 0.013% 83.19%      4.33s  5.44%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
     0.01s 0.013% 83.20%      5.07s  6.37%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
     0.01s 0.013% 83.21%      4.90s  6.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
     0.01s 0.013% 83.23%      3.95s  4.96%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
     0.01s 0.013% 83.24%      2.05s  2.58%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
     0.01s 0.013% 83.25%     26.91s 33.81%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
     0.01s 0.013% 83.26%      0.40s   0.5%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).reader
     0.01s 0.013% 83.28%      0.69s  0.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
     0.01s 0.013% 83.29%      0.67s  0.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).MarshalTo
     0.01s 0.013% 83.30%      1.89s  2.37%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
     0.01s 0.013% 83.31%      2.30s  2.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
     0.01s 0.013% 83.33%      0.50s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*libcontainerAdapter).revertName
     0.01s 0.013% 83.34%     10.23s 12.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
     0.01s 0.013% 83.35%      0.55s  0.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getContainerInfoFromAnnotations
     0.01s 0.013% 83.36%      0.44s  0.55%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getJSONObjectFromLabel
     0.01s 0.013% 83.38%      2.30s  2.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
     0.01s 0.013% 83.39%      1.11s  1.39%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconcile
     0.01s 0.013% 83.40%      3.78s  4.75%  io/ioutil.ReadFile
     0.01s 0.013% 83.42%      1.43s  1.80%  io/ioutil.readAll
     0.01s 0.013% 83.43%      1.45s  1.82%  os.(*File).read
     0.01s 0.013% 83.44%      1.10s  1.38%  os.(*File).readdirnames
     0.01s 0.013% 83.45%      2.33s  2.93%  os.Open
     0.01s 0.013% 83.47%      2.35s  2.95%  os.OpenFile
     0.01s 0.013% 83.48%      2.84s  3.57%  os.Stat
     0.01s 0.013% 83.49%      0.44s  0.55%  reflect.MakeSlice
     0.01s 0.013% 83.50%      2.11s  2.65%  reflect.mapassign
     0.01s 0.013% 83.52%      1.27s  1.60%  runtime.(*mcentral).grow
     0.01s 0.013% 83.53%      2.11s  2.65%  runtime.(*mheap).alloc
     0.01s 0.013% 83.54%      0.96s  1.21%  runtime.mcall
     0.01s 0.013% 83.55%      0.45s  0.57%  sort.quickSort_func
     0.01s 0.013% 83.57%      0.48s   0.6%  syscall.Close
     0.01s 0.013% 83.58%      4.91s  6.17%  syscall.Lstat
     0.01s 0.013% 83.59%      1.67s  2.10%  syscall.Read
         0     0% 83.59%      1.17s  1.47%  bytes.(*Buffer).ReadFrom
         0     0% 83.59%      0.44s  0.55%  bytes.makeSlice
         0     0% 83.59%     22.55s 28.33%  encoding/json.(*Decoder).Decode
         0     0% 83.59%      1.23s  1.55%  encoding/json.(*Decoder).refill
         0     0% 83.59%     17.93s 22.53%  encoding/json.(*decodeState).unmarshal
         0     0% 83.59%      0.40s   0.5%  encoding/json.Unmarshal
         0     0% 83.59%     22.61s 28.41%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 83.59%     22.60s 28.40%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 83.59%      1.44s  1.81%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Marshal
         0     0% 83.59%      2.58s  3.24%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 83.59%      2.58s  3.24%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 83.59%      4.65s  5.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
         0     0% 83.59%      2.96s  3.72%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 83.59%      2.14s  2.69%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
         0     0% 83.59%      2.29s  2.88%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 83.59%      4.71s  5.92%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
         0     0% 83.59%      0.47s  0.59%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.scanUdpStats
         0     0% 83.59%      0.52s  0.65%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.udpStatsFromProc
         0     0% 83.59%      2.51s  3.15%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 83.59%      4.65s  5.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 83.59%      4.90s  6.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 83.59%      4.33s  5.44%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
         0     0% 83.59%      4.66s  5.86%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 83.59%      4.65s  5.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
         0     0% 83.59%      4.66s  5.86%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 83.59%      1.62s  2.04%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
         0     0% 83.59%      0.40s   0.5%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups.PathExists
         0     0% 83.59%      0.44s  0.55%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*CpuacctGroup).GetStats
         0     0% 83.59%      2.64s  3.32%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
         0     0% 83.59%      1.99s  2.50%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
         0     0% 83.59%     26.91s 33.81%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 83.59%      1.85s  2.32%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 83.59%     26.91s 33.81%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 83.59%      0.47s  0.59%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*parser).recvMsg
         0     0% 83.59%      1.44s  1.81%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Marshal
         0     0% 83.59%      2.58s  3.24%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 83.59%      3.20s  4.02%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 83.59%      1.64s  2.06%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
         0     0% 83.59%      3.20s  4.02%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 83.59%      1.44s  1.81%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Marshal
         0     0% 83.59%      2.58s  3.24%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 83.59%      3.04s  3.82%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 83.59%      3.08s  3.87%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 83.59%     11.65s 14.64%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 83.59%     11.64s 14.62%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 83.59%     11.60s 14.57%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 83.59%      6.25s  7.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 83.59%      0.85s  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncPod)-fm
         0     0% 83.59%      4.49s  5.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 83.59%      6.24s  7.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
         0     0% 83.59%      6.25s  7.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 83.59%      6.25s  7.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
         0     0% 83.59%      6.25s  7.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 83.59%      0.85s  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncPod
         0     0% 83.59%      0.85s  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).UpdatePod.func1
         0     0% 83.59%      0.85s  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop
         0     0% 83.59%      0.85s  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop.func1
         0     0% 83.59%      1.05s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Marshal
         0     0% 83.59%      0.90s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 83.59%     10.24s 12.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 83.59%     14.58s 18.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 83.59%      4.49s  5.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 83.59%      0.50s  0.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*cgroupManagerImpl).CgroupName
         0     0% 83.59%      0.92s  1.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).Merge
         0     0% 83.59%      0.92s  1.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge
         0     0% 83.59%      0.92s  1.16%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge.func1
         0     0% 83.59%      0.63s  0.79%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.checkAndUpdatePod
         0     0% 83.59%      0.67s  0.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).GetPods
         0     0% 83.59%      0.67s  0.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).getPodsWithTimestamp
         0     0% 83.59%      0.67s  0.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).updateCache
         0     0% 83.59%     14.58s 18.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
         0     0% 83.59%      1.19s  1.50%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.containerToRuntimeAPISandbox
         0     0% 83.59%      0.79s  0.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.toRuntimeAPIContainer
         0     0% 83.59%     22.62s 28.42%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 83.59%     22.61s 28.41%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 83.59%     22.62s 28.42%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 83.59%     10.23s 12.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 83.59%     14.58s 18.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 83.59%      4.64s  5.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 83.59%      4.64s  5.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 83.59%      4.64s  5.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 83.59%      0.90s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 83.59%      2.30s  2.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 83.59%      0.90s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 83.59%      0.90s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 83.59%      2.29s  2.88%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 83.59%      0.58s  0.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).toKubeContainer
         0     0% 83.59%      0.90s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 83.59%      2.30s  2.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 83.59%      2.30s  2.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 83.59%      0.90s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 83.59%      2.30s  2.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 83.59%      4.59s  5.77%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 83.59%      4.59s  5.77%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 83.59%      0.48s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/populator.(*desiredStateOfWorldPopulator).Run
         0     0% 83.59%      0.48s   0.6%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/populator.(*desiredStateOfWorldPopulator).populatorLoopFunc.func1
         0     0% 83.59%      1.14s  1.43%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).Run
         0     0% 83.59%      1.14s  1.43%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconciliationLoopFunc.func1
         0     0% 83.59%      1.82s  2.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 83.59%      1.82s  2.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 83.59%      1.82s  2.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
