78.18s of 94.87s total (82.41%)
     0.28s   0.3% 75.99%      1.07s  1.13%  syscall.ByteSliceFromString
     0.27s  0.28% 76.27%      0.78s  0.82%  runtime.mapiterinit
     0.23s  0.24% 76.52%      0.57s   0.6%  runtime.step
     0.22s  0.23% 76.75%      1.75s  1.84%  encoding/json.(*decodeState).indirect
     0.22s  0.23% 76.98%      0.56s  0.59%  runtime.shade
     0.21s  0.22% 77.20%      0.77s  0.81%  runtime.gcmarkwb_m
     0.19s   0.2% 77.40%      2.42s  2.55%  runtime.(*mcentral).cacheSpan
     0.18s  0.19% 77.59%      0.83s  0.87%  runtime.(*mspan).sweep
     0.17s  0.18% 77.77%      2.87s  3.03%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).Unmarshal
     0.17s  0.18% 77.95%      2.37s  2.50%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).syncProxyRules
     0.16s  0.17% 78.12%      0.56s  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.writeLine
     0.16s  0.17% 78.29%      3.25s  3.43%  runtime.rawstringtmp
     0.15s  0.16% 78.44%      7.11s  7.49%  encoding/json.(*decodeState).literal
     0.14s  0.15% 78.59%      3.98s  4.20%  encoding/json.(*decodeState).literalStore
     0.13s  0.14% 78.73%      2.57s  2.71%  reflect.Value.SetMapIndex
     0.13s  0.14% 78.87%      5.05s  5.32%  runtime.makeslice
     0.13s  0.14% 79.00%      0.48s  0.51%  syscall.ParseDirent
     0.12s  0.13% 79.13%      1.88s  1.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.extractLabels
     0.12s  0.13% 79.26%      0.92s  0.97%  runtime.concatstrings
     0.12s  0.13% 79.38%      1.05s  1.11%  runtime.scanframeworker
     0.11s  0.12% 79.50%      0.64s  0.67%  reflect.(*rtype).ptrTo
     0.09s 0.095% 79.59%      0.94s  0.99%  reflect.deepValueEqual
     0.09s 0.095% 79.69%      0.51s  0.54%  runtime.(*mheap).alloc_m
     0.08s 0.084% 79.77%     21.52s 22.68%  encoding/json.(*decodeState).array
     0.08s 0.084% 79.86%      0.93s  0.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/cache.(*actualStateOfWorld).GetMountedVolumesForPod
     0.08s 0.084% 79.94%      1.20s  1.26%  reflect.New
     0.08s 0.084% 80.03%      2.60s  2.74%  runtime.newarray
     0.08s 0.084% 80.11%      0.85s   0.9%  runtime.writebarrierptr_prewrite1.func1
     0.07s 0.074% 80.18%      8.30s  8.75%  os.(*File).readdir
     0.07s 0.074% 80.26%      0.50s  0.53%  reflect.(*rtype).typeOff
     0.07s 0.074% 80.33%      2.05s  2.16%  reflect.Value.Convert
     0.07s 0.074% 80.40%      0.49s  0.52%  reflect.Zero
     0.07s 0.074% 80.48%      0.82s  0.86%  runtime.writebarrierptr
     0.07s 0.074% 80.55%      0.55s  0.58%  strings.Replace
     0.07s 0.074% 80.63%      1.14s  1.20%  syscall.BytePtrFromString
     0.06s 0.063% 80.69%     21.61s 22.78%  encoding/json.(*decodeState).value
     0.06s 0.063% 80.75%      0.68s  0.72%  encoding/json.cachedTypeFields
     0.06s 0.063% 80.82%      0.65s  0.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*Container).Unmarshal
     0.06s 0.063% 80.88%      0.59s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*PodSandbox).MarshalTo
     0.06s 0.063% 80.94%      5.16s  5.44%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*podContainerManagerImpl).GetAllPodsFromCgroups
     0.06s 0.063% 81.01%      3.03s  3.19%  runtime.(*mcache).nextFree
     0.06s 0.063% 81.07%      1.18s  1.24%  runtime.schedule
     0.05s 0.053% 81.12%      1.70s  1.79%  reflect.cvtBytesString
     0.05s 0.053% 81.17%      1.17s  1.23%  reflect.makeString
     0.05s 0.053% 81.23%      0.48s  0.51%  reflect.typedmemmove
     0.05s 0.053% 81.28%      1.04s  1.10%  runtime.findrunnable
     0.05s 0.053% 81.33%      3.03s  3.19%  runtime.gcDrainN
     0.05s 0.053% 81.39%      1.74s  1.83%  runtime.growWork
     0.04s 0.042% 81.43%      0.59s  0.62%  os.(*file).close
     0.04s 0.042% 81.47%      2.15s  2.27%  runtime.scanstack
     0.03s 0.032% 81.50%      1.04s  1.10%  bufio.(*Scanner).Scan
     0.03s 0.032% 81.53%      7.89s  8.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).HandlePodCleanups
     0.03s 0.032% 81.56%      4.94s  5.21%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
     0.03s 0.032% 81.60%      4.67s  4.92%  io/ioutil.ReadFile
     0.03s 0.032% 81.63%      1.02s  1.08%  path.Join
     0.03s 0.032% 81.66%      1.38s  1.45%  reflect.unsafe_New
     0.03s 0.032% 81.69%      1.34s  1.41%  runtime.mcall
     0.03s 0.032% 81.72%      5.88s  6.20%  syscall.Lstat
     0.02s 0.021% 81.74%      2.33s  2.46%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getCgroupParamUint
     0.02s 0.021% 81.76%      1.66s  1.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncPod
     0.02s 0.021% 81.79%      1.39s  1.47%  os.(*File).Read
     0.02s 0.021% 81.81%      1.37s  1.44%  os.(*File).read
     0.02s 0.021% 81.83%      0.96s  1.01%  reflect.DeepEqual
     0.02s 0.021% 81.85%      0.64s  0.67%  reflect.MakeSlice
     0.02s 0.021% 81.87%      2.44s  2.57%  runtime.(*mcache).refill
     0.02s 0.021% 81.89%      2.15s  2.27%  runtime.(*mheap).alloc
     0.02s 0.021% 81.91%      1.35s  1.42%  runtime.bgsweep
     0.02s 0.021% 81.93%      0.62s  0.65%  runtime.funcspdelta
     0.02s 0.021% 81.95%     21.31s 22.46%  runtime.gcBgMarkWorker
     0.02s 0.021% 81.98%      1.55s  1.63%  runtime.hashGrow
     0.02s 0.021% 82.00%      0.58s  0.61%  runtime.pcdatavalue
     0.02s 0.021% 82.02%      0.66s   0.7%  runtime.stopm
     0.02s 0.021% 82.04%      1.64s  1.73%  syscall.read
     0.01s 0.011% 82.05%      0.69s  0.73%  bytes.makeSlice
     0.01s 0.011% 82.06%     21.64s 22.81%  encoding/json.(*decodeState).unmarshal
     0.01s 0.011% 82.07%      5.54s  5.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListContainers
     0.01s 0.011% 82.08%      5.31s  5.60%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/libcontainer.GetStats
     0.01s 0.011% 82.09%      5.34s  5.63%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateSpec
     0.01s 0.011% 82.10%      5.57s  5.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).updateStats
     0.01s 0.011% 82.11%      5.56s  5.86%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).GetContainerInfoV2
     0.01s 0.011% 82.12%      5.56s  5.86%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).getContainersDiff
     0.01s 0.011% 82.13%      1.91s  2.01%  github.com/openshift/origin/vendor/github.com/google/cadvisor/utils.FileExists
     0.01s 0.011% 82.14%      4.65s  4.90%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*Manager).GetStats
     0.01s 0.011% 82.15%      3.34s  3.52%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.(*MemoryGroup).GetStats
     0.01s 0.011% 82.17%      2.31s  2.43%  github.com/openshift/origin/vendor/github.com/opencontainers/runc/libcontainer/cgroups/fs.getMemoryData
     0.01s 0.011% 82.18%      0.86s  0.91%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.WaitFor
     0.01s 0.011% 82.19%      7.93s  8.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoop
     0.01s 0.011% 82.20%      0.61s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*libcontainerAdapter).revertName
     0.01s 0.011% 82.21%     17.13s 18.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListPodSandbox
     0.01s 0.011% 82.22%      0.59s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.toRuntimeAPIContainer
     0.01s 0.011% 82.23%      0.88s  0.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
     0.01s 0.011% 82.24%      0.59s  0.62%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getContainerInfoFromAnnotations
     0.01s 0.011% 82.25%      2.83s  2.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
     0.01s 0.011% 82.26%      0.74s  0.78%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.GetChainLines
     0.01s 0.011% 82.27%      1.52s  1.60%  io/ioutil.readAll
     0.01s 0.011% 82.28%      6.47s  6.82%  os.Lstat
     0.01s 0.011% 82.29%      3.11s  3.28%  os.Open
     0.01s 0.011% 82.30%      2.28s  2.40%  reflect.mapassign
     0.01s 0.011% 82.31%      1.39s  1.47%  runtime.(*mcentral).grow
     0.01s 0.011% 82.32%      0.88s  0.93%  runtime.concatstring3
     0.01s 0.011% 82.33%      1.23s  1.30%  runtime.gosweepone.func1
     0.01s 0.011% 82.34%      2.20s  2.32%  runtime.scang
     0.01s 0.011% 82.35%      1.06s  1.12%  runtime.scanstack.func1
     0.01s 0.011% 82.37%      0.71s  0.75%  sort.Slice
     0.01s 0.011% 82.38%      0.68s  0.72%  sort.quickSort_func
     0.01s 0.011% 82.39%      2.85s  3.00%  syscall.Open
     0.01s 0.011% 82.40%         3s  3.16%  syscall.Stat
     0.01s 0.011% 82.41%      2.84s  2.99%  syscall.openat
         0     0% 82.41%      1.30s  1.37%  bytes.(*Buffer).ReadFrom
         0     0% 82.41%     26.61s 28.05%  encoding/json.(*Decoder).Decode
         0     0% 82.41%      1.22s  1.29%  encoding/json.(*Decoder).refill
         0     0% 82.41%      0.50s  0.53%  encoding/json.Unmarshal
         0     0% 82.41%     26.50s 27.93%  github.com/openshift/origin/pkg/cmd/util/docker.(*KubeDocker).ListContainers
         0     0% 82.41%     26.49s 27.92%  github.com/openshift/origin/vendor/github.com/docker/engine-api/client.(*Client).ContainerList
         0     0% 82.41%      1.58s  1.67%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Marshal
         0     0% 82.41%      3.64s  3.84%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.Unmarshal
         0     0% 82.41%      3.64s  3.84%  github.com/openshift/origin/vendor/github.com/golang/protobuf/proto.UnmarshalMerge
         0     0% 82.41%      5.30s  5.59%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.GetSpec
         0     0% 82.41%      5.53s  5.83%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.ListDirectories
         0     0% 82.41%      3.52s  3.71%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readString
         0     0% 82.41%      2.66s  2.80%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/common.readUInt64
         0     0% 82.41%      2.77s  2.92%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetSpec
         0     0% 82.41%      2.77s  2.92%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/docker.(*dockerContainerHandler).GetStats
         0     0% 82.41%      2.56s  2.70%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetSpec
         0     0% 82.41%      2.61s  2.75%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).GetStats
         0     0% 82.41%      5.54s  5.84%  github.com/openshift/origin/vendor/github.com/google/cadvisor/container/raw.(*rawContainerHandler).ListContainers
         0     0% 82.41%      5.34s  5.63%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).GetInfo
         0     0% 82.41%      5.84s  6.16%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeeping
         0     0% 82.41%      5.57s  5.87%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*containerData).housekeepingTick
         0     0% 82.41%      5.56s  5.86%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).detectSubcontainers
         0     0% 82.41%      5.56s  5.86%  github.com/openshift/origin/vendor/github.com/google/cadvisor/manager.(*manager).globalHousekeeping
         0     0% 82.41%     31.44s 33.14%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).handleStream
         0     0% 82.41%     31.44s 33.14%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).processUnaryRPC
         0     0% 82.41%      1.98s  2.09%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).sendResponse
         0     0% 82.41%     31.44s 33.14%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1
         0     0% 82.41%      1.59s  1.68%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Marshal
         0     0% 82.41%      3.64s  3.84%  github.com/openshift/origin/vendor/google.golang.org/grpc.(*protoCodec).Unmarshal
         0     0% 82.41%      4.23s  4.46%  github.com/openshift/origin/vendor/google.golang.org/grpc.Invoke
         0     0% 82.41%      1.81s  1.91%  github.com/openshift/origin/vendor/google.golang.org/grpc.encode
         0     0% 82.41%      4.23s  4.46%  github.com/openshift/origin/vendor/google.golang.org/grpc.invoke
         0     0% 82.41%      1.59s  1.68%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Marshal
         0     0% 82.41%      3.64s  3.84%  github.com/openshift/origin/vendor/google.golang.org/grpc.protoCodec.Unmarshal
         0     0% 82.41%      4.02s  4.24%  github.com/openshift/origin/vendor/google.golang.org/grpc.recv
         0     0% 82.41%      4.06s  4.28%  github.com/openshift/origin/vendor/google.golang.org/grpc.recvResponse
         0     0% 82.41%      0.51s  0.54%  github.com/openshift/origin/vendor/google.golang.org/grpc/transport.(*http2Client).reader
         0     0% 82.41%     14.34s 15.12%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil
         0     0% 82.41%     14.30s 15.07%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.JitterUntil.func1
         0     0% 82.41%      0.86s  0.91%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Poll
         0     0% 82.41%     14.28s 15.05%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.Until
         0     0% 82.41%      0.86s  0.91%  github.com/openshift/origin/vendor/k8s.io/apimachinery/pkg/util/wait.pollInternal
         0     0% 82.41%      7.93s  8.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/cmd/kubelet/app.startKubelet.func1
         0     0% 82.41%      1.66s  1.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.syncPod)-fm
         0     0% 82.41%      5.56s  5.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).GetContainerInfoV2
         0     0% 82.41%      7.93s  8.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).Run
         0     0% 82.41%      7.92s  8.35%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*Kubelet).syncLoopIteration
         0     0% 82.41%      1.67s  1.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).UpdatePod.func1
         0     0% 82.41%      1.67s  1.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop
         0     0% 82.41%      1.66s  1.75%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet.(*podWorkers).managePodLoop.func1
         0     0% 82.41%      0.72s  0.76%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListContainersResponse).Unmarshal
         0     0% 82.41%      1.22s  1.29%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Marshal
         0     0% 82.41%      0.79s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).MarshalTo
         0     0% 82.41%      2.91s  3.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*ListPodSandboxResponse).Unmarshal
         0     0% 82.41%      0.87s  0.92%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListContainers
         0     0% 82.41%      3.32s  3.50%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime.(*runtimeServiceClient).ListPodSandbox
         0     0% 82.41%     11.98s 12.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListContainers_Handler
         0     0% 82.41%     17.13s 18.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/apis/cri/v1alpha1/runtime._RuntimeService_ListPodSandbox_Handler
         0     0% 82.41%      5.56s  5.86%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cadvisor.(*cadvisorClient).ContainerInfoV2
         0     0% 82.41%      0.61s  0.64%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/cm.(*cgroupManagerImpl).CgroupName
         0     0% 82.41%      1.43s  1.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).Merge
         0     0% 82.41%      1.43s  1.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge
         0     0% 82.41%      1.41s  1.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.(*podStorage).merge.func1
         0     0% 82.41%      0.85s   0.9%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.checkAndUpdatePod
         0     0% 82.41%      0.51s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.filterInvalidPods
         0     0% 82.41%      0.80s  0.84%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/config.podsDifferSemantically
         0     0% 82.41%      1.03s  1.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).GetPods
         0     0% 82.41%      1.03s  1.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).getPodsWithTimestamp
         0     0% 82.41%      1.03s  1.09%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/container.(*runtimeCache).updateCache
         0     0% 82.41%     11.98s 12.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.(*dockerService).ListContainers
         0     0% 82.41%      1.60s  1.69%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim.containerToRuntimeAPISandbox
         0     0% 82.41%     26.51s 27.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*instrumentedInterface).ListContainers
         0     0% 82.41%     26.50s 27.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.(*kubeDockerClient).ListContainers
         0     0% 82.41%     26.51s 27.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/libdocker.instrumentedInterface.ListContainers
         0     0% 82.41%     11.98s 12.63%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 82.41%     17.13s 18.06%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 82.41%      5.64s  5.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 82.41%      5.64s  5.94%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 82.41%      5.63s  5.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 82.41%      3.33s  3.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 82.41%      0.88s  0.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 82.41%      0.88s  0.93%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 82.41%      3.33s  3.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 82.41%      0.62s  0.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).toKubeContainer
         0     0% 82.41%      0.50s  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.getJSONObjectFromLabel
         0     0% 82.41%      0.87s  0.92%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 82.41%      3.33s  3.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 82.41%      2.83s  2.98%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 82.41%      0.87s  0.92%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 82.41%      3.33s  3.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 82.41%      5.61s  5.91%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 82.41%      5.61s  5.91%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 82.41%      0.91s  0.96%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).WaitForAttachAndMount
         0     0% 82.41%      0.83s  0.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).getUnmountedVolumes
         0     0% 82.41%      0.83s  0.87%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).verifyVolumesMountedFunc.func1
         0     0% 82.41%      1.29s  1.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).Run
         0     0% 82.41%      1.25s  1.32%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconcile
         0     0% 82.41%      1.26s  1.33%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconciliationLoopFunc.func1
